"Plot Title: DRYAS CTL 7"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9702266, SEN S/N: 9702266, LBL: 10 cm)","RH, % (LGR S/N: 9702266, SEN S/N: 9702266, LBL: 10 cm)","Good Battery (LGR S/N: 9702266)","Coupler Detached (LGR S/N: 9702266)","Coupler Attached (LGR S/N: 9702266)","Host Connected (LGR S/N: 9702266)","Stopped (LGR S/N: 9702266)","End Of File (LGR S/N: 9702266)"
65,07/04/22 12:00:00  AM,2.450,99.248,,,,,,
66,07/04/22 12:30:00  AM,2.664,99.166,,,,,,
67,07/04/22 01:00:00  AM,2.930,99.146,,,,,,
68,07/04/22 01:30:00  AM,2.717,98.462,,,,,,
69,07/04/22 02:00:00  AM,3.354,98.619,,,,,,
70,07/04/22 02:30:00  AM,3.459,96.883,,,,,,
71,07/04/22 03:00:00  AM,3.538,96.320,,,,,,
72,07/04/22 03:30:00  AM,3.485,97.376,,,,,,
73,07/04/22 04:00:00  AM,3.301,96.011,,,,,,
74,07/04/22 04:30:00  AM,3.722,96.225,,,,,,
75,07/04/22 05:00:00  AM,3.958,95.898,,,,,,
76,07/04/22 05:30:00  AM,4.168,94.133,,,,,,
77,07/04/22 06:00:00  AM,4.272,95.050,,,,,,
78,07/04/22 06:30:00  AM,4.584,94.443,,,,,,
79,07/04/22 07:00:00  AM,5.411,91.740,,,,,,
80,07/04/22 07:30:00  AM,6.281,90.419,,,,,,
81,07/04/22 08:00:00  AM,6.889,87.697,,,,,,
82,07/04/22 08:30:00  AM,7.645,83.853,,,,,,
83,07/04/22 09:00:00  AM,8.319,77.975,,,,,,
84,07/04/22 09:30:00  AM,9.435,73.393,,,,,,
85,07/04/22 10:00:00  AM,9.386,72.575,,,,,,
86,07/04/22 10:30:00  AM,11.419,66.896,,,,,,
87,07/04/22 11:00:00  AM,10.834,66.933,,,,,,
88,07/04/22 11:30:00  AM,11.078,67.064,,,,,,
89,07/04/22 12:00:00  PM,11.807,67.456,,,,,,
90,07/04/22 12:30:00  PM,12.485,63.371,,,,,,
91,07/04/22 01:00:00  PM,11.953,64.417,,,,,,
92,07/04/22 01:30:00  PM,12.340,62.819,,,,,,
93,07/04/22 02:00:00  PM,12.823,64.131,,,,,,
94,07/04/22 02:30:00  PM,12.582,62.860,,,,,,
95,07/04/22 03:00:00  PM,12.243,63.505,,,,,,
96,07/04/22 03:30:00  PM,11.953,66.964,,,,,,
97,07/04/22 04:00:00  PM,12.001,66.165,,,,,,
98,07/04/22 04:30:00  PM,11.613,67.535,,,,,,
99,07/04/22 05:00:00  PM,10.810,69.897,,,,,,
100,07/04/22 05:30:00  PM,10.516,70.887,,,,,,
101,07/04/22 06:00:00  PM,10.565,71.545,,,,,,
102,07/04/22 06:30:00  PM,10.100,73.136,,,,,,
103,07/04/22 07:00:00  PM,9.608,74.234,,,,,,
104,07/04/22 07:30:00  PM,8.195,77.649,,,,,,
105,07/04/22 08:00:00  PM,5.488,81.981,,,,,,
106,07/04/22 08:30:00  PM,5.539,85.243,,,,,,
107,07/04/22 09:00:00  PM,6.737,80.057,,,,,,
108,07/04/22 09:30:00  PM,4.921,84.810,,,,,,
109,07/04/22 10:00:00  PM,6.585,78.842,,,,,,
110,07/04/22 10:30:00  PM,4.662,86.688,,,,,,
111,07/04/22 11:00:00  PM,5.898,83.236,,,,,,
112,07/04/22 11:30:00  PM,7.142,78.371,,,,,,
113,07/05/22 12:00:00  AM,6.331,77.574,,,,,,
114,07/05/22 12:30:00  AM,6.382,79.174,,,,,,
115,07/05/22 01:00:00  AM,6.051,78.564,,,,,,
116,07/05/22 01:30:00  AM,5.539,80.509,,,,,,
117,07/05/22 02:00:00  AM,7.217,75.970,,,,,,
118,07/05/22 02:30:00  AM,7.544,71.792,,,,,,
119,07/05/22 03:00:00  AM,8.568,71.463,,,,,,
120,07/05/22 03:30:00  AM,8.543,68.929,,,,,,
121,07/05/22 04:00:00  AM,9.312,67.712,,,,,,
122,07/05/22 04:30:00  AM,6.153,74.080,,,,,,
123,07/05/22 05:00:00  AM,6.509,74.701,,,,,,
124,07/05/22 05:30:00  AM,8.742,68.061,,,,,,
125,07/05/22 06:00:00  AM,10.001,61.926,,,,,,
126,07/05/22 06:30:00  AM,10.001,60.786,,,,,,
127,07/05/22 07:00:00  AM,10.785,59.414,,,,,,
128,07/05/22 07:30:00  AM,10.369,59.022,,,,,,
129,07/05/22 08:00:00  AM,12.243,55.017,,,,,,
130,07/05/22 08:30:00  AM,12.944,54.578,,,,,,
131,07/05/22 09:00:00  AM,12.389,56.122,,,,,,
132,07/05/22 09:30:00  AM,13.834,51.906,,,,,,
133,07/05/22 10:00:00  AM,14.768,50.746,,,,,,
134,07/05/22 10:30:00  AM,14.074,53.772,,,,,,
135,07/05/22 11:00:00  AM,13.930,56.627,,,,,,
136,07/05/22 11:30:00  AM,13.449,57.935,,,,,,
137,07/05/22 12:00:00  PM,12.195,60.411,,,,,,
138,07/05/22 12:30:00  PM,15.079,50.356,,,,,,
139,07/05/22 01:00:00  PM,14.912,54.442,,,,,,
140,07/05/22 01:30:00  PM,14.146,56.268,,,,,,
141,07/05/22 02:00:00  PM,15.199,54.941,,,,,,
142,07/05/22 02:30:00  PM,15.270,53.089,,,,,,
143,07/05/22 03:00:00  PM,14.529,55.327,,,,,,
144,07/05/22 03:30:00  PM,15.055,53.150,,,,,,
145,07/05/22 04:00:00  PM,10.345,66.328,,,,,,
146,07/05/22 04:30:00  PM,11.856,61.475,,,,,,
147,07/05/22 05:00:00  PM,11.370,65.965,,,,,,
148,07/05/22 05:30:00  PM,9.829,68.973,,,,,,
149,07/05/22 06:00:00  PM,10.907,64.987,,,,,,
150,07/05/22 06:30:00  PM,9.558,70.702,,,,,,
151,07/05/22 07:00:00  PM,8.419,73.798,,,,,,
152,07/05/22 07:30:00  PM,6.864,81.819,,,,,,
153,07/05/22 08:00:00  PM,7.393,82.205,,,,,,
154,07/05/22 08:30:00  PM,6.914,83.946,,,,,,
155,07/05/22 09:00:00  PM,6.408,89.507,,,,,,
156,07/05/22 09:30:00  PM,6.484,92.498,,,,,,
157,07/05/22 10:00:00  PM,5.231,90.886,,,,,,
158,07/05/22 10:30:00  PM,5.231,91.844,,,,,,
159,07/05/22 11:00:00  PM,6.179,94.373,,,,,,
160,07/05/22 11:30:00  PM,5.128,93.919,,,,,,
161,07/06/22 12:00:00  AM,5.334,97.012,,,,,,
162,07/06/22 12:30:00  AM,5.668,98.009,,,,,,
163,07/06/22 01:00:00  AM,5.719,99.071,,,,,,
164,07/06/22 01:30:00  AM,6.611,99.712,,,,,,
165,07/06/22 02:00:00  AM,6.813,99.624,,,,,,
166,07/06/22 02:30:00  AM,6.357,99.202,,,,,,
167,07/06/22 03:00:00  AM,6.940,99.951,,,,,,
168,07/06/22 03:30:00  AM,7.619,100.000,,,,,,
169,07/06/22 04:00:00  AM,6.712,99.205,,,,,,
170,07/06/22 04:30:00  AM,6.636,98.647,,,,,,
171,07/06/22 05:00:00  AM,6.813,100.000,,,,,,
172,07/06/22 05:30:00  AM,6.331,97.656,,,,,,
173,07/06/22 06:00:00  AM,4.454,98.011,,,,,,
174,07/06/22 06:30:00  AM,4.246,98.654,,,,,,
175,07/06/22 07:00:00  AM,3.485,99.305,,,,,,
176,07/06/22 07:30:00  AM,3.512,99.552,,,,,,
177,07/06/22 08:00:00  AM,4.376,99.751,,,,,,
178,07/06/22 08:30:00  AM,5.282,98.559,,,,,,
179,07/06/22 09:00:00  AM,5.050,97.618,,,,,,
180,07/06/22 09:30:00  AM,5.591,98.232,,,,,,
181,07/06/22 10:00:00  AM,6.306,96.443,,,,,,
182,07/06/22 10:30:00  AM,5.796,96.746,,,,,,
183,07/06/22 11:00:00  AM,6.331,94.239,,,,,,
184,07/06/22 11:30:00  AM,6.509,94.561,,,,,,
185,07/06/22 12:00:00  PM,6.788,93.735,,,,,,
186,07/06/22 12:30:00  PM,6.763,92.999,,,,,,
187,07/06/22 01:00:00  PM,6.230,94.012,,,,,,
188,07/06/22 01:30:00  PM,6.102,93.929,,,,,,
189,07/06/22 02:00:00  PM,6.408,93.258,,,,,,
190,07/06/22 02:30:00  PM,7.015,91.827,,,,,,
191,07/06/22 03:00:00  PM,7.820,90.247,,,,,,
192,07/06/22 03:30:00  PM,8.369,86.627,,,,,,
193,07/06/22 04:00:00  PM,7.368,87.659,,,,,,
194,07/06/22 04:30:00  PM,7.217,87.700,,,,,,
195,07/06/22 05:00:00  PM,7.167,88.076,,,,,,
196,07/06/22 05:30:00  PM,6.813,88.066,,,,,,
197,07/06/22 06:00:00  PM,6.965,87.793,,,,,,
198,07/06/22 06:30:00  PM,7.167,86.961,,,,,,
199,07/06/22 07:00:00  PM,7.619,87.227,,,,,,
200,07/06/22 07:30:00  PM,7.770,87.290,,,,,,
201,07/06/22 08:00:00  PM,6.839,86.985,,,,,,
202,07/06/22 08:30:00  PM,6.687,88.396,,,,,,
203,07/06/22 09:00:00  PM,5.719,89.665,,,,,,
204,07/06/22 09:30:00  PM,5.898,90.905,,,,,,
205,07/06/22 10:00:00  PM,5.205,90.905,,,,,,
206,07/06/22 10:30:00  PM,4.792,91.780,,,,,,
207,07/06/22 11:00:00  PM,4.999,91.306,,,,,,
208,07/06/22 11:30:00  PM,4.792,91.956,,,,,,
209,07/07/22 12:00:00  AM,4.869,91.298,,,,,,
210,07/07/22 12:30:00  AM,4.662,91.118,,,,,,
211,07/07/22 01:00:00  AM,4.350,92.791,,,,,,
212,07/07/22 01:30:00  AM,5.024,92.819,,,,,,
213,07/07/22 02:00:00  AM,5.154,91.950,,,,,,
214,07/07/22 02:30:00  AM,6.153,89.212,,,,,,
215,07/07/22 03:00:00  AM,7.720,84.451,,,,,,
216,07/07/22 03:30:00  AM,8.469,80.091,,,,,,
217,07/07/22 04:00:00  AM,9.064,76.549,,,,,,
218,07/07/22 04:30:00  AM,10.541,69.760,,,,,,
219,07/07/22 05:00:00  AM,8.095,75.661,,,,,,
220,07/07/22 05:30:00  AM,8.866,72.555,,,,,,
221,07/07/22 06:00:00  AM,9.064,71.701,,,,,,
222,07/07/22 06:30:00  AM,9.780,69.049,,,,,,
223,07/07/22 07:00:00  AM,10.149,67.238,,,,,,
224,07/07/22 07:30:00  AM,10.858,67.110,,,,,,
225,07/07/22 08:00:00  AM,11.467,66.156,,,,,,
226,07/07/22 08:30:00  AM,12.050,64.317,,,,,,
227,07/07/22 09:00:00  AM,12.316,63.400,,,,,,
228,07/07/22 09:30:00  AM,13.377,62.260,,,,,,
229,07/07/22 10:00:00  AM,13.377,60.930,,,,,,
230,07/07/22 10:30:00  AM,13.449,61.918,,,,,,
231,07/07/22 11:00:00  AM,14.960,58.141,,,,,,
232,07/07/22 11:30:00  AM,14.026,60.265,,,,,,
233,07/07/22 12:00:00  PM,14.601,58.085,,,,,,
234,07/07/22 12:30:00  PM,16.153,54.043,,,,,,
235,07/07/22 01:00:00  PM,15.939,58.836,,,,,,
236,07/07/22 01:30:00  PM,15.509,56.868,,,,,,
237,07/07/22 02:00:00  PM,15.557,57.842,,,,,,
238,07/07/22 02:30:00  PM,16.225,56.037,,,,,,
239,07/07/22 03:00:00  PM,14.745,58.767,,,,,,
240,07/07/22 03:30:00  PM,14.433,60.866,,,,,,
241,07/07/22 04:00:00  PM,15.581,58.238,,,,,,
242,07/07/22 04:30:00  PM,15.509,60.625,,,,,,
243,07/07/22 05:00:00  PM,14.721,62.544,,,,,,
244,07/07/22 05:30:00  PM,14.290,64.238,,,,,,
245,07/07/22 06:00:00  PM,14.074,65.196,,,,,,
246,07/07/22 06:30:00  PM,14.266,65.259,,,,,,
247,07/07/22 07:00:00  PM,11.273,70.779,,,,,,
248,07/07/22 07:30:00  PM,11.832,69.122,,,,,,
249,07/07/22 08:00:00  PM,11.078,71.476,,,,,,
250,07/07/22 08:30:00  PM,10.271,68.545,,,,,,
251,07/07/22 09:00:00  PM,9.534,71.063,,,,,,
252,07/07/22 09:30:00  PM,10.100,69.762,,,,,,
253,07/07/22 10:00:00  PM,8.568,73.413,,,,,,
254,07/07/22 10:30:00  PM,7.820,75.439,,,,,,
255,07/07/22 11:00:00  PM,8.618,74.116,,,,,,
256,07/07/22 11:30:00  PM,9.460,73.593,,,,,,
257,07/08/22 12:00:00  AM,8.220,77.382,,,,,,
258,07/08/22 12:30:00  AM,8.916,76.244,,,,,,
259,07/08/22 01:00:00  AM,9.213,74.901,,,,,,
260,07/08/22 01:30:00  AM,8.916,74.702,,,,,,
261,07/08/22 02:00:00  AM,9.706,70.618,,,,,,
262,07/08/22 02:30:00  AM,8.020,74.766,,,,,,
263,07/08/22 03:00:00  AM,8.742,72.837,,,,,,
264,07/08/22 03:30:00  AM,7.920,72.533,,,,,,
265,07/08/22 04:00:00  AM,8.344,72.117,,,,,,
266,07/08/22 04:30:00  AM,9.312,67.541,,,,,,
267,07/08/22 05:00:00  AM,9.262,68.838,,,,,,
268,07/08/22 05:30:00  AM,9.657,65.745,,,,,,
269,07/08/22 06:00:00  AM,11.880,60.448,,,,,,
270,07/08/22 06:30:00  AM,9.706,67.100,,,,,,
271,07/08/22 07:00:00  AM,13.257,55.953,,,,,,
272,07/08/22 07:30:00  AM,10.100,65.996,,,,,,
273,07/08/22 08:00:00  AM,12.871,58.799,,,,,,
274,07/08/22 08:30:00  AM,11.662,63.988,,,,,,
275,07/08/22 09:00:00  AM,15.127,51.103,,,,,,
276,07/08/22 09:30:00  AM,12.147,62.405,,,,,,
277,07/08/22 10:00:00  AM,12.944,60.859,,,,,,
278,07/08/22 10:30:00  AM,11.759,66.093,,,,,,
279,07/08/22 11:00:00  AM,14.888,54.286,,,,,,
280,07/08/22 11:30:00  AM,14.122,58.729,,,,,,
281,07/08/22 12:00:00  PM,16.320,51.422,,,,,,
282,07/08/22 12:30:00  PM,14.984,55.456,,,,,,
283,07/08/22 01:00:00  PM,13.137,54.606,,,,,,
284,07/08/22 01:30:00  PM,12.195,58.186,,,,,,
285,07/08/22 02:00:00  PM,9.015,76.868,,,,,,
286,07/08/22 02:30:00  PM,8.494,76.676,,,,,,
287,07/08/22 03:00:00  PM,8.568,76.308,,,,,,
288,07/08/22 03:30:00  PM,7.217,76.678,,,,,,
289,07/08/22 04:00:00  PM,7.393,76.389,,,,,,
290,07/08/22 04:30:00  PM,5.975,89.576,,,,,,
291,07/08/22 05:00:00  PM,7.619,85.006,,,,,,
292,07/08/22 05:30:00  PM,8.866,76.946,,,,,,
293,07/08/22 06:00:00  PM,9.213,72.513,,,,,,
294,07/08/22 06:30:00  PM,7.770,79.317,,,,,,
295,07/08/22 07:00:00  PM,13.473,64.536,,,,,,
296,07/08/22 07:30:00  PM,11.759,62.808,,,,,,
297,07/08/22 08:00:00  PM,7.469,76.077,,,,,,
298,07/08/22 08:30:00  PM,7.242,80.142,,,,,,
299,07/08/22 09:00:00  PM,6.153,79.472,,,,,,
300,07/08/22 09:30:00  PM,7.268,83.950,,,,,,
301,07/08/22 10:00:00  PM,6.535,93.492,,,,,,
302,07/08/22 10:30:00  PM,5.076,91.930,,,,,,
303,07/08/22 11:00:00  PM,5.282,93.212,,,,,,
304,07/08/22 11:30:00  PM,4.818,92.013,,,,,,
305,07/09/22 12:00:00  AM,5.616,88.976,,,,,,
306,07/09/22 12:30:00  AM,4.895,90.775,,,,,,
307,07/09/22 01:00:00  AM,6.458,87.230,,,,,,
308,07/09/22 01:30:00  AM,7.343,85.465,,,,,,
309,07/09/22 02:00:00  AM,5.745,86.331,,,,,,
310,07/09/22 02:30:00  AM,7.066,87.119,,,,,,
311,07/09/22 03:00:00  AM,7.820,83.524,,,,,,
312,07/09/22 03:30:00  AM,8.444,79.222,,,,,,
313,07/09/22 04:00:00  AM,9.114,70.925,,,,,,
314,07/09/22 04:30:00  AM,11.467,64.651,,,,,,
315,07/09/22 05:00:00  AM,9.879,72.701,,,,,,
316,07/09/22 05:30:00  AM,9.213,74.790,,,,,,
317,07/09/22 06:00:00  AM,9.977,73.084,,,,,,
318,07/09/22 06:30:00  AM,10.761,70.765,,,,,,
319,07/09/22 07:00:00  AM,11.224,72.350,,,,,,
320,07/09/22 07:30:00  AM,10.980,70.043,,,,,,
321,07/09/22 08:00:00  AM,14.314,56.112,,,,,,
322,07/09/22 08:30:00  AM,14.122,56.868,,,,,,
323,07/09/22 09:00:00  AM,15.724,50.598,,,,,,
324,07/09/22 09:30:00  AM,15.151,57.629,,,,,,
325,07/09/22 10:00:00  AM,13.666,60.474,,,,,,
326,07/09/22 10:30:00  AM,12.871,61.615,,,,,,
327,07/09/22 11:00:00  AM,15.819,53.933,,,,,,
328,07/09/22 11:30:00  AM,16.749,54.834,,,,,,
329,07/09/22 12:00:00  PM,16.511,55.318,,,,,,
330,07/09/22 12:30:00  PM,16.082,55.924,,,,,,
331,07/09/22 01:00:00  PM,14.960,59.879,,,,,,
332,07/09/22 01:30:00  PM,17.938,50.246,,,,,,
333,07/09/22 02:00:00  PM,17.391,50.639,,,,,,
334,07/09/22 02:30:00  PM,17.724,51.336,,,,,,
335,07/09/22 03:00:00  PM,16.534,52.624,,,,,,
336,07/09/22 03:30:00  PM,13.353,63.256,,,,,,
337,07/09/22 04:00:00  PM,14.697,61.028,,,,,,
338,07/09/22 04:30:00  PM,12.195,61.649,,,,,,
339,07/09/22 05:00:00  PM,8.767,73.259,,,,,,
340,07/09/22 05:30:00  PM,11.516,66.971,,,,,,
341,07/09/22 06:00:00  PM,8.941,69.851,,,,,,
342,07/09/22 06:30:00  PM,13.546,65.249,,,,,,
343,07/09/22 07:00:00  PM,8.444,74.218,,,,,,
344,07/09/22 07:30:00  PM,9.361,74.987,,,,,,
345,07/09/22 08:00:00  PM,8.519,74.206,,,,,,
346,07/09/22 08:30:00  PM,6.535,80.199,,,,,,
347,07/09/22 09:00:00  PM,5.462,82.714,,,,,,
348,07/09/22 09:30:00  PM,7.217,73.417,,,,,,
349,07/09/22 10:00:00  PM,5.128,82.163,,,,,,
350,07/09/22 10:30:00  PM,8.170,76.935,,,,,,
351,07/09/22 11:00:00  PM,5.693,77.275,,,,,,
352,07/09/22 11:30:00  PM,7.066,76.592,,,,,,
353,07/10/22 12:00:00  AM,8.120,75.336,,,,,,
354,07/10/22 12:30:00  AM,4.921,82.089,,,,,,
355,07/10/22 01:00:00  AM,4.792,84.441,,,,,,
356,07/10/22 01:30:00  AM,4.973,79.984,,,,,,
357,07/10/22 02:00:00  AM,7.041,75.414,,,,,,
358,07/10/22 02:30:00  AM,6.585,74.881,,,,,,
359,07/10/22 03:00:00  AM,8.668,69.291,,,,,,
360,07/10/22 03:30:00  AM,8.568,69.921,,,,,,
361,07/10/22 04:00:00  AM,8.195,73.310,,,,,,
362,07/10/22 04:30:00  AM,7.870,75.504,,,,,,
363,07/10/22 05:00:00  AM,9.854,68.609,,,,,,
364,07/10/22 05:30:00  AM,10.075,68.508,,,,,,
365,07/10/22 06:00:00  AM,8.941,69.513,,,,,,
366,07/10/22 06:30:00  AM,9.879,73.538,,,,,,
367,07/10/22 07:00:00  AM,8.170,78.946,,,,,,
368,07/10/22 07:30:00  AM,8.095,91.008,,,,,,
369,07/10/22 08:00:00  AM,9.287,94.370,,,,,,
370,07/10/22 08:30:00  AM,8.866,93.119,,,,,,
371,07/10/22 09:00:00  AM,9.928,84.039,,,,,,
372,07/10/22 09:30:00  AM,10.541,80.550,,,,,,
373,07/10/22 10:00:00  AM,8.070,82.360,,,,,,
374,07/10/22 10:30:00  AM,8.618,82.378,,,,,,
375,07/10/22 11:00:00  AM,9.213,82.567,,,,,,
376,07/10/22 11:30:00  AM,10.001,78.719,,,,,,
377,07/10/22 12:00:00  PM,9.213,87.223,,,,,,
378,07/10/22 12:30:00  PM,9.238,85.600,,,,,,
379,07/10/22 01:00:00  PM,10.124,81.592,,,,,,
380,07/10/22 01:30:00  PM,10.026,82.484,,,,,,
381,07/10/22 02:00:00  PM,12.582,75.314,,,,,,
382,07/10/22 02:30:00  PM,11.273,74.740,,,,,,
383,07/10/22 03:00:00  PM,12.098,72.522,,,,,,
384,07/10/22 03:30:00  PM,15.199,67.641,,,,,,
385,07/10/22 04:00:00  PM,16.511,61.714,,,,,,
386,07/10/22 04:30:00  PM,17.629,59.102,,,,,,
387,07/10/22 05:00:00  PM,15.772,64.701,,,,,,
388,07/10/22 05:30:00  PM,16.320,64.235,,,,,,
389,07/10/22 06:00:00  PM,15.891,63.423,,,,,,
390,07/10/22 06:30:00  PM,16.249,61.879,,,,,,
391,07/10/22 07:00:00  PM,12.992,66.517,,,,,,
392,07/10/22 07:30:00  PM,14.026,65.217,,,,,,
393,07/10/22 08:00:00  PM,13.040,66.728,,,,,,
394,07/10/22 08:30:00  PM,12.001,67.635,,,,,,
395,07/10/22 09:00:00  PM,11.127,68.362,,,,,,
396,07/10/22 09:30:00  PM,9.928,68.594,,,,,,
397,07/10/22 10:00:00  PM,7.945,75.849,,,,,,
398,07/10/22 10:30:00  PM,6.661,77.510,,,,,,
399,07/10/22 11:00:00  PM,6.839,77.683,,,,,,
400,07/10/22 11:30:00  PM,5.565,80.993,,,,,,
401,07/11/22 12:00:00  AM,4.869,82.996,,,,,,
402,07/11/22 12:30:00  AM,4.766,84.617,,,,,,
403,07/11/22 01:00:00  AM,5.539,81.888,,,,,,
404,07/11/22 01:30:00  AM,5.488,81.664,,,,,,
405,07/11/22 02:00:00  AM,6.611,78.767,,,,,,
406,07/11/22 02:30:00  AM,7.745,72.221,,,,,,
407,07/11/22 03:00:00  AM,8.020,71.272,,,,,,
408,07/11/22 03:30:00  AM,8.145,71.492,,,,,,
409,07/11/22 04:00:00  AM,7.895,71.499,,,,,,
410,07/11/22 04:30:00  AM,9.608,65.075,,,,,,
411,07/11/22 05:00:00  AM,10.492,61.775,,,,,,
412,07/11/22 05:30:00  AM,9.213,65.321,,,,,,
413,07/11/22 06:00:00  AM,9.139,64.704,,,,,,
414,07/11/22 06:30:00  AM,7.469,72.554,,,,,,
415,07/11/22 07:00:00  AM,8.817,68.924,,,,,,
416,07/11/22 07:30:00  AM,11.346,60.007,,,,,,
417,07/11/22 08:00:00  AM,10.834,59.422,,,,,,
418,07/11/22 08:30:00  AM,11.175,60.215,,,,,,
419,07/11/22 09:00:00  AM,12.485,55.264,,,,,,
420,07/11/22 09:30:00  AM,12.534,56.114,,,,,,
421,07/11/22 10:00:00  AM,13.618,55.222,,,,,,
422,07/11/22 10:30:00  AM,13.738,55.482,,,,,,
423,07/11/22 11:00:00  AM,14.266,53.982,,,,,,
424,07/11/22 11:30:00  AM,14.840,52.967,,,,,,
425,07/11/22 12:00:00  PM,14.146,55.543,,,,,,
426,07/11/22 12:30:00  PM,12.775,57.799,,,,,,
427,07/11/22 01:00:00  PM,13.570,55.185,,,,,,
428,07/11/22 01:30:00  PM,13.906,54.538,,,,,,
429,07/11/22 02:00:00  PM,13.401,56.456,,,,,,
430,07/11/22 02:30:00  PM,14.242,57.368,,,,,,
431,07/11/22 03:00:00  PM,11.613,59.991,,,,,,
432,07/11/22 03:30:00  PM,13.161,58.935,,,,,,
433,07/11/22 04:00:00  PM,13.642,58.174,,,,,,
434,07/11/22 04:30:00  PM,12.509,61.849,,,,,,
435,07/11/22 05:00:00  PM,13.161,60.747,,,,,,
436,07/11/22 05:30:00  PM,13.425,61.619,,,,,,
