site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+25.2   ,+11.940 ,+1.9777 ,+395.53,+.84955 ,+13.593 ,+19.926 ,+41.253 ,-69.658 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+26.2   ,+11.940 ,+1.9839 ,+396.78,+.85024 ,+13.604 ,+19.926 ,+41.816 ,-70.864 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+27.2   ,+11.891 ,+1.9804 ,+396.08,+.84955 ,+13.593 ,+19.926 ,+42.412 ,-67.878 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+28.2   ,+11.891 ,+1.9853 ,+397.05,+.84955 ,+13.593 ,+19.926 ,+40.739 ,-69.471 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+29.2   ,+11.891 ,+1.9839 ,+396.78,+.84955 ,+13.593 ,+19.926 ,+42.611 ,-67.197 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+30.2   ,+11.891 ,+1.9842 ,+396.85,+.84989 ,+13.598 ,+19.926 ,+41.336 ,-68.519 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+31.2   ,+11.894 ,+1.9815 ,+396.29,+.84989 ,+13.598 ,+19.926 ,+41.353 ,-69.305 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+32.2   ,+11.894 ,+1.9884 ,+397.68,+.84989 ,+13.598 ,+19.926 ,+41.518 ,-69.077 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+33.2   ,+11.894 ,+1.9822 ,+396.43,+.84989 ,+13.598 ,+19.926 ,+41.170 ,-69.243 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+34.2   ,+11.894 ,+1.9887 ,+397.75,+.85058 ,+13.609 ,+19.926 ,+42.710 ,-66.971 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+35.2   ,+11.894 ,+1.9818 ,+396.36,+.85024 ,+13.604 ,+19.926 ,+42.412 ,-69.305 ,-.00343 ,-.18464
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+36.2   ,+11.885 ,+1.9860 ,+397.19,+.85058 ,+13.609 ,+19.926 ,+40.142 ,-68.974 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+37.2   ,+11.877 ,+1.9839 ,+396.78,+.84989 ,+13.598 ,+19.938 ,+42.491 ,-67.945 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+38.2   ,+11.946 ,+1.9839 ,+396.78,+.85093 ,+13.615 ,+19.938 ,+40.337 ,-70.932 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+39.2   ,+11.946 ,+1.9801 ,+396.02,+.85058 ,+13.609 ,+19.938 ,+40.304 ,-69.394 ,-.00343 ,-.18464
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+40.2   ,+11.943 ,+1.9835 ,+396.71,+.85058 ,+13.609 ,+19.938 ,+41.647 ,-70.203 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+41.2   ,+11.946 ,+1.9846 ,+396.92,+.85024 ,+13.604 ,+19.938 ,+40.005 ,-69.601 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+42.2   ,+11.943 ,+1.9797 ,+395.95,+.85093 ,+13.615 ,+19.938 ,+41.150 ,-69.663 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+43.2   ,+11.943 ,+1.9825 ,+396.50,+.85093 ,+13.615 ,+19.938 ,+41.713 ,-68.689 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+44.2   ,+11.943 ,+1.9839 ,+396.78,+.85128 ,+13.620 ,+19.938 ,+43.548 ,-66.770 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+45.2   ,+11.943 ,+1.9874 ,+397.47,+.85058 ,+13.609 ,+19.938 ,+40.254 ,-69.352 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+46.2   ,+11.940 ,+1.9818 ,+396.36,+.85162 ,+13.626 ,+19.938 ,+41.398 ,-68.814 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+47.2   ,+11.938 ,+1.9825 ,+396.50,+.85128 ,+13.620 ,+19.938 ,+41.415 ,-69.352 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+48.2   ,+11.935 ,+1.9860 ,+397.19,+.85058 ,+13.609 ,+19.938 ,+40.320 ,-71.182 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+49.2   ,+11.889 ,+1.9842 ,+396.85,+.85128 ,+13.620 ,+19.938 ,+41.547 ,-69.186 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+50.2   ,+11.894 ,+1.9849 ,+396.99,+.85058 ,+13.609 ,+19.938 ,+41.035 ,-69.319 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+51.2   ,+11.891 ,+1.9901 ,+398.02,+.85058 ,+13.609 ,+19.938 ,+40.735 ,-68.627 ,-.00343 ,-.18464
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+52.2   ,+11.891 ,+1.9804 ,+396.08,+.85197 ,+13.632 ,+19.938 ,+42.162 ,-67.995 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+53.2   ,+11.891 ,+1.9839 ,+396.78,+.85093 ,+13.615 ,+19.951 ,+40.747 ,-71.646 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+54.2   ,+11.891 ,+1.9839 ,+396.78,+.84989 ,+13.598 ,+19.938 ,+42.590 ,-67.347 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+55.2   ,+11.891 ,+1.9839 ,+396.78,+.85162 ,+13.626 ,+19.951 ,+41.195 ,-70.521 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+56.2   ,+11.891 ,+1.9901 ,+398.02,+.85162 ,+13.626 ,+19.951 ,+39.652 ,-70.833 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+57.2   ,+11.888 ,+1.9811 ,+396.22,+.85128 ,+13.620 ,+19.951 ,+41.824 ,-68.715 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+58.2   ,+11.883 ,+1.9860 ,+397.19,+.85162 ,+13.626 ,+19.951 ,+40.100 ,-71.271 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1210.  ,+59.2   ,+11.869 ,+1.9839 ,+396.78,+.85197 ,+13.632 ,+19.951 ,+39.569 ,-69.005 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+.2     ,+11.943 ,+1.9860 ,+397.19,+.85128 ,+13.620 ,+19.951 ,+42.205 ,-69.337 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+1.2    ,+11.943 ,+1.9856 ,+397.12,+.85128 ,+13.620 ,+19.951 ,+40.183 ,-71.062 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+2.2    ,+11.943 ,+1.9839 ,+396.78,+.85128 ,+13.620 ,+19.951 ,+42.040 ,-67.600 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+3.2    ,+11.943 ,+1.9835 ,+396.71,+.85128 ,+13.620 ,+19.951 ,+40.250 ,-70.854 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+4.2    ,+11.943 ,+1.9853 ,+397.05,+.85232 ,+13.637 ,+19.951 ,+41.891 ,-67.992 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+5.2    ,+11.943 ,+1.9790 ,+395.81,+.85162 ,+13.626 ,+19.951 ,+41.443 ,-69.524 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+6.2    ,+11.943 ,+1.9880 ,+397.61,+.85197 ,+13.632 ,+19.951 ,+41.957 ,-68.674 ,-.00343 ,-.18464
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+7.2    ,+11.940 ,+1.9853 ,+397.05,+.85197 ,+13.632 ,+19.951 ,+42.486 ,-67.723 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+8.2    ,+11.938 ,+1.9860 ,+397.19,+.85162 ,+13.626 ,+19.951 ,+41.029 ,-70.854 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+9.2    ,+11.938 ,+1.9839 ,+396.78,+.85162 ,+13.626 ,+19.951 ,+40.399 ,-70.521 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+10.2   ,+11.935 ,+1.9839 ,+396.78,+.85232 ,+13.637 ,+19.951 ,+42.453 ,-67.971 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+11.2   ,+11.888 ,+1.9811 ,+396.22,+.85197 ,+13.632 ,+19.964 ,+41.340 ,-69.156 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+12.2   ,+11.891 ,+1.9818 ,+396.36,+.85232 ,+13.637 ,+19.964 ,+41.787 ,-68.493 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+13.2   ,+11.888 ,+1.9853 ,+397.05,+.85232 ,+13.637 ,+19.964 ,+42.300 ,-69.239 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+14.2   ,+11.891 ,+1.9856 ,+397.12,+.85266 ,+13.643 ,+19.964 ,+40.295 ,-71.672 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+15.2   ,+11.891 ,+1.9887 ,+397.75,+.85197 ,+13.632 ,+19.964 ,+42.879 ,-66.987 ,-.00343 ,-.18464
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+16.2   ,+11.891 ,+1.9860 ,+397.19,+.85232 ,+13.637 ,+19.964 ,+41.340 ,-70.568 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+17.2   ,+11.891 ,+1.9818 ,+396.36,+.85266 ,+13.643 ,+19.964 ,+41.539 ,-68.845 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+18.2   ,+11.891 ,+1.9874 ,+397.47,+.85301 ,+13.648 ,+19.964 ,+41.572 ,-70.027 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+19.2   ,+11.888 ,+1.9856 ,+397.12,+.85266 ,+13.643 ,+19.964 ,+40.245 ,-71.359 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+20.2   ,+11.880 ,+1.9846 ,+396.92,+.85232 ,+13.637 ,+19.964 ,+41.803 ,-69.197 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+21.2   ,+11.863 ,+1.9825 ,+396.50,+.85301 ,+13.648 ,+19.964 ,+40.925 ,-69.654 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+22.2   ,+11.943 ,+1.9839 ,+396.78,+.85301 ,+13.648 ,+19.964 ,+40.345 ,-70.714 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+23.2   ,+11.946 ,+1.9853 ,+397.05,+.85336 ,+13.654 ,+19.976 ,+40.656 ,-69.078 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+24.2   ,+11.943 ,+1.9863 ,+397.26,+.85301 ,+13.648 ,+19.976 ,+41.683 ,-68.768 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+25.2   ,+11.943 ,+1.9853 ,+397.05,+.85301 ,+13.648 ,+19.976 ,+40.722 ,-69.680 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+26.2   ,+11.940 ,+1.9811 ,+396.22,+.85301 ,+13.648 ,+19.976 ,+42.114 ,-68.602 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+27.2   ,+11.940 ,+1.9874 ,+397.47,+.85336 ,+13.654 ,+19.976 ,+42.230 ,-67.714 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+28.2   ,+11.943 ,+1.9863 ,+397.26,+.85301 ,+13.648 ,+19.976 ,+41.899 ,-68.995 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+29.2   ,+11.940 ,+1.9815 ,+396.29,+.85370 ,+13.659 ,+19.976 ,+41.634 ,-69.286 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+30.2   ,+11.938 ,+1.9811 ,+396.22,+.85232 ,+13.637 ,+19.976 ,+41.617 ,-69.327 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+31.2   ,+11.935 ,+1.9839 ,+396.78,+.85336 ,+13.654 ,+19.976 ,+42.627 ,-67.322 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+32.2   ,+11.888 ,+1.9804 ,+396.08,+.85301 ,+13.648 ,+19.976 ,+41.899 ,-69.161 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+33.2   ,+11.888 ,+1.9828 ,+396.57,+.85370 ,+13.659 ,+19.976 ,+40.341 ,-69.617 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+34.2   ,+11.888 ,+1.9832 ,+396.64,+.85336 ,+13.654 ,+19.976 ,+41.335 ,-69.887 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+35.2   ,+11.888 ,+1.9860 ,+397.19,+.85405 ,+13.665 ,+19.976 ,+41.451 ,-70.636 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+36.2   ,+11.888 ,+1.9849 ,+396.99,+.85370 ,+13.659 ,+19.976 ,+41.932 ,-68.395 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+37.2   ,+11.891 ,+1.9880 ,+397.61,+.85301 ,+13.648 ,+19.976 ,+40.706 ,-70.261 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+38.2   ,+11.891 ,+1.9811 ,+396.22,+.85370 ,+13.659 ,+19.976 ,+41.799 ,-69.120 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+39.2   ,+11.891 ,+1.9832 ,+396.64,+.85336 ,+13.654 ,+19.976 ,+41.733 ,-69.182 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+40.2   ,+11.888 ,+1.9797 ,+395.95,+.85336 ,+13.654 ,+19.976 ,+41.137 ,-70.220 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+41.2   ,+11.885 ,+1.9860 ,+397.19,+.85370 ,+13.659 ,+19.989 ,+40.336 ,-71.412 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+42.2   ,+11.874 ,+1.9832 ,+396.64,+.85370 ,+13.659 ,+19.976 ,+41.634 ,-69.431 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+43.2   ,+11.943 ,+1.9825 ,+396.50,+.85474 ,+13.676 ,+19.989 ,+41.099 ,-69.810 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+44.2   ,+11.943 ,+1.9874 ,+397.47,+.85370 ,+13.659 ,+19.989 ,+41.480 ,-69.581 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+45.2   ,+11.943 ,+1.9828 ,+396.57,+.85405 ,+13.665 ,+19.989 ,+41.397 ,-69.727 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+46.2   ,+11.940 ,+1.9901 ,+398.02,+.85474 ,+13.676 ,+19.989 ,+42.837 ,-68.235 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+47.2   ,+11.940 ,+1.9846 ,+396.92,+.85370 ,+13.659 ,+19.989 ,+42.540 ,-68.153 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+48.2   ,+11.940 ,+1.9880 ,+397.61,+.85405 ,+13.665 ,+19.989 ,+41.927 ,-69.602 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+49.2   ,+11.940 ,+1.9839 ,+396.78,+.85474 ,+13.676 ,+19.989 ,+42.275 ,-70.267 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+50.2   ,+11.938 ,+1.9863 ,+397.26,+.85440 ,+13.670 ,+19.989 ,+40.054 ,-70.766 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+51.2   ,+11.938 ,+1.9835 ,+396.71,+.85440 ,+13.670 ,+19.989 ,+42.887 ,-66.915 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+52.2   ,+11.938 ,+1.9867 ,+397.33,+.85440 ,+13.670 ,+19.989 ,+41.497 ,-69.581 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+53.2   ,+11.935 ,+1.9846 ,+396.92,+.85440 ,+13.670 ,+19.989 ,+42.076 ,-68.235 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+54.2   ,+11.888 ,+1.9839 ,+396.78,+.85440 ,+13.670 ,+19.989 ,+41.960 ,-67.203 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+55.2   ,+11.888 ,+1.9825 ,+396.50,+.85405 ,+13.665 ,+19.989 ,+42.176 ,-68.235 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+56.2   ,+11.888 ,+1.9860 ,+397.19,+.85440 ,+13.670 ,+19.989 ,+40.950 ,-68.566 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+57.2   ,+11.888 ,+1.9867 ,+397.33,+.85509 ,+13.681 ,+19.989 ,+42.722 ,-68.711 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+58.2   ,+11.888 ,+1.9822 ,+396.43,+.85474 ,+13.676 ,+19.989 ,+42.457 ,-67.843 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1211.  ,+59.2   ,+11.891 ,+1.9846 ,+396.92,+.85440 ,+13.670 ,+20.002 ,+42.006 ,-68.882 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+.2     ,+11.888 ,+1.9811 ,+396.22,+.85405 ,+13.665 ,+20.002 ,+41.989 ,-68.406 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+1.2    ,+11.888 ,+1.9832 ,+396.64,+.85509 ,+13.681 ,+20.002 ,+42.568 ,-68.013 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+2.2    ,+11.885 ,+1.9818 ,+396.36,+.85440 ,+13.670 ,+20.002 ,+41.807 ,-68.427 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+3.2    ,+11.880 ,+1.9853 ,+397.05,+.85509 ,+13.681 ,+20.002 ,+43.114 ,-67.291 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+4.2    ,+11.866 ,+1.9822 ,+396.43,+.85509 ,+13.681 ,+20.002 ,+41.642 ,-69.193 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+5.2    ,+11.943 ,+1.9856 ,+397.12,+.85509 ,+13.681 ,+20.002 ,+42.171 ,-67.415 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+6.2    ,+11.943 ,+1.9860 ,+397.19,+.85613 ,+13.698 ,+20.002 ,+43.593 ,-66.324 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+7.2    ,+11.940 ,+1.9825 ,+396.50,+.85509 ,+13.681 ,+20.002 ,+42.304 ,-68.199 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+8.2    ,+11.940 ,+1.9790 ,+395.81,+.85509 ,+13.681 ,+20.002 ,+41.758 ,-69.524 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+9.2    ,+11.940 ,+1.9860 ,+397.19,+.85474 ,+13.676 ,+20.002 ,+43.610 ,-67.539 ,+0.0000 ,+0.0000
DRYAS,NA,NA,NA,+120.0  ,+2022.  ,+207.   ,+1212.  ,+10.2   ,+11.940 ,+1.9835 ,+396.71,+.85578 ,+13.693 ,+20.002 ,+40.830 ,-70.501 ,+0.0000 ,+0.0000
