site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+.2     ,+12.119 ,+2.0127 ,+402.53,+.46451 ,+7.4322 ,+16.814 ,+10.144 ,+11.896 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+1.2    ,+12.189 ,+2.0054 ,+401.07,+.45550 ,+7.2880 ,+16.814 ,+10.040 ,+11.896 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+2.2    ,+12.211 ,+2.0189 ,+403.78,+.46312 ,+7.4100 ,+16.814 ,+9.9358 ,+11.896 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+3.2    ,+12.204 ,+2.0127 ,+402.53,+.46936 ,+7.5098 ,+16.826 ,+9.8436 ,+11.908 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+4.2    ,+12.212 ,+2.0137 ,+402.74,+.46728 ,+7.4766 ,+16.826 ,+9.7741 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+5.2    ,+12.180 ,+2.0057 ,+401.14,+.46728 ,+7.4766 ,+16.826 ,+9.6698 ,+11.908 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+6.2    ,+12.154 ,+2.0043 ,+400.87,+.46590 ,+7.4544 ,+16.826 ,+9.5829 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+7.2    ,+11.733 ,+2.0071 ,+401.42,+.47422 ,+7.5875 ,+16.826 ,+9.4960 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+8.2    ,+11.777 ,+2.0206 ,+404.13,+.48600 ,+7.7761 ,+16.826 ,+9.3743 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+9.2    ,+11.848 ,+1.9998 ,+399.97,+.46590 ,+7.4544 ,+16.826 ,+9.2700 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+10.2   ,+11.853 ,+2.0023 ,+400.45,+.47214 ,+7.5542 ,+16.826 ,+9.1482 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+11.2   ,+11.858 ,+2.0127 ,+402.53,+.47976 ,+7.6762 ,+16.826 ,+9.0091 ,+11.891 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+12.2   ,+11.751 ,+2.0071 ,+401.42,+.48878 ,+7.8204 ,+16.826 ,+8.8706 ,+11.874 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+13.2   ,+11.757 ,+1.9981 ,+399.62,+.49294 ,+7.8870 ,+16.826 ,+8.7139 ,+11.874 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+14.2   ,+11.759 ,+1.9984 ,+399.69,+.49363 ,+7.8981 ,+16.814 ,+8.5271 ,+11.861 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+15.2   ,+11.699 ,+2.0019 ,+400.38,+.49744 ,+7.9591 ,+16.814 ,+8.3530 ,+11.861 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+16.2   ,+11.693 ,+2.0036 ,+400.73,+.50750 ,+8.1199 ,+16.814 ,+8.2137 ,+11.861 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+17.2   ,+11.864 ,+1.9995 ,+399.90,+.51512 ,+8.2420 ,+16.814 ,+8.0576 ,+11.862 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+18.2   ,+11.889 ,+1.9950 ,+398.99,+.52067 ,+8.3307 ,+16.814 ,+7.9175 ,+11.861 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+19.2   ,+11.856 ,+1.9905 ,+398.09,+.52691 ,+8.4305 ,+16.814 ,+7.7963 ,+11.862 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+20.2   ,+11.790 ,+1.9974 ,+399.48,+.53176 ,+8.5082 ,+16.814 ,+7.6561 ,+11.861 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+21.2   ,+11.803 ,+1.9932 ,+398.65,+.53731 ,+8.5969 ,+16.802 ,+7.5045 ,+11.849 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+22.2   ,+11.944 ,+1.9919 ,+398.37,+.53869 ,+8.6191 ,+16.802 ,+7.3824 ,+11.832 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+23.2   ,+11.809 ,+1.9912 ,+398.23,+.53731 ,+8.5969 ,+16.802 ,+7.2603 ,+11.832 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+24.2   ,+11.947 ,+1.9988 ,+399.76,+.54389 ,+8.7023 ,+16.802 ,+7.1382 ,+11.815 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+25.2   ,+11.883 ,+1.9884 ,+397.68,+.54840 ,+8.7744 ,+16.802 ,+7.0335 ,+11.815 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+26.2   ,+11.941 ,+1.9846 ,+396.91,+.55325 ,+8.8521 ,+16.802 ,+6.9122 ,+11.815 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+27.2   ,+11.930 ,+1.9863 ,+397.26,+.55672 ,+8.9075 ,+16.790 ,+6.7954 ,+11.803 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+28.2   ,+11.952 ,+1.9946 ,+398.93,+.56573 ,+9.0517 ,+16.790 ,+6.6549 ,+11.785 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+29.2   ,+11.856 ,+1.9828 ,+396.57,+.56920 ,+9.1072 ,+16.790 ,+6.5501 ,+11.785 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+30.2   ,+11.845 ,+1.9839 ,+396.78,+.57267 ,+9.1627 ,+16.790 ,+6.4628 ,+11.768 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+31.2   ,+11.803 ,+1.9870 ,+397.40,+.57475 ,+9.1959 ,+16.790 ,+6.3929 ,+11.768 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+32.2   ,+11.711 ,+1.9835 ,+396.71,+.58515 ,+9.3623 ,+16.779 ,+6.2760 ,+11.756 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+33.2   ,+11.741 ,+1.9766 ,+395.32,+.58757 ,+9.4012 ,+16.779 ,+6.2070 ,+11.756 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+34.2   ,+11.666 ,+1.9842 ,+396.85,+.59069 ,+9.4511 ,+16.779 ,+6.1362 ,+11.739 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+35.2   ,+11.748 ,+1.9832 ,+396.64,+.59277 ,+9.4844 ,+16.779 ,+6.0139 ,+11.739 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+36.2   ,+11.795 ,+1.9794 ,+395.87,+.59139 ,+9.4622 ,+16.779 ,+5.9265 ,+11.739 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+37.2   ,+11.784 ,+1.9832 ,+396.64,+.59763 ,+9.5620 ,+16.779 ,+5.8216 ,+11.739 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+38.2   ,+11.881 ,+1.9839 ,+396.78,+.60040 ,+9.6064 ,+16.779 ,+5.7517 ,+11.721 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+39.2   ,+11.843 ,+1.9787 ,+395.74,+.60213 ,+9.6341 ,+16.767 ,+5.6696 ,+11.709 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+40.2   ,+11.749 ,+1.9759 ,+395.18,+.60594 ,+9.6951 ,+16.767 ,+5.5997 ,+11.709 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+41.2   ,+11.814 ,+1.9773 ,+395.46,+.60941 ,+9.7506 ,+16.767 ,+5.5297 ,+11.692 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+42.2   ,+11.834 ,+1.9745 ,+394.90,+.61704 ,+9.8726 ,+16.767 ,+5.4598 ,+11.692 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+43.2   ,+11.938 ,+1.9756 ,+395.11,+.62397 ,+9.9835 ,+16.767 ,+5.3898 ,+11.692 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+44.2   ,+11.946 ,+1.9749 ,+394.97,+.62744 ,+10.039 ,+16.767 ,+5.3548 ,+11.692 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+45.2   ,+11.933 ,+1.9763 ,+395.25,+.62882 ,+10.061 ,+16.755 ,+5.3077 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+46.2   ,+11.925 ,+1.9756 ,+395.11,+.63437 ,+10.150 ,+16.755 ,+5.2552 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+47.2   ,+11.809 ,+1.9714 ,+394.28,+.63714 ,+10.194 ,+16.755 ,+5.1678 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+48.2   ,+11.748 ,+1.9704 ,+394.07,+.63853 ,+10.216 ,+16.755 ,+5.1153 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+49.2   ,+11.784 ,+1.9697 ,+393.93,+.63784 ,+10.205 ,+16.755 ,+5.0628 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+50.2   ,+11.803 ,+1.9731 ,+394.63,+.64338 ,+10.294 ,+16.755 ,+4.9928 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+51.2   ,+11.790 ,+1.9683 ,+393.66,+.64824 ,+10.372 ,+16.755 ,+4.9227 ,+11.645 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+52.2   ,+11.768 ,+1.9669 ,+393.38,+.65309 ,+10.449 ,+16.755 ,+4.8877 ,+11.663 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+53.2   ,+11.779 ,+1.9700 ,+394.00,+.65586 ,+10.494 ,+16.755 ,+4.8177 ,+11.645 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+54.2   ,+11.715 ,+1.9683 ,+393.66,+.65933 ,+10.549 ,+16.755 ,+4.7827 ,+11.645 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+55.2   ,+11.768 ,+1.9641 ,+392.82,+.66210 ,+10.594 ,+16.743 ,+4.7355 ,+11.633 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+56.2   ,+11.733 ,+1.9603 ,+392.06,+.66557 ,+10.649 ,+16.743 ,+4.7005 ,+11.616 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+57.2   ,+11.853 ,+1.9586 ,+391.71,+.66696 ,+10.671 ,+16.743 ,+4.6480 ,+11.616 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+58.2   ,+11.867 ,+1.9676 ,+393.52,+.66973 ,+10.716 ,+16.743 ,+4.6305 ,+11.616 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1023.  ,+59.2   ,+11.880 ,+1.9634 ,+392.69,+.67250 ,+10.760 ,+16.743 ,+4.5954 ,+11.599 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+.2     ,+11.839 ,+1.9634 ,+392.69,+.67389 ,+10.782 ,+16.743 ,+4.5615 ,+11.599 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+1.2    ,+11.823 ,+1.9645 ,+392.89,+.68013 ,+10.882 ,+16.743 ,+4.5254 ,+11.599 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+2.2    ,+11.770 ,+1.9607 ,+392.13,+.68359 ,+10.938 ,+16.743 ,+4.4728 ,+11.581 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+3.2    ,+11.645 ,+1.9607 ,+392.13,+.68567 ,+10.971 ,+16.743 ,+4.4203 ,+11.581 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+4.2    ,+11.875 ,+1.9607 ,+392.13,+.68775 ,+11.004 ,+16.743 ,+4.3327 ,+11.581 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+5.2    ,+11.958 ,+1.9565 ,+391.30,+.68775 ,+11.004 ,+16.731 ,+4.2515 ,+11.570 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+6.2    ,+11.927 ,+1.9627 ,+392.55,+.69191 ,+11.071 ,+16.731 ,+4.2154 ,+11.552 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+7.2    ,+11.924 ,+1.9620 ,+392.41,+.69573 ,+11.132 ,+16.731 ,+4.1628 ,+11.552 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+8.2    ,+11.913 ,+1.9603 ,+392.06,+.70023 ,+11.204 ,+16.731 ,+4.1103 ,+11.535 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+9.2    ,+11.850 ,+1.9579 ,+391.58,+.69989 ,+11.198 ,+16.731 ,+4.0938 ,+11.535 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+10.2   ,+11.839 ,+1.9475 ,+389.50,+.70474 ,+11.276 ,+16.731 ,+4.0413 ,+11.535 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+11.2   ,+11.875 ,+1.9509 ,+390.19,+.71271 ,+11.403 ,+16.731 ,+3.9887 ,+11.535 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+12.2   ,+11.889 ,+1.9544 ,+390.88,+.71514 ,+11.442 ,+16.731 ,+3.9536 ,+11.518 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+13.2   ,+11.869 ,+1.9489 ,+389.77,+.71653 ,+11.464 ,+16.731 ,+3.9010 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+14.2   ,+11.864 ,+1.9579 ,+391.58,+.72277 ,+11.564 ,+16.731 ,+3.8660 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+15.2   ,+11.864 ,+1.9489 ,+389.77,+.73039 ,+11.686 ,+16.731 ,+3.8309 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+16.2   ,+11.856 ,+1.9503 ,+390.05,+.72519 ,+11.603 ,+16.731 ,+3.8484 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+17.2   ,+11.861 ,+1.9475 ,+389.50,+.73247 ,+11.720 ,+16.731 ,+3.8484 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+18.2   ,+11.823 ,+1.9503 ,+390.05,+.73455 ,+11.753 ,+16.731 ,+3.8309 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+19.2   ,+11.806 ,+1.9489 ,+389.77,+.73490 ,+11.758 ,+16.731 ,+3.7772 ,+11.500 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+20.2   ,+11.759 ,+1.9537 ,+390.74,+.73455 ,+11.753 ,+16.731 ,+3.7433 ,+11.483 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+21.2   ,+11.894 ,+1.9523 ,+390.47,+.73941 ,+11.830 ,+16.719 ,+3.7136 ,+11.454 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+22.2   ,+11.881 ,+1.9454 ,+389.08,+.73767 ,+11.803 ,+16.731 ,+3.7071 ,+11.465 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+23.2   ,+11.842 ,+1.9503 ,+390.05,+.74218 ,+11.875 ,+16.719 ,+3.6610 ,+11.454 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+24.2   ,+11.738 ,+1.9489 ,+389.77,+.74461 ,+11.914 ,+16.719 ,+3.5908 ,+11.454 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+25.2   ,+11.692 ,+1.9433 ,+388.66,+.74322 ,+11.891 ,+16.719 ,+3.5020 ,+11.453 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+26.2   ,+11.842 ,+1.9412 ,+388.25,+.74772 ,+11.964 ,+16.719 ,+3.4844 ,+11.453 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+27.2   ,+11.843 ,+1.9433 ,+388.66,+.74703 ,+11.953 ,+16.719 ,+3.4856 ,+11.436 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+28.2   ,+11.869 ,+1.9447 ,+388.94,+.74807 ,+11.969 ,+16.719 ,+3.4505 ,+11.436 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+29.2   ,+11.911 ,+1.9509 ,+390.19,+.75050 ,+12.008 ,+16.719 ,+3.4154 ,+11.419 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+30.2   ,+11.848 ,+1.9412 ,+388.25,+.74980 ,+11.997 ,+16.719 ,+3.4318 ,+11.419 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+31.2   ,+11.779 ,+1.9419 ,+388.39,+.74842 ,+11.975 ,+16.719 ,+3.4142 ,+11.419 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+32.2   ,+11.902 ,+1.9315 ,+386.31,+.74703 ,+11.953 ,+16.719 ,+3.3792 ,+11.419 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+33.2   ,+11.759 ,+1.9392 ,+387.83,+.75119 ,+12.019 ,+16.719 ,+3.3803 ,+11.402 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+34.2   ,+11.894 ,+1.9412 ,+388.25,+.75258 ,+12.041 ,+16.719 ,+3.3792 ,+11.401 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+35.2   ,+11.803 ,+1.9347 ,+386.93,+.74842 ,+11.975 ,+16.719 ,+3.3803 ,+11.384 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+36.2   ,+11.851 ,+1.9454 ,+389.08,+.75188 ,+12.030 ,+16.719 ,+3.3628 ,+11.384 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+37.2   ,+11.861 ,+1.9426 ,+388.53,+.75015 ,+12.002 ,+16.719 ,+3.3452 ,+11.384 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+38.2   ,+11.779 ,+1.9347 ,+386.93,+.74842 ,+11.975 ,+16.719 ,+3.2914 ,+11.384 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+39.2   ,+11.880 ,+1.9357 ,+387.14,+.75431 ,+12.069 ,+16.719 ,+3.2750 ,+11.384 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+40.2   ,+11.873 ,+1.9357 ,+387.14,+.75119 ,+12.019 ,+16.719 ,+3.2400 ,+11.367 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+41.2   ,+11.814 ,+1.9364 ,+387.28,+.74980 ,+11.997 ,+16.719 ,+3.2049 ,+11.350 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+42.2   ,+11.831 ,+1.9308 ,+386.17,+.75119 ,+12.019 ,+16.707 ,+3.1915 ,+11.337 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+43.2   ,+11.831 ,+1.9440 ,+388.80,+.75258 ,+12.041 ,+16.707 ,+3.1564 ,+11.337 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+44.2   ,+11.867 ,+1.9360 ,+387.21,+.75327 ,+12.052 ,+16.707 ,+3.1576 ,+11.338 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+45.2   ,+11.759 ,+1.9371 ,+387.42,+.74876 ,+11.980 ,+16.707 ,+3.1225 ,+11.338 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+46.2   ,+11.773 ,+1.9419 ,+388.39,+.75500 ,+12.080 ,+16.707 ,+3.0862 ,+11.337 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+47.2   ,+11.812 ,+1.9298 ,+385.96,+.75015 ,+12.002 ,+16.707 ,+3.0698 ,+11.338 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+48.2   ,+11.911 ,+1.9301 ,+386.03,+.75292 ,+12.047 ,+16.707 ,+3.0874 ,+11.338 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+49.2   ,+11.817 ,+1.9364 ,+387.28,+.75431 ,+12.069 ,+16.707 ,+3.0698 ,+11.320 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+50.2   ,+11.801 ,+1.9353 ,+387.07,+.75015 ,+12.002 ,+16.707 ,+3.0862 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+51.2   ,+11.944 ,+1.9357 ,+387.14,+.75396 ,+12.063 ,+16.707 ,+3.0686 ,+11.320 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+52.2   ,+11.818 ,+1.9315 ,+386.31,+.75119 ,+12.019 ,+16.707 ,+3.0335 ,+11.320 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+53.2   ,+11.894 ,+1.9340 ,+386.79,+.75188 ,+12.030 ,+16.707 ,+3.0172 ,+11.320 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+54.2   ,+11.843 ,+1.9274 ,+385.48,+.75396 ,+12.063 ,+16.707 ,+3.0511 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+55.2   ,+11.917 ,+1.9315 ,+386.31,+.75535 ,+12.086 ,+16.707 ,+2.9996 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+56.2   ,+11.845 ,+1.9277 ,+385.54,+.75258 ,+12.041 ,+16.707 ,+2.9633 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+57.2   ,+11.911 ,+1.9249 ,+384.99,+.75188 ,+12.030 ,+16.707 ,+2.9469 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+58.2   ,+11.768 ,+1.9295 ,+385.89,+.75009 ,+12.001 ,+16.707 ,+2.9469 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1024.  ,+59.2   ,+11.889 ,+1.9315 ,+386.31,+.75396 ,+12.063 ,+16.707 ,+2.9118 ,+11.286 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+.2     ,+11.738 ,+1.9308 ,+386.17,+.75362 ,+12.058 ,+16.707 ,+2.8767 ,+11.303 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+1.2    ,+11.873 ,+1.9253 ,+385.06,+.75084 ,+12.014 ,+16.707 ,+2.8592 ,+11.268 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+2.2    ,+11.746 ,+1.9260 ,+385.20,+.75154 ,+12.025 ,+16.695 ,+2.8470 ,+11.256 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+3.2    ,+11.880 ,+1.9239 ,+384.78,+.75223 ,+12.036 ,+16.695 ,+2.7943 ,+11.256 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+4.2    ,+11.803 ,+1.9281 ,+385.61,+.74911 ,+11.986 ,+16.695 ,+2.8119 ,+11.256 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+5.2    ,+11.881 ,+1.9211 ,+384.23,+.74946 ,+11.991 ,+16.695 ,+2.8119 ,+11.239 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+6.2    ,+11.836 ,+1.9260 ,+385.20,+.75084 ,+12.014 ,+16.695 ,+2.8470 ,+11.222 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+7.2    ,+11.773 ,+1.9184 ,+383.67,+.74911 ,+11.986 ,+16.695 ,+2.8470 ,+11.222 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+8.2    ,+11.897 ,+1.9211 ,+384.23,+.74703 ,+11.953 ,+16.695 ,+2.8470 ,+11.222 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+9.2    ,+11.826 ,+1.9211 ,+384.23,+.75119 ,+12.019 ,+16.695 ,+2.8295 ,+11.222 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+10.2   ,+11.952 ,+1.9191 ,+383.81,+.75015 ,+12.002 ,+16.695 ,+2.8634 ,+11.204 
DRYAS,NA,NA,NA,+2022.  ,+207.   ,+1025.  ,+11.2   ,+11.845 ,+1.9232 ,+384.64,+.74564 ,+11.930 ,+16.695 ,+2.8295 ,+11.187 
