"Plot Title: WILL_9T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10348517, SEN S/N: 10348517, LBL: 10_cm)","Good Battery (LGR S/N: 10348517)","Coupler Attached (LGR S/N: 10348517)","Host Connected (LGR S/N: 10348517)","Stopped (LGR S/N: 10348517)","End Of File (LGR S/N: 10348517)"
234,06/28/22 10:15:00  PM,12.980,,,,,
235,06/28/22 10:30:00  PM,13.461,,,,,
236,06/28/22 10:45:00  PM,13.654,,,,,
237,06/28/22 11:00:00  PM,14.230,,,,,
238,06/28/22 11:15:00  PM,14.900,,,,,
239,06/28/22 11:30:00  PM,15.282,,,,,
240,06/28/22 11:45:00  PM,15.187,,,,,
241,06/29/22 12:00:00  AM,14.421,,,,,
242,06/29/22 12:15:00  AM,14.134,,,,,
243,06/29/22 12:30:00  AM,13.654,,,,,
244,06/29/22 12:45:00  AM,13.558,,,,,
245,06/29/22 01:00:00  AM,13.654,,,,,
246,06/29/22 01:15:00  AM,12.207,,,,,
247,06/29/22 01:30:00  AM,12.401,,,,,
248,06/29/22 01:45:00  AM,14.038,,,,,
249,06/29/22 02:00:00  AM,13.942,,,,,
250,06/29/22 02:15:00  AM,14.900,,,,,
251,06/29/22 02:30:00  AM,15.091,,,,,
252,06/29/22 02:45:00  AM,15.855,,,,,
253,06/29/22 03:00:00  AM,15.760,,,,,
254,06/29/22 03:15:00  AM,18.140,,,,,
255,06/29/22 03:30:00  AM,17.665,,,,,
256,06/29/22 03:45:00  AM,18.045,,,,,
257,06/29/22 04:00:00  AM,18.521,,,,,
258,06/29/22 04:15:00  AM,18.616,,,,,
259,06/29/22 04:30:00  AM,18.901,,,,,
260,06/29/22 04:45:00  AM,19.758,,,,,
261,06/29/22 05:00:00  AM,20.424,,,,,
262,06/29/22 05:15:00  AM,19.758,,,,,
263,06/29/22 05:30:00  AM,19.948,,,,,
264,06/29/22 05:45:00  AM,20.138,,,,,
265,06/29/22 06:00:00  AM,22.142,,,,,
266,06/29/22 06:15:00  AM,23.388,,,,,
267,06/29/22 06:30:00  AM,22.908,,,,,
268,06/29/22 06:45:00  AM,22.046,,,,,
269,06/29/22 07:00:00  AM,22.046,,,,,
270,06/29/22 07:15:00  AM,23.004,,,,,
271,06/29/22 07:30:00  AM,23.388,,,,,
272,06/29/22 07:45:00  AM,22.717,,,,,
273,06/29/22 08:00:00  AM,21.664,,,,,
274,06/29/22 08:15:00  AM,19.853,,,,,
275,06/29/22 08:30:00  AM,19.758,,,,,
276,06/29/22 08:45:00  AM,20.710,,,,,
277,06/29/22 09:00:00  AM,21.855,,,,,
278,06/29/22 09:15:00  AM,20.805,,,,,
279,06/29/22 09:30:00  AM,21.378,,,,,
280,06/29/22 09:45:00  AM,22.333,,,,,
281,06/29/22 10:00:00  AM,22.429,,,,,
282,06/29/22 10:15:00  AM,20.138,,,,,
283,06/29/22 10:30:00  AM,18.045,,,,,
284,06/29/22 10:45:00  AM,16.808,,,,,
285,06/29/22 11:00:00  AM,17.189,,,,,
286,06/29/22 11:15:00  AM,17.665,,,,,
287,06/29/22 11:30:00  AM,17.475,,,,,
288,06/29/22 11:45:00  AM,18.521,,,,,
289,06/29/22 12:00:00  PM,19.282,,,,,
290,06/29/22 12:15:00  PM,19.187,,,,,
291,06/29/22 12:30:00  PM,20.901,,,,,
292,06/29/22 12:45:00  PM,21.951,,,,,
293,06/29/22 01:00:00  PM,22.238,,,,,
294,06/29/22 01:15:00  PM,22.046,,,,,
295,06/29/22 01:30:00  PM,21.282,,,,,
296,06/29/22 01:45:00  PM,21.569,,,,,
297,06/29/22 02:00:00  PM,21.378,,,,,
298,06/29/22 02:15:00  PM,23.581,,,,,
299,06/29/22 02:30:00  PM,26.683,,,,,
300,06/29/22 02:45:00  PM,24.158,,,,,
301,06/29/22 03:00:00  PM,24.545,,,,,
302,06/29/22 03:15:00  PM,23.581,,,,,
303,06/29/22 03:30:00  PM,21.951,,,,,
304,06/29/22 03:45:00  PM,22.621,,,,,
305,06/29/22 04:00:00  PM,20.519,,,,,
306,06/29/22 04:15:00  PM,18.996,,,,,
307,06/29/22 04:30:00  PM,19.187,,,,,
308,06/29/22 04:45:00  PM,20.234,,,,,
309,06/29/22 05:00:00  PM,20.234,,,,,
310,06/29/22 05:15:00  PM,20.138,,,,,
311,06/29/22 05:30:00  PM,18.616,,,,,
312,06/29/22 05:45:00  PM,18.236,,,,,
313,06/29/22 06:00:00  PM,18.331,,,,,
314,06/29/22 06:15:00  PM,18.331,,,,,
315,06/29/22 06:30:00  PM,18.806,,,,,
316,06/29/22 06:45:00  PM,20.138,,,,,
317,06/29/22 07:00:00  PM,19.758,,,,,
318,06/29/22 07:15:00  PM,17.475,,,,,
319,06/29/22 07:30:00  PM,17.570,,,,,
320,06/29/22 07:45:00  PM,18.236,,,,,
321,06/29/22 08:00:00  PM,17.570,,,,,
322,06/29/22 08:15:00  PM,17.855,,,,,
323,06/29/22 08:30:00  PM,17.094,,,,,
324,06/29/22 08:45:00  PM,14.804,,,,,
325,06/29/22 09:00:00  PM,14.134,,,,,
326,06/29/22 09:15:00  PM,14.709,,,,,
327,06/29/22 09:30:00  PM,14.804,,,,,
328,06/29/22 09:45:00  PM,15.091,,,,,
329,06/29/22 10:00:00  PM,15.569,,,,,
330,06/29/22 10:15:00  PM,14.134,,,,,
331,06/29/22 10:30:00  PM,14.517,,,,,
332,06/29/22 10:45:00  PM,13.750,,,,,
333,06/29/22 11:00:00  PM,13.654,,,,,
334,06/29/22 11:15:00  PM,13.076,,,,,
335,06/29/22 11:30:00  PM,13.461,,,,,
336,06/29/22 11:45:00  PM,13.846,,,,,
337,06/30/22 12:00:00  AM,13.846,,,,,
338,06/30/22 12:15:00  AM,13.846,,,,,
339,06/30/22 12:30:00  AM,14.038,,,,,
340,06/30/22 12:45:00  AM,14.517,,,,,
341,06/30/22 01:00:00  AM,14.421,,,,,
342,06/30/22 01:15:00  AM,14.900,,,,,
343,06/30/22 01:30:00  AM,15.378,,,,,
344,06/30/22 01:45:00  AM,15.091,,,,,
345,06/30/22 02:00:00  AM,14.709,,,,,
346,06/30/22 02:15:00  AM,14.996,,,,,
347,06/30/22 02:30:00  AM,15.378,,,,,
348,06/30/22 02:45:00  AM,16.713,,,,,
349,06/30/22 03:00:00  AM,16.903,,,,,
350,06/30/22 03:15:00  AM,16.427,,,,,
351,06/30/22 03:30:00  AM,15.664,,,,,
352,06/30/22 03:45:00  AM,16.332,,,,,
353,06/30/22 04:00:00  AM,16.999,,,,,
354,06/30/22 04:15:00  AM,16.618,,,,,
355,06/30/22 04:30:00  AM,15.951,,,,,
356,06/30/22 04:45:00  AM,17.189,,,,,
357,06/30/22 05:00:00  AM,18.236,,,,,
358,06/30/22 05:15:00  AM,18.806,,,,,
359,06/30/22 05:30:00  AM,18.045,,,,,
360,06/30/22 05:45:00  AM,18.711,,,,,
361,06/30/22 06:00:00  AM,19.853,,,,,
362,06/30/22 06:15:00  AM,20.138,,,,,
363,06/30/22 06:30:00  AM,21.091,,,,,
364,06/30/22 06:45:00  AM,20.901,,,,,
365,06/30/22 07:00:00  AM,19.853,,,,,
366,06/30/22 07:15:00  AM,20.901,,,,,
367,06/30/22 07:30:00  AM,22.238,,,,,
368,06/30/22 07:45:00  AM,20.519,,,,,
369,06/30/22 08:00:00  AM,20.901,,,,,
370,06/30/22 08:15:00  AM,22.238,,,,,
371,06/30/22 08:30:00  AM,23.292,,,,,
372,06/30/22 08:45:00  AM,22.525,,,,,
373,06/30/22 09:00:00  AM,21.187,,,,,
374,06/30/22 09:15:00  AM,22.621,,,,,
375,06/30/22 09:30:00  AM,23.388,,,,,
376,06/30/22 09:45:00  AM,24.062,,,,,
377,06/30/22 10:00:00  AM,24.545,,,,,
378,06/30/22 10:15:00  AM,24.448,,,,,
379,06/30/22 10:30:00  AM,24.545,,,,,
380,06/30/22 10:45:00  AM,23.484,,,,,
381,06/30/22 11:00:00  AM,23.869,,,,,
382,06/30/22 11:15:00  AM,24.158,,,,,
383,06/30/22 11:30:00  AM,24.545,,,,,
384,06/30/22 11:45:00  AM,24.545,,,,,
385,06/30/22 12:00:00  PM,27.272,,,,,
386,06/30/22 12:15:00  PM,28.357,,,,,
387,06/30/22 12:30:00  PM,29.053,,,,,
388,06/30/22 12:45:00  PM,29.053,,,,,
389,06/30/22 01:00:00  PM,28.754,,,,,
390,06/30/22 01:15:00  PM,28.456,,,,,
391,06/30/22 01:30:00  PM,28.953,,,,,
392,06/30/22 01:45:00  PM,28.555,,,,,
393,06/30/22 02:00:00  PM,28.655,,,,,
394,06/30/22 02:15:00  PM,28.456,,,,,
395,06/30/22 02:30:00  PM,28.853,,,,,
396,06/30/22 02:45:00  PM,27.567,,,,,
397,06/30/22 03:00:00  PM,27.272,,,,,
398,06/30/22 03:15:00  PM,26.683,,,,,
399,06/30/22 03:30:00  PM,26.781,,,,,
400,06/30/22 03:45:00  PM,25.902,,,,,
401,06/30/22 04:00:00  PM,26.195,,,,,
402,06/30/22 04:15:00  PM,26.488,,,,,
403,06/30/22 04:30:00  PM,27.173,,,,,
404,06/30/22 04:45:00  PM,26.781,,,,,
405,06/30/22 05:00:00  PM,26.000,,,,,
406,06/30/22 05:15:00  PM,24.641,,,,,
407,06/30/22 05:30:00  PM,24.835,,,,,
408,06/30/22 05:45:00  PM,24.545,,,,,
409,06/30/22 06:00:00  PM,24.545,,,,,
410,06/30/22 06:15:00  PM,24.641,,,,,
411,06/30/22 06:30:00  PM,24.351,,,,,
412,06/30/22 06:45:00  PM,23.004,,,,,
413,06/30/22 07:00:00  PM,21.282,,,,,
414,06/30/22 07:15:00  PM,20.329,,,,,
415,06/30/22 07:30:00  PM,19.092,,,,,
416,06/30/22 07:45:00  PM,17.189,,,,,
417,06/30/22 08:00:00  PM,16.046,,,,,
418,06/30/22 08:15:00  PM,14.230,,,,,
419,06/30/22 08:30:00  PM,14.038,,,,,
420,06/30/22 08:45:00  PM,9.866,,,,,
421,06/30/22 09:00:00  PM,7.179,,,,,
422,06/30/22 09:15:00  PM,6.674,,,,,
423,06/30/22 09:30:00  PM,9.373,,,,,
424,06/30/22 09:45:00  PM,12.594,,,,,
425,06/30/22 10:00:00  PM,13.846,,,,,
426,06/30/22 10:15:00  PM,11.528,,,,,
427,06/30/22 10:30:00  PM,9.866,,,,,
428,06/30/22 10:45:00  PM,8.680,,,,,
429,06/30/22 11:00:00  PM,7.983,,,,,
430,06/30/22 11:15:00  PM,8.082,,,,,
431,06/30/22 11:30:00  PM,8.182,,,,,
432,06/30/22 11:45:00  PM,7.782,,,,,
433,07/01/22 12:00:00  AM,7.481,,,,,
434,07/01/22 12:15:00  AM,7.079,,,,,
435,07/01/22 12:30:00  AM,6.268,,,,,
436,07/01/22 12:45:00  AM,5.962,,,,,
437,07/01/22 01:00:00  AM,5.552,,,,,
438,07/01/22 01:15:00  AM,5.450,,,,,
439,07/01/22 01:30:00  AM,5.450,,,,,
440,07/01/22 01:45:00  AM,5.860,,,,,
441,07/01/22 02:00:00  AM,6.268,,,,,
442,07/01/22 02:15:00  AM,6.166,,,,,
443,07/01/22 02:30:00  AM,6.674,,,,,
444,07/01/22 02:45:00  AM,8.282,,,,,
445,07/01/22 03:00:00  AM,10.553,,,,,
446,07/01/22 03:15:00  AM,11.334,,,,,
447,07/01/22 03:30:00  AM,10.455,,,,,
448,07/01/22 03:45:00  AM,8.680,,,,,
449,07/01/22 04:00:00  AM,8.879,,,,,
450,07/01/22 04:15:00  AM,8.879,,,,,
451,07/01/22 04:30:00  AM,8.581,,,,,
452,07/01/22 04:45:00  AM,7.782,,,,,
453,07/01/22 05:00:00  AM,7.582,,,,,
454,07/01/22 05:15:00  AM,8.082,,,,,
455,07/01/22 05:30:00  AM,8.382,,,,,
456,07/01/22 05:45:00  AM,8.680,,,,,
457,07/01/22 06:00:00  AM,8.680,,,,,
458,07/01/22 06:15:00  AM,7.882,,,,,
459,07/01/22 06:30:00  AM,8.182,,,,,
460,07/01/22 06:45:00  AM,9.077,,,,,
461,07/01/22 07:00:00  AM,11.916,,,,,
462,07/01/22 07:15:00  AM,13.558,,,,,
463,07/01/22 07:30:00  AM,12.980,,,,,
464,07/01/22 07:45:00  AM,12.110,,,,,
465,07/01/22 08:00:00  AM,12.594,,,,,
466,07/01/22 08:15:00  AM,13.076,,,,,
467,07/01/22 08:30:00  AM,12.883,,,,,
468,07/01/22 08:45:00  AM,13.365,,,,,
469,07/01/22 09:00:00  AM,15.091,,,,,
470,07/01/22 09:15:00  AM,15.760,,,,,
471,07/01/22 09:30:00  AM,19.472,,,,,
472,07/01/22 09:45:00  AM,20.996,,,,,
473,07/01/22 10:00:00  AM,22.046,,,,,
474,07/01/22 10:15:00  AM,23.869,,,,,
475,07/01/22 10:30:00  AM,19.948,,,,,
476,07/01/22 10:45:00  AM,18.901,,,,,
477,07/01/22 11:00:00  AM,15.378,,,,,
478,07/01/22 11:15:00  AM,13.173,,,,,
479,07/01/22 11:30:00  AM,11.722,,,,,
480,07/01/22 11:45:00  AM,12.497,,,,,
481,07/01/22 12:00:00  PM,12.690,,,,,
482,07/01/22 12:15:00  PM,12.497,,,,,
483,07/01/22 12:30:00  PM,14.038,,,,,
484,07/01/22 12:45:00  PM,16.237,,,,,
485,07/01/22 01:00:00  PM,18.140,,,,,
486,07/01/22 01:15:00  PM,17.189,,,,,
487,07/01/22 01:30:00  PM,19.377,,,,,
488,07/01/22 01:45:00  PM,16.427,,,,,
489,07/01/22 02:00:00  PM,15.187,,,,,
490,07/01/22 02:15:00  PM,13.461,,,,,
491,07/01/22 02:30:00  PM,14.804,,,,,
492,07/01/22 02:45:00  PM,16.523,,,,,
493,07/01/22 03:00:00  PM,16.808,,,,,
494,07/01/22 03:15:00  PM,16.332,,,,,
495,07/01/22 03:30:00  PM,15.760,,,,,
496,07/01/22 03:45:00  PM,13.461,,,,,
497,07/01/22 04:00:00  PM,11.236,,,,,
498,07/01/22 04:15:00  PM,10.063,,,,,
499,07/01/22 04:30:00  PM,9.176,,,,,
500,07/01/22 04:45:00  PM,8.879,,,,,
501,07/01/22 05:00:00  PM,8.779,,,,,
502,07/01/22 05:15:00  PM,8.879,,,,,
503,07/01/22 05:30:00  PM,9.472,,,,,
504,07/01/22 05:45:00  PM,9.866,,,,,
505,07/01/22 06:00:00  PM,10.259,,,,,
506,07/01/22 06:15:00  PM,10.063,,,,,
507,07/01/22 06:30:00  PM,9.866,,,,,
508,07/01/22 06:45:00  PM,9.866,,,,,
509,07/01/22 07:00:00  PM,9.571,,,,,
510,07/01/22 07:15:00  PM,8.382,,,,,
511,07/01/22 07:30:00  PM,7.882,,,,,
512,07/01/22 07:45:00  PM,7.481,,,,,
513,07/01/22 08:00:00  PM,7.481,,,,,
514,07/01/22 08:15:00  PM,6.978,,,,,
515,07/01/22 08:30:00  PM,6.370,,,,,
516,07/01/22 08:45:00  PM,6.064,,,,,
517,07/01/22 09:00:00  PM,6.268,,,,,
518,07/01/22 09:15:00  PM,6.471,,,,,
519,07/01/22 09:30:00  PM,6.370,,,,,
520,07/01/22 09:45:00  PM,6.573,,,,,
521,07/01/22 10:00:00  PM,6.877,,,,,
522,07/01/22 10:15:00  PM,6.268,,,,,
523,07/01/22 10:30:00  PM,5.655,,,,,
524,07/01/22 10:45:00  PM,5.962,,,,,
525,07/01/22 11:00:00  PM,6.370,,,,,
