"Plot Title: MEAD_7T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20548182, SEN S/N: 20548182)","Host Connected (LGR S/N: 20548182)","Coupler Attached (LGR S/N: 20548182)","Stopped (LGR S/N: 20548182)","End Of File (LGR S/N: 20548182)"
66,07/01/22 06:15:00  AM,6.674,,,,
67,07/01/22 06:30:00  AM,6.471,,,,
68,07/01/22 06:45:00  AM,6.877,,,,
69,07/01/22 07:00:00  AM,8.481,,,,
70,07/01/22 07:15:00  AM,10.161,,,,
71,07/01/22 07:30:00  AM,9.472,,,,
72,07/01/22 07:45:00  AM,8.879,,,,
73,07/01/22 08:00:00  AM,9.077,,,,
74,07/01/22 08:15:00  AM,9.275,,,,
75,07/01/22 08:30:00  AM,9.373,,,,
76,07/01/22 08:45:00  AM,9.669,,,,
77,07/01/22 09:00:00  AM,10.259,,,,
78,07/01/22 09:15:00  AM,9.571,,,,
79,07/01/22 09:30:00  AM,11.916,,,,
80,07/01/22 09:45:00  AM,13.173,,,,
81,07/01/22 10:00:00  AM,13.654,,,,
82,07/01/22 10:15:00  AM,14.134,,,,
83,07/01/22 10:30:00  AM,14.517,,,,
84,07/01/22 10:45:00  AM,14.517,,,,
85,07/01/22 11:00:00  AM,12.594,,,,
86,07/01/22 11:15:00  AM,11.139,,,,
87,07/01/22 11:30:00  AM,10.357,,,,
88,07/01/22 11:45:00  AM,10.357,,,,
89,07/01/22 12:00:00  PM,10.161,,,,
90,07/01/22 12:15:00  PM,9.373,,,,
91,07/01/22 12:30:00  PM,9.866,,,,
92,07/01/22 12:45:00  PM,11.334,,,,
93,07/01/22 01:00:00  PM,11.722,,,,
94,07/01/22 01:15:00  PM,11.819,,,,
95,07/01/22 01:30:00  PM,12.787,,,,
96,07/01/22 01:45:00  PM,12.690,,,,
97,07/01/22 02:00:00  PM,12.207,,,,
98,07/01/22 02:15:00  PM,11.528,,,,
99,07/01/22 02:30:00  PM,11.041,,,,
100,07/01/22 02:45:00  PM,11.139,,,,
101,07/01/22 03:00:00  PM,11.334,,,,
102,07/01/22 03:15:00  PM,11.139,,,,
103,07/01/22 03:30:00  PM,11.041,,,,
104,07/01/22 03:45:00  PM,10.063,,,,
105,07/01/22 04:00:00  PM,9.077,,,,
106,07/01/22 04:15:00  PM,8.680,,,,
107,07/01/22 04:30:00  PM,8.082,,,,
108,07/01/22 04:45:00  PM,7.481,,,,
109,07/01/22 05:00:00  PM,7.381,,,,
110,07/01/22 05:15:00  PM,7.582,,,,
111,07/01/22 05:30:00  PM,7.280,,,,
112,07/01/22 05:45:00  PM,7.179,,,,
113,07/01/22 06:00:00  PM,7.381,,,,
114,07/01/22 06:15:00  PM,7.682,,,,
115,07/01/22 06:30:00  PM,7.079,,,,
116,07/01/22 06:45:00  PM,6.674,,,,
117,07/01/22 07:00:00  PM,6.471,,,,
118,07/01/22 07:15:00  PM,6.573,,,,
119,07/01/22 07:30:00  PM,6.370,,,,
120,07/01/22 07:45:00  PM,6.370,,,,
121,07/01/22 08:00:00  PM,6.166,,,,
122,07/01/22 08:15:00  PM,5.860,,,,
123,07/01/22 08:30:00  PM,5.450,,,,
124,07/01/22 08:45:00  PM,5.655,,,,
125,07/01/22 09:00:00  PM,5.962,,,,
126,07/01/22 09:15:00  PM,5.962,,,,
127,07/01/22 09:30:00  PM,5.860,,,,
128,07/01/22 09:45:00  PM,6.064,,,,
129,07/01/22 10:00:00  PM,6.268,,,,
130,07/01/22 10:15:00  PM,5.552,,,,
131,07/01/22 10:30:00  PM,5.450,,,,
132,07/01/22 10:45:00  PM,5.552,,,,
133,07/01/22 11:00:00  PM,6.064,,,,
134,07/01/22 11:15:00  PM,6.166,,,,
135,07/01/22 11:30:00  PM,5.347,,,,
136,07/01/22 11:45:00  PM,5.037,,,,
137,07/02/22 12:00:00  AM,5.552,,,,
138,07/02/22 12:15:00  AM,6.775,,,,
139,07/02/22 12:30:00  AM,6.573,,,,
140,07/02/22 12:45:00  AM,6.166,,,,
141,07/02/22 01:00:00  AM,5.141,,,,
142,07/02/22 01:15:00  AM,5.037,,,,
143,07/02/22 01:30:00  AM,5.347,,,,
144,07/02/22 01:45:00  AM,5.037,,,,
145,07/02/22 02:00:00  AM,5.037,,,,
146,07/02/22 02:15:00  AM,4.934,,,,
147,07/02/22 02:30:00  AM,4.623,,,,
148,07/02/22 02:45:00  AM,5.037,,,,
149,07/02/22 03:00:00  AM,5.552,,,,
150,07/02/22 03:15:00  AM,5.860,,,,
151,07/02/22 03:30:00  AM,5.757,,,,
152,07/02/22 03:45:00  AM,5.757,,,,
153,07/02/22 04:00:00  AM,6.064,,,,
154,07/02/22 04:15:00  AM,6.674,,,,
155,07/02/22 04:30:00  AM,6.674,,,,
156,07/02/22 04:45:00  AM,6.370,,,,
157,07/02/22 05:00:00  AM,6.978,,,,
158,07/02/22 05:15:00  AM,7.179,,,,
159,07/02/22 05:30:00  AM,6.775,,,,
160,07/02/22 05:45:00  AM,7.179,,,,
161,07/02/22 06:00:00  AM,7.179,,,,
162,07/02/22 06:15:00  AM,6.064,,,,
163,07/02/22 06:30:00  AM,5.552,,,,
164,07/02/22 06:45:00  AM,5.655,,,,
165,07/02/22 07:00:00  AM,5.552,,,,
166,07/02/22 07:15:00  AM,5.141,,,,
167,07/02/22 07:30:00  AM,5.962,,,,
168,07/02/22 07:45:00  AM,6.877,,,,
169,07/02/22 08:00:00  AM,7.381,,,,
170,07/02/22 08:15:00  AM,6.674,,,,
171,07/02/22 08:30:00  AM,6.573,,,,
172,07/02/22 08:45:00  AM,6.775,,,,
173,07/02/22 09:00:00  AM,7.582,,,,
174,07/02/22 09:15:00  AM,8.382,,,,
175,07/02/22 09:30:00  AM,9.571,,,,
176,07/02/22 09:45:00  AM,9.965,,,,
177,07/02/22 10:00:00  AM,9.866,,,,
178,07/02/22 10:15:00  AM,9.571,,,,
179,07/02/22 10:30:00  AM,10.553,,,,
180,07/02/22 10:45:00  AM,12.013,,,,
181,07/02/22 11:00:00  AM,12.110,,,,
182,07/02/22 11:15:00  AM,11.625,,,,
183,07/02/22 11:30:00  AM,12.207,,,,
184,07/02/22 11:45:00  AM,12.304,,,,
185,07/02/22 12:00:00  PM,12.883,,,,
186,07/02/22 12:15:00  PM,13.461,,,,
187,07/02/22 12:30:00  PM,13.365,,,,
188,07/02/22 12:45:00  PM,13.558,,,,
189,07/02/22 01:00:00  PM,12.594,,,,
190,07/02/22 01:15:00  PM,12.304,,,,
191,07/02/22 01:30:00  PM,12.207,,,,
192,07/02/22 01:45:00  PM,11.139,,,,
193,07/02/22 02:00:00  PM,11.334,,,,
194,07/02/22 02:15:00  PM,12.594,,,,
195,07/02/22 02:30:00  PM,12.787,,,,
196,07/02/22 02:45:00  PM,11.819,,,,
197,07/02/22 03:00:00  PM,10.846,,,,
198,07/02/22 03:15:00  PM,10.846,,,,
199,07/02/22 03:30:00  PM,11.334,,,,
200,07/02/22 03:45:00  PM,11.334,,,,
201,07/02/22 04:00:00  PM,11.041,,,,
202,07/02/22 04:15:00  PM,10.748,,,,
203,07/02/22 04:30:00  PM,11.819,,,,
204,07/02/22 04:45:00  PM,11.431,,,,
205,07/02/22 05:00:00  PM,10.161,,,,
206,07/02/22 05:15:00  PM,10.455,,,,
207,07/02/22 05:30:00  PM,10.553,,,,
208,07/02/22 05:45:00  PM,9.768,,,,
209,07/02/22 06:00:00  PM,8.481,,,,
210,07/02/22 06:15:00  PM,8.581,,,,
211,07/02/22 06:30:00  PM,9.571,,,,
212,07/02/22 06:45:00  PM,9.866,,,,
213,07/02/22 07:00:00  PM,8.978,,,,
214,07/02/22 07:15:00  PM,8.082,,,,
215,07/02/22 07:30:00  PM,8.182,,,,
216,07/02/22 07:45:00  PM,8.779,,,,
217,07/02/22 08:00:00  PM,8.978,,,,
218,07/02/22 08:15:00  PM,8.082,,,,
219,07/02/22 08:30:00  PM,7.481,,,,
220,07/02/22 08:45:00  PM,7.381,,,,
221,07/02/22 09:00:00  PM,7.682,,,,
222,07/02/22 09:15:00  PM,7.381,,,,
223,07/02/22 09:30:00  PM,7.280,,,,
224,07/02/22 09:45:00  PM,6.775,,,,
225,07/02/22 10:00:00  PM,6.775,,,,
226,07/02/22 10:15:00  PM,6.471,,,,
227,07/02/22 10:30:00  PM,6.370,,,,
228,07/02/22 10:45:00  PM,6.166,,,,
229,07/02/22 11:00:00  PM,5.962,,,,
230,07/02/22 11:15:00  PM,6.268,,,,
231,07/02/22 11:30:00  PM,6.268,,,,
232,07/02/22 11:45:00  PM,6.268,,,,
233,07/03/22 12:00:00  AM,6.166,,,,
234,07/03/22 12:15:00  AM,6.166,,,,
235,07/03/22 12:30:00  AM,6.268,,,,
236,07/03/22 12:45:00  AM,5.860,,,,
237,07/03/22 01:00:00  AM,5.757,,,,
238,07/03/22 01:15:00  AM,5.655,,,,
239,07/03/22 01:30:00  AM,5.552,,,,
240,07/03/22 01:45:00  AM,5.962,,,,
241,07/03/22 02:00:00  AM,6.064,,,,
242,07/03/22 02:15:00  AM,5.450,,,,
243,07/03/22 02:30:00  AM,5.347,,,,
244,07/03/22 02:45:00  AM,4.934,,,,
245,07/03/22 03:00:00  AM,4.623,,,,
246,07/03/22 03:15:00  AM,4.415,,,,
247,07/03/22 03:30:00  AM,4.102,,,,
248,07/03/22 03:45:00  AM,4.415,,,,
249,07/03/22 04:00:00  AM,4.727,,,,
250,07/03/22 04:15:00  AM,4.831,,,,
251,07/03/22 04:30:00  AM,4.831,,,,
252,07/03/22 04:45:00  AM,4.727,,,,
253,07/03/22 05:00:00  AM,4.519,,,,
254,07/03/22 05:15:00  AM,4.519,,,,
255,07/03/22 05:30:00  AM,4.727,,,,
256,07/03/22 05:45:00  AM,5.037,,,,
257,07/03/22 06:00:00  AM,5.141,,,,
258,07/03/22 06:15:00  AM,5.244,,,,
259,07/03/22 06:30:00  AM,5.552,,,,
260,07/03/22 06:45:00  AM,6.268,,,,
261,07/03/22 07:00:00  AM,6.471,,,,
262,07/03/22 07:15:00  AM,6.573,,,,
263,07/03/22 07:30:00  AM,7.481,,,,
264,07/03/22 07:45:00  AM,7.481,,,,
265,07/03/22 08:00:00  AM,6.775,,,,
266,07/03/22 08:15:00  AM,6.978,,,,
267,07/03/22 08:30:00  AM,6.978,,,,
268,07/03/22 08:45:00  AM,6.978,,,,
269,07/03/22 09:00:00  AM,7.280,,,,
270,07/03/22 09:15:00  AM,6.674,,,,
271,07/03/22 09:30:00  AM,6.370,,,,
272,07/03/22 09:45:00  AM,6.471,,,,
273,07/03/22 10:00:00  AM,6.978,,,,
274,07/03/22 10:15:00  AM,7.481,,,,
275,07/03/22 10:30:00  AM,7.782,,,,
276,07/03/22 10:45:00  AM,7.882,,,,
277,07/03/22 11:00:00  AM,7.983,,,,
278,07/03/22 11:15:00  AM,8.082,,,,
279,07/03/22 11:30:00  AM,7.782,,,,
280,07/03/22 11:45:00  AM,7.782,,,,
281,07/03/22 12:00:00  PM,7.782,,,,
282,07/03/22 12:15:00  PM,7.983,,,,
283,07/03/22 12:30:00  PM,7.882,,,,
284,07/03/22 12:45:00  PM,7.882,,,,
285,07/03/22 01:00:00  PM,7.983,,,,
286,07/03/22 01:15:00  PM,7.682,,,,
287,07/03/22 01:30:00  PM,7.381,,,,
288,07/03/22 01:45:00  PM,7.280,,,,
289,07/03/22 02:00:00  PM,7.882,,,,
290,07/03/22 02:15:00  PM,8.182,,,,
291,07/03/22 02:30:00  PM,6.674,,,,
292,07/03/22 02:45:00  PM,6.573,,,,
293,07/03/22 03:00:00  PM,7.079,,,,
294,07/03/22 03:15:00  PM,7.280,,,,
295,07/03/22 03:30:00  PM,7.882,,,,
296,07/03/22 03:45:00  PM,6.674,,,,
297,07/03/22 04:00:00  PM,6.674,,,,
298,07/03/22 04:15:00  PM,6.775,,,,
299,07/03/22 04:30:00  PM,6.370,,,,
300,07/03/22 04:45:00  PM,6.370,,,,
301,07/03/22 05:00:00  PM,6.370,,,,
302,07/03/22 05:15:00  PM,6.268,,,,
303,07/03/22 05:30:00  PM,6.064,,,,
304,07/03/22 05:45:00  PM,6.166,,,,
305,07/03/22 06:00:00  PM,5.757,,,,
306,07/03/22 06:15:00  PM,5.347,,,,
307,07/03/22 06:30:00  PM,5.552,,,,
308,07/03/22 06:45:00  PM,5.962,,,,
309,07/03/22 07:00:00  PM,6.064,,,,
310,07/03/22 07:15:00  PM,5.962,,,,
311,07/03/22 07:30:00  PM,5.757,,,,
312,07/03/22 07:45:00  PM,5.450,,,,
313,07/03/22 08:00:00  PM,5.037,,,,
314,07/03/22 08:15:00  PM,4.831,,,,
315,07/03/22 08:30:00  PM,4.934,,,,
316,07/03/22 08:45:00  PM,4.934,,,,
317,07/03/22 09:00:00  PM,4.831,,,,
318,07/03/22 09:15:00  PM,4.623,,,,
319,07/03/22 09:30:00  PM,4.311,,,,
320,07/03/22 09:45:00  PM,4.415,,,,
321,07/03/22 10:00:00  PM,4.207,,,,
322,07/03/22 10:15:00  PM,4.207,,,,
323,07/03/22 10:30:00  PM,3.683,,,,
324,07/03/22 10:45:00  PM,3.367,,,,
325,07/03/22 11:00:00  PM,3.261,,,,
326,07/03/22 11:15:00  PM,3.367,,,,
327,07/03/22 11:30:00  PM,3.578,,,,
328,07/03/22 11:45:00  PM,3.788,,,,
329,07/04/22 12:00:00  AM,3.788,,,,
330,07/04/22 12:15:00  AM,3.683,,,,
331,07/04/22 12:30:00  AM,3.788,,,,
332,07/04/22 12:45:00  AM,3.788,,,,
333,07/04/22 01:00:00  AM,3.893,,,,
334,07/04/22 01:15:00  AM,3.998,,,,
335,07/04/22 01:30:00  AM,3.998,,,,
336,07/04/22 01:45:00  AM,3.998,,,,
337,07/04/22 02:00:00  AM,4.311,,,,
338,07/04/22 02:15:00  AM,4.831,,,,
339,07/04/22 02:30:00  AM,4.415,,,,
340,07/04/22 02:45:00  AM,4.311,,,,
341,07/04/22 03:00:00  AM,4.519,,,,
342,07/04/22 03:15:00  AM,4.311,,,,
343,07/04/22 03:30:00  AM,4.519,,,,
344,07/04/22 03:45:00  AM,4.727,,,,
345,07/04/22 04:00:00  AM,4.623,,,,
346,07/04/22 04:15:00  AM,4.727,,,,
347,07/04/22 04:30:00  AM,5.037,,,,
348,07/04/22 04:45:00  AM,5.141,,,,
349,07/04/22 05:00:00  AM,5.450,,,,
350,07/04/22 05:15:00  AM,5.450,,,,
351,07/04/22 05:30:00  AM,5.450,,,,
352,07/04/22 05:45:00  AM,5.347,,,,
353,07/04/22 06:00:00  AM,5.552,,,,
354,07/04/22 06:15:00  AM,5.757,,,,
355,07/04/22 06:30:00  AM,5.962,,,,
356,07/04/22 06:45:00  AM,6.370,,,,
357,07/04/22 07:00:00  AM,6.877,,,,
358,07/04/22 07:15:00  AM,7.481,,,,
359,07/04/22 07:30:00  AM,7.782,,,,
360,07/04/22 07:45:00  AM,8.779,,,,
361,07/04/22 08:00:00  AM,8.581,,,,
362,07/04/22 08:15:00  AM,8.978,,,,
363,07/04/22 08:30:00  AM,9.373,,,,
364,07/04/22 08:45:00  AM,9.373,,,,
365,07/04/22 09:00:00  AM,9.176,,,,
366,07/04/22 09:15:00  AM,9.669,,,,
367,07/04/22 09:30:00  AM,9.176,,,,
368,07/04/22 09:45:00  AM,8.481,,,,
369,07/04/22 10:00:00  AM,7.983,,,,
370,07/04/22 10:15:00  AM,8.978,,,,
371,07/04/22 10:30:00  AM,10.161,,,,
372,07/04/22 10:45:00  AM,10.161,,,,
373,07/04/22 11:00:00  AM,10.063,,,,
374,07/04/22 11:15:00  AM,10.748,,,,
375,07/04/22 11:30:00  AM,10.846,,,,
376,07/04/22 11:45:00  AM,11.236,,,,
377,07/04/22 12:00:00  PM,11.139,,,,
378,07/04/22 12:15:00  PM,11.236,,,,
379,07/04/22 12:30:00  PM,11.819,,,,
380,07/04/22 12:45:00  PM,11.916,,,,
381,07/04/22 01:00:00  PM,11.625,,,,
382,07/04/22 01:15:00  PM,11.334,,,,
383,07/04/22 01:30:00  PM,11.431,,,,
384,07/04/22 01:45:00  PM,11.722,,,,
385,07/04/22 02:00:00  PM,11.722,,,,
386,07/04/22 02:15:00  PM,11.528,,,,
387,07/04/22 02:30:00  PM,11.139,,,,
388,07/04/22 02:45:00  PM,10.944,,,,
389,07/04/22 03:00:00  PM,11.139,,,,
390,07/04/22 03:15:00  PM,10.944,,,,
391,07/04/22 03:30:00  PM,10.944,,,,
392,07/04/22 03:45:00  PM,10.846,,,,
393,07/04/22 04:00:00  PM,10.259,,,,
394,07/04/22 04:15:00  PM,9.768,,,,
395,07/04/22 04:30:00  PM,9.571,,,,
396,07/04/22 04:45:00  PM,9.373,,,,
397,07/04/22 05:00:00  PM,8.779,,,,
398,07/04/22 05:15:00  PM,9.077,,,,
399,07/04/22 05:30:00  PM,8.680,,,,
400,07/04/22 05:45:00  PM,8.680,,,,
401,07/04/22 06:00:00  PM,8.581,,,,
402,07/04/22 06:15:00  PM,8.481,,,,
403,07/04/22 06:30:00  PM,8.481,,,,
404,07/04/22 06:45:00  PM,8.082,,,,
405,07/04/22 07:00:00  PM,8.082,,,,
406,07/04/22 07:15:00  PM,7.882,,,,
407,07/04/22 07:30:00  PM,7.582,,,,
408,07/04/22 07:45:00  PM,6.877,,,,
409,07/04/22 08:00:00  PM,5.962,,,,
410,07/04/22 08:15:00  PM,5.141,,,,
411,07/04/22 08:30:00  PM,5.757,,,,
412,07/04/22 08:45:00  PM,7.481,,,,
413,07/04/22 09:00:00  PM,7.280,,,,
414,07/04/22 09:15:00  PM,6.166,,,,
415,07/04/22 09:30:00  PM,6.166,,,,
416,07/04/22 09:45:00  PM,6.471,,,,
417,07/04/22 10:00:00  PM,7.582,,,,
418,07/04/22 10:15:00  PM,7.179,,,,
419,07/04/22 10:30:00  PM,6.268,,,,
420,07/04/22 10:45:00  PM,6.370,,,,
421,07/04/22 11:00:00  PM,6.877,,,,
422,07/04/22 11:15:00  PM,7.882,,,,
423,07/04/22 11:30:00  PM,7.582,,,,
424,07/04/22 11:45:00  PM,7.682,,,,
425,07/05/22 12:00:00  AM,7.782,,,,
426,07/05/22 12:15:00  AM,7.280,,,,
427,07/05/22 12:30:00  AM,7.682,,,,
428,07/05/22 12:45:00  AM,8.382,,,,
429,07/05/22 01:00:00  AM,7.782,,,,
430,07/05/22 01:15:00  AM,6.978,,,,
431,07/05/22 01:30:00  AM,6.775,,,,
432,07/05/22 01:45:00  AM,7.682,,,,
433,07/05/22 02:00:00  AM,9.472,,,,
434,07/05/22 02:15:00  AM,10.161,,,,
435,07/05/22 02:30:00  AM,9.866,,,,
436,07/05/22 02:45:00  AM,10.063,,,,
437,07/05/22 03:00:00  AM,10.944,,,,
438,07/05/22 03:15:00  AM,11.431,,,,
439,07/05/22 03:30:00  AM,11.528,,,,
440,07/05/22 03:45:00  AM,12.110,,,,
441,07/05/22 04:00:00  AM,11.916,,,,
442,07/05/22 04:15:00  AM,12.110,,,,
443,07/05/22 04:30:00  AM,9.965,,,,
444,07/05/22 04:45:00  AM,8.978,,,,
445,07/05/22 05:00:00  AM,8.779,,,,
446,07/05/22 05:15:00  AM,9.866,,,,
447,07/05/22 05:30:00  AM,10.944,,,,
448,07/05/22 05:45:00  AM,10.357,,,,
449,07/05/22 06:00:00  AM,11.916,,,,
450,07/05/22 06:15:00  AM,12.304,,,,
451,07/05/22 06:30:00  AM,12.013,,,,
452,07/05/22 06:45:00  AM,12.497,,,,
453,07/05/22 07:00:00  AM,12.304,,,,
454,07/05/22 07:15:00  AM,11.722,,,,
455,07/05/22 07:30:00  AM,11.625,,,,
456,07/05/22 07:45:00  AM,12.690,,,,
457,07/05/22 08:00:00  AM,13.846,,,,
458,07/05/22 08:15:00  AM,12.690,,,,
459,07/05/22 08:30:00  AM,11.916,,,,
460,07/05/22 08:45:00  AM,10.944,,,,
461,07/05/22 09:00:00  AM,11.236,,,,
462,07/05/22 09:15:00  AM,11.916,,,,
463,07/05/22 09:30:00  AM,12.690,,,,
464,07/05/22 09:45:00  AM,13.461,,,,
465,07/05/22 10:00:00  AM,14.038,,,,
466,07/05/22 10:15:00  AM,14.038,,,,
467,07/05/22 10:30:00  AM,13.076,,,,
468,07/05/22 10:45:00  AM,13.365,,,,
469,07/05/22 11:00:00  AM,13.076,,,,
470,07/05/22 11:15:00  AM,13.173,,,,
471,07/05/22 11:30:00  AM,12.980,,,,
472,07/05/22 11:45:00  AM,13.076,,,,
473,07/05/22 12:00:00  PM,12.594,,,,
474,07/05/22 12:15:00  PM,12.690,,,,
475,07/05/22 12:30:00  PM,13.846,,,,
476,07/05/22 12:45:00  PM,14.325,,,,
477,07/05/22 01:00:00  PM,13.942,,,,
478,07/05/22 01:15:00  PM,13.750,,,,
479,07/05/22 01:30:00  PM,13.173,,,,
480,07/05/22 01:45:00  PM,13.365,,,,
481,07/05/22 02:00:00  PM,14.230,,,,
482,07/05/22 02:15:00  PM,13.942,,,,
483,07/05/22 02:30:00  PM,13.846,,,,
484,07/05/22 02:45:00  PM,13.942,,,,
485,07/05/22 03:00:00  PM,13.846,,,,
486,07/05/22 03:15:00  PM,13.558,,,,
487,07/05/22 03:30:00  PM,13.461,,,,
488,07/05/22 03:45:00  PM,12.110,,,,
489,07/05/22 04:00:00  PM,11.139,,,,
490,07/05/22 04:15:00  PM,11.431,,,,
491,07/05/22 04:30:00  PM,12.207,,,,
492,07/05/22 04:45:00  PM,12.980,,,,
493,07/05/22 05:00:00  PM,11.625,,,,
494,07/05/22 05:15:00  PM,11.139,,,,
495,07/05/22 05:30:00  PM,10.651,,,,
496,07/05/22 05:45:00  PM,11.236,,,,
497,07/05/22 06:00:00  PM,12.401,,,,
498,07/05/22 06:15:00  PM,11.819,,,,
499,07/05/22 06:30:00  PM,10.651,,,,
500,07/05/22 06:45:00  PM,10.161,,,,
501,07/05/22 07:00:00  PM,9.373,,,,
502,07/05/22 07:15:00  PM,8.978,,,,
503,07/05/22 07:30:00  PM,7.882,,,,
504,07/05/22 07:45:00  PM,7.582,,,,
505,07/05/22 08:00:00  PM,7.882,,,,
506,07/05/22 08:15:00  PM,7.682,,,,
507,07/05/22 08:30:00  PM,7.179,,,,
508,07/05/22 08:45:00  PM,6.877,,,,
509,07/05/22 09:00:00  PM,6.877,,,,
510,07/05/22 09:15:00  PM,7.079,,,,
511,07/05/22 09:30:00  PM,6.978,,,,
512,07/05/22 09:45:00  PM,6.978,,,,
513,07/05/22 10:00:00  PM,6.268,,,,
514,07/05/22 10:15:00  PM,5.962,,,,
515,07/05/22 10:30:00  PM,5.860,,,,
516,07/05/22 10:45:00  PM,6.064,,,,
517,07/05/22 11:00:00  PM,6.775,,,,
518,07/05/22 11:15:00  PM,7.079,,,,
519,07/05/22 11:30:00  PM,5.962,,,,
520,07/05/22 11:45:00  PM,5.860,,,,
521,07/06/22 12:00:00  AM,6.166,,,,
522,07/06/22 12:15:00  AM,6.268,,,,
523,07/06/22 12:30:00  AM,6.064,,,,
524,07/06/22 12:45:00  AM,5.860,,,,
525,07/06/22 01:00:00  AM,6.166,,,,
526,07/06/22 01:15:00  AM,6.775,,,,
527,07/06/22 01:30:00  AM,7.179,,,,
528,07/06/22 01:45:00  AM,7.381,,,,
529,07/06/22 02:00:00  AM,7.481,,,,
530,07/06/22 02:15:00  AM,7.582,,,,
531,07/06/22 02:30:00  AM,7.079,,,,
532,07/06/22 02:45:00  AM,6.978,,,,
533,07/06/22 03:00:00  AM,7.280,,,,
534,07/06/22 03:15:00  AM,7.582,,,,
535,07/06/22 03:30:00  AM,7.682,,,,
536,07/06/22 03:45:00  AM,7.682,,,,
537,07/06/22 04:00:00  AM,7.582,,,,
538,07/06/22 04:15:00  AM,8.082,,,,
539,07/06/22 04:30:00  AM,7.481,,,,
540,07/06/22 04:45:00  AM,7.179,,,,
541,07/06/22 05:00:00  AM,7.481,,,,
542,07/06/22 05:15:00  AM,7.782,,,,
543,07/06/22 05:30:00  AM,7.280,,,,
544,07/06/22 05:45:00  AM,6.775,,,,
545,07/06/22 06:00:00  AM,6.166,,,,
546,07/06/22 06:15:00  AM,5.757,,,,
547,07/06/22 06:30:00  AM,5.244,,,,
548,07/06/22 06:45:00  AM,4.727,,,,
