"Plot Title: HOBO_021_ALE_Meadow_3T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10923426, SEN S/N: 10923426, LBL: T_021)","RH, % (LGR S/N: 10923426, SEN S/N: 10923426, LBL: RH_021)","Coupler Detached (LGR S/N: 10923426)","Coupler Attached (LGR S/N: 10923426)","Host Connected (LGR S/N: 10923426)","Stopped (LGR S/N: 10923426)","End Of File (LGR S/N: 10923426)"
95,07/05/22 10:00:00  AM,22.130,37.197,,,,,
96,07/05/22 11:00:00  AM,22.011,35.836,,,,,
97,07/05/22 12:00:00  PM,19.793,40.278,,,,,
98,07/05/22 01:00:00  PM,21.151,38.048,,,,,
99,07/05/22 02:00:00  PM,19.746,40.402,,,,,
100,07/05/22 03:00:00  PM,18.414,41.703,,,,,
101,07/05/22 04:00:00  PM,14.194,51.527,,,,,
102,07/05/22 05:00:00  PM,14.194,54.974,,,,,
103,07/05/22 06:00:00  PM,11.613,58.302,,,,,
104,07/05/22 07:00:00  PM,9.608,67.139,,,,,
105,07/05/22 08:00:00  PM,7.419,77.754,,,,,
106,07/05/22 09:00:00  PM,6.509,84.586,,,,,
107,07/05/22 10:00:00  PM,5.565,88.118,,,,,
108,07/05/22 11:00:00  PM,6.306,91.339,,,,,
109,07/06/22 12:00:00  AM,5.719,93.602,,,,,
110,07/06/22 01:00:00  AM,5.898,94.771,,,,,
111,07/06/22 02:00:00  AM,6.965,95.108,,,,,
112,07/06/22 03:00:00  AM,6.990,95.189,,,,,
113,07/06/22 04:00:00  AM,6.864,94.506,,,,,
114,07/06/22 05:00:00  AM,7.745,95.442,,,,,
115,07/06/22 06:00:00  AM,5.745,93.958,,,,,
116,07/06/22 07:00:00  AM,4.454,95.445,,,,,
117,07/06/22 08:00:00  AM,5.591,95.852,,,,,
118,07/06/22 09:00:00  AM,6.864,94.556,,,,,
119,07/06/22 10:00:00  AM,8.841,94.025,,,,,
120,07/06/22 11:00:00  AM,8.916,92.190,,,,,
121,07/06/22 12:00:00  PM,9.213,92.598,,,,,
122,07/06/22 01:00:00  PM,8.469,92.227,,,,,
123,07/06/22 02:00:00  PM,8.717,92.674,,,,,
124,07/06/22 03:00:00  PM,10.051,91.429,,,,,
125,07/06/22 04:00:00  PM,10.443,89.222,,,,,
126,07/06/22 05:00:00  PM,8.841,91.327,,,,,
127,07/06/22 06:00:00  PM,8.742,90.016,,,,,
128,07/06/22 07:00:00  PM,9.064,89.942,,,,,
129,07/06/22 08:00:00  PM,8.095,87.317,,,,,
130,07/06/22 09:00:00  PM,7.318,85.013,,,,,
131,07/06/22 10:00:00  PM,6.611,84.558,,,,,
132,07/06/22 11:00:00  PM,6.255,84.212,,,,,
133,07/07/22 12:00:00  AM,5.898,84.886,,,,,
134,07/07/22 01:00:00  AM,5.179,87.380,,,,,
135,07/07/22 02:00:00  AM,6.026,86.684,,,,,
136,07/07/22 03:00:00  AM,9.435,79.547,,,,,
137,07/07/22 04:00:00  AM,12.268,71.056,,,,,
138,07/07/22 05:00:00  AM,13.834,63.044,,,,,
139,07/07/22 06:00:00  AM,17.058,54.787,,,,,
140,07/07/22 07:00:00  AM,18.509,51.040,,,,,
141,07/07/22 08:00:00  AM,20.341,46.528,,,,,
142,07/07/22 09:00:00  AM,21.103,43.135,,,,,
143,07/07/22 10:00:00  AM,21.748,41.399,,,,,
144,07/07/22 11:00:00  AM,22.130,38.280,,,,,
145,07/07/22 12:00:00  PM,21.891,36.713,,,,,
146,07/07/22 01:00:00  PM,21.987,38.658,,,,,
147,07/07/22 02:00:00  PM,21.413,38.337,,,,,
148,07/07/22 03:00:00  PM,18.889,43.358,,,,,
149,07/07/22 04:00:00  PM,17.463,48.684,,,,,
150,07/07/22 05:00:00  PM,16.939,50.671,,,,,
151,07/07/22 06:00:00  PM,15.676,51.857,,,,,
152,07/07/22 07:00:00  PM,12.896,55.898,,,,,
153,07/07/22 08:00:00  PM,10.516,63.731,,,,,
154,07/07/22 09:00:00  PM,8.916,66.870,,,,,
155,07/07/22 10:00:00  PM,8.369,68.642,,,,,
156,07/07/22 11:00:00  PM,7.217,73.940,,,,,
157,07/08/22 12:00:00  AM,7.268,73.785,,,,,
158,07/08/22 01:00:00  AM,8.220,71.981,,,,,
159,07/08/22 02:00:00  AM,9.287,69.861,,,,,
160,07/08/22 03:00:00  AM,10.345,68.502,,,,,
161,07/08/22 04:00:00  AM,11.029,66.250,,,,,
162,07/08/22 05:00:00  AM,13.906,56.171,,,,,
163,07/08/22 06:00:00  AM,17.772,49.381,,,,,
164,07/08/22 07:00:00  AM,19.532,42.408,,,,,
165,07/08/22 08:00:00  AM,21.008,40.702,,,,,
166,07/08/22 09:00:00  AM,21.676,37.217,,,,,
167,07/08/22 10:00:00  AM,19.127,43.642,,,,,
168,07/08/22 11:00:00  AM,20.507,38.959,,,,,
169,07/08/22 12:00:00  PM,21.891,41.123,,,,,
170,07/08/22 01:00:00  PM,19.080,40.458,,,,,
171,07/08/22 02:00:00  PM,11.224,68.380,,,,,
172,07/08/22 03:00:00  PM,9.706,71.630,,,,,
173,07/08/22 04:00:00  PM,8.120,68.539,,,,,
174,07/08/22 05:00:00  PM,8.568,81.993,,,,,
175,07/08/22 06:00:00  PM,9.114,71.262,,,,,
176,07/08/22 07:00:00  PM,13.425,65.257,,,,,
177,07/08/22 08:00:00  PM,8.519,67.366,,,,,
178,07/08/22 09:00:00  PM,6.560,75.149,,,,,
179,07/08/22 10:00:00  PM,6.382,88.860,,,,,
180,07/08/22 11:00:00  PM,5.591,87.301,,,,,
181,07/09/22 12:00:00  AM,5.693,81.923,,,,,
182,07/09/22 01:00:00  AM,6.408,83.775,,,,,
183,07/09/22 02:00:00  AM,6.051,80.304,,,,,
184,07/09/22 03:00:00  AM,7.820,79.625,,,,,
185,07/09/22 04:00:00  AM,11.613,67.880,,,,,
186,07/09/22 05:00:00  AM,12.219,64.055,,,,,
187,07/09/22 06:00:00  AM,12.001,64.977,,,,,
188,07/09/22 07:00:00  AM,12.558,64.464,,,,,
189,07/09/22 08:00:00  AM,18.509,50.198,,,,,
190,07/09/22 09:00:00  AM,24.460,37.300,,,,,
191,07/09/22 10:00:00  AM,17.891,49.772,,,,,
192,07/09/22 11:00:00  AM,20.412,42.122,,,,,
193,07/09/22 12:00:00  PM,21.223,41.146,,,,,
194,07/09/22 01:00:00  PM,19.460,45.784,,,,,
195,07/09/22 02:00:00  PM,23.761,35.576,,,,,
196,07/09/22 03:00:00  PM,19.936,42.647,,,,,
197,07/09/22 04:00:00  PM,17.320,50.069,,,,,
198,07/09/22 05:00:00  PM,11.053,63.737,,,,,
199,07/09/22 06:00:00  PM,11.759,58.593,,,,,
200,07/09/22 07:00:00  PM,10.320,65.143,,,,,
201,07/09/22 08:00:00  PM,9.731,62.579,,,,,
202,07/09/22 09:00:00  PM,6.179,76.078,,,,,
203,07/09/22 10:00:00  PM,6.153,75.501,,,,,
204,07/09/22 11:00:00  PM,6.535,71.398,,,,,
205,07/10/22 12:00:00  AM,7.770,71.251,,,,,
206,07/10/22 01:00:00  AM,5.179,79.043,,,,,
207,07/10/22 02:00:00  AM,7.444,69.649,,,,,
208,07/10/22 03:00:00  AM,9.064,68.348,,,,,
209,07/10/22 04:00:00  AM,10.712,63.910,,,,,
210,07/10/22 05:00:00  AM,10.541,62.950,,,,,
211,07/10/22 06:00:00  AM,11.613,63.601,,,,,
212,07/10/22 07:00:00  AM,9.756,70.261,,,,,
213,07/10/22 08:00:00  AM,9.238,92.298,,,,,
214,07/10/22 09:00:00  AM,10.443,88.700,,,,,
215,07/10/22 10:00:00  AM,9.312,84.507,,,,,
216,07/10/22 11:00:00  AM,9.558,82.673,,,,,
217,07/10/22 12:00:00  PM,9.928,85.023,,,,,
218,07/10/22 01:00:00  PM,10.858,77.890,,,,,
219,07/10/22 02:00:00  PM,12.727,77.791,,,,,
220,07/10/22 03:00:00  PM,14.553,63.519,,,,,
221,07/10/22 04:00:00  PM,18.557,54.114,,,,,
222,07/10/22 05:00:00  PM,17.891,52.320,,,,,
223,07/10/22 06:00:00  PM,17.082,54.729,,,,,
224,07/10/22 07:00:00  PM,15.151,54.447,,,,,
225,07/10/22 08:00:00  PM,14.745,57.204,,,,,
226,07/10/22 09:00:00  PM,12.534,60.585,,,,,
227,07/10/22 10:00:00  PM,9.509,69.055,,,,,
228,07/10/22 11:00:00  PM,8.170,71.413,,,,,
229,07/11/22 12:00:00  AM,6.382,75.030,,,,,
230,07/11/22 01:00:00  AM,7.015,74.559,,,,,
231,07/11/22 02:00:00  AM,7.619,73.028,,,,,
232,07/11/22 03:00:00  AM,7.945,69.408,,,,,
233,07/11/22 04:00:00  AM,11.273,61.408,,,,,
234,07/11/22 05:00:00  AM,14.505,52.184,,,,,
235,07/11/22 06:00:00  AM,17.106,46.095,,,,,
236,07/11/22 07:00:00  AM,15.557,47.250,,,,,
237,07/11/22 08:00:00  AM,19.746,39.171,,,,,
238,07/11/22 09:00:00  AM,20.484,37.979,,,,,
239,07/11/22 10:00:00  AM,20.555,36.154,,,,,
240,07/11/22 11:00:00  AM,20.984,37.475,,,,,
241,07/11/22 12:00:00  PM,20.674,37.934,,,,,
242,07/11/22 01:00:00  PM,19.817,38.887,,,,,
243,07/11/22 02:00:00  PM,16.892,41.340,,,,,
244,07/11/22 03:00:00  PM,15.318,47.781,,,,,
245,07/11/22 04:00:00  PM,16.201,48.457,,,,,
246,07/11/22 05:00:00  PM,14.936,52.398,,,,,
247,07/11/22 06:00:00  PM,14.266,52.334,,,,,
248,07/11/22 07:00:00  PM,12.171,55.608,,,,,
249,07/11/22 08:00:00  PM,12.968,58.248,,,,,
250,07/11/22 09:00:00  PM,9.756,68.221,,,,,
251,07/11/22 10:00:00  PM,6.331,72.520,,,,,
252,07/11/22 11:00:00  PM,6.535,77.618,,,,,
253,07/12/22 12:00:00  AM,7.268,72.542,,,,,
254,07/12/22 01:00:00  AM,7.619,74.738,,,,,
255,07/12/22 02:00:00  AM,7.268,76.362,,,,,
256,07/12/22 03:00:00  AM,12.050,62.095,,,,,
257,07/12/22 04:00:00  AM,13.978,54.548,,,,,
258,07/12/22 05:00:00  AM,14.433,52.664,,,,,
259,07/12/22 06:00:00  AM,18.129,46.190,,,,,
260,07/12/22 07:00:00  AM,20.555,39.679,,,,,
261,07/12/22 08:00:00  AM,22.369,37.747,,,,,
262,07/12/22 09:00:00  AM,20.317,38.809,,,,,
263,07/12/22 10:00:00  AM,13.064,55.833,,,,,
264,07/12/22 11:00:00  AM,14.266,50.061,,,,,
265,07/12/22 12:00:00  PM,12.751,54.337,,,,,
266,07/12/22 01:00:00  PM,9.213,64.861,,,,,
267,07/12/22 02:00:00  PM,12.292,73.124,,,,,
268,07/12/22 03:00:00  PM,14.002,55.128,,,,,
269,07/12/22 04:00:00  PM,15.557,48.404,,,,,
270,07/12/22 05:00:00  PM,11.953,59.010,,,,,
271,07/12/22 06:00:00  PM,11.175,58.974,,,,,
272,07/12/22 07:00:00  PM,7.217,72.449,,,,,
273,07/12/22 08:00:00  PM,7.217,87.026,,,,,
274,07/12/22 09:00:00  PM,5.539,85.945,,,,,
275,07/12/22 10:00:00  PM,5.539,83.100,,,,,
276,07/12/22 11:00:00  PM,4.740,82.757,,,,,
277,07/13/22 12:00:00  AM,5.179,81.858,,,,,
278,07/13/22 01:00:00  AM,5.591,81.264,,,,,
279,07/13/22 02:00:00  AM,4.558,80.448,,,,,
280,07/13/22 03:00:00  AM,4.869,82.629,,,,,
281,07/13/22 04:00:00  AM,5.821,79.613,,,,,
282,07/13/22 05:00:00  AM,9.040,70.630,,,,,
283,07/13/22 06:00:00  AM,9.361,71.086,,,,,
284,07/13/22 07:00:00  AM,7.795,70.753,,,,,
285,07/13/22 08:00:00  AM,9.534,66.725,,,,,
286,07/13/22 09:00:00  AM,11.783,59.575,,,,,
287,07/13/22 10:00:00  AM,20.436,38.822,,,,,
288,07/13/22 11:00:00  AM,19.413,39.103,,,,,
289,07/13/22 12:00:00  PM,16.915,43.192,,,,,
290,07/13/22 01:00:00  PM,13.522,54.693,,,,,
291,07/13/22 02:00:00  PM,13.185,55.972,,,,,
292,07/13/22 03:00:00  PM,11.492,60.267,,,,,
293,07/13/22 04:00:00  PM,12.147,55.575,,,,,
294,07/13/22 05:00:00  PM,11.565,58.116,,,,,
295,07/13/22 06:00:00  PM,10.956,62.379,,,,,
296,07/13/22 07:00:00  PM,9.336,64.422,,,,,
297,07/13/22 08:00:00  PM,9.608,64.123,,,,,
298,07/13/22 09:00:00  PM,7.745,71.469,,,,,
299,07/13/22 10:00:00  PM,6.051,77.298,,,,,
300,07/13/22 11:00:00  PM,5.770,78.798,,,,,
301,07/14/22 12:00:00  AM,6.102,77.173,,,,,
302,07/14/22 01:00:00  AM,5.437,83.102,,,,,
303,07/14/22 02:00:00  AM,4.792,90.344,,,,,
304,07/14/22 03:00:00  AM,3.932,91.932,,,,,
305,07/14/22 04:00:00  AM,4.272,93.517,,,,,
306,07/14/22 05:00:00  AM,6.204,93.530,,,,,
307,07/14/22 06:00:00  AM,6.560,92.921,,,,,
308,07/14/22 07:00:00  AM,7.519,93.802,,,,,
309,07/14/22 08:00:00  AM,9.064,88.647,,,,,
310,07/14/22 09:00:00  AM,10.100,81.479,,,,,
311,07/14/22 10:00:00  AM,10.810,69.556,,,,,
312,07/14/22 11:00:00  AM,9.854,71.856,,,,,
313,07/14/22 12:00:00  PM,11.346,69.714,,,,,
314,07/14/22 01:00:00  PM,11.662,64.133,,,,,
315,07/14/22 02:00:00  PM,12.147,64.130,,,,,
316,07/14/22 03:00:00  PM,13.305,59.077,,,,,
317,07/14/22 04:00:00  PM,9.509,66.778,,,,,
318,07/14/22 05:00:00  PM,7.720,72.216,,,,,
319,07/14/22 06:00:00  PM,8.170,70.602,,,,,
320,07/14/22 07:00:00  PM,6.687,76.457,,,,,
321,07/14/22 08:00:00  PM,6.102,78.495,,,,,
322,07/14/22 09:00:00  PM,6.408,78.992,,,,,
323,07/14/22 10:00:00  PM,4.740,80.489,,,,,
324,07/14/22 11:00:00  PM,3.354,84.048,,,,,
325,07/15/22 12:00:00  AM,2.155,90.446,,,,,
326,07/15/22 01:00:00  AM,2.610,93.272,,,,,
327,07/15/22 02:00:00  AM,2.316,94.153,,,,,
328,07/15/22 03:00:00  AM,2.450,94.312,,,,,
329,07/15/22 04:00:00  AM,2.343,94.283,,,,,
330,07/15/22 05:00:00  AM,2.797,94.553,,,,,
331,07/15/22 06:00:00  AM,2.930,93.826,,,,,
332,07/15/22 07:00:00  AM,5.128,93.570,,,,,
333,07/15/22 08:00:00  AM,10.369,89.906,,,,,
334,07/15/22 09:00:00  AM,6.813,85.548,,,,,
335,07/15/22 10:00:00  AM,10.956,76.865,,,,,
336,07/15/22 11:00:00  AM,15.843,59.031,,,,,
337,07/15/22 12:00:00  PM,14.361,61.033,,,,,
338,07/15/22 01:00:00  PM,11.467,67.595,,,,,
339,07/15/22 02:00:00  PM,15.891,55.287,,,,,
340,07/15/22 03:00:00  PM,16.415,53.068,,,,,
341,07/15/22 04:00:00  PM,16.272,56.165,,,,,
342,07/15/22 05:00:00  PM,15.819,55.489,,,,,
343,07/15/22 06:00:00  PM,15.461,58.520,,,,,
344,07/15/22 07:00:00  PM,12.920,63.709,,,,,
345,07/15/22 08:00:00  PM,13.738,62.821,,,,,
346,07/15/22 09:00:00  PM,11.953,66.099,,,,,
347,07/15/22 10:00:00  PM,10.736,67.346,,,,,
348,07/15/22 11:00:00  PM,9.064,72.622,,,,,
349,07/16/22 12:00:00  AM,7.015,76.527,,,,,
350,07/16/22 01:00:00  AM,6.813,76.783,,,,,
351,07/16/22 02:00:00  AM,7.293,76.586,,,,,
352,07/16/22 03:00:00  AM,8.020,73.800,,,,,
353,07/16/22 04:00:00  AM,9.534,67.952,,,,,
354,07/16/22 05:00:00  AM,12.122,61.726,,,,,
355,07/16/22 06:00:00  AM,14.984,51.699,,,,,
356,07/16/22 07:00:00  AM,16.558,46.938,,,,,
357,07/16/22 08:00:00  AM,18.010,43.543,,,,,
358,07/16/22 09:00:00  AM,18.533,42.486,,,,,
359,07/16/22 10:00:00  AM,18.271,44.083,,,,,
360,07/16/22 11:00:00  AM,19.199,40.633,,,,,
361,07/16/22 12:00:00  PM,19.555,41.446,,,,,
362,07/16/22 01:00:00  PM,18.866,40.274,,,,,
363,07/16/22 02:00:00  PM,16.820,43.942,,,,,
364,07/16/22 03:00:00  PM,16.534,48.968,,,,,
365,07/16/22 04:00:00  PM,15.700,50.997,,,,,
366,07/16/22 05:00:00  PM,15.700,50.255,,,,,
367,07/16/22 06:00:00  PM,14.242,55.376,,,,,
368,07/16/22 07:00:00  PM,13.401,56.035,,,,,
369,07/16/22 08:00:00  PM,12.147,60.255,,,,,
370,07/16/22 09:00:00  PM,11.929,62.485,,,,,
371,07/16/22 10:00:00  PM,9.336,69.277,,,,,
372,07/16/22 11:00:00  PM,10.247,69.988,,,,,
373,07/17/22 12:00:00  AM,10.149,70.562,,,,,
374,07/17/22 01:00:00  AM,9.780,67.085,,,,,
375,07/17/22 02:00:00  AM,7.870,74.542,,,,,
376,07/17/22 03:00:00  AM,9.015,71.635,,,,,
377,07/17/22 04:00:00  AM,11.175,65.497,,,,,
378,07/17/22 05:00:00  AM,12.727,60.024,,,,,
379,07/17/22 06:00:00  AM,17.891,48.301,,,,,
380,07/17/22 07:00:00  AM,20.460,43.124,,,,,
381,07/17/22 08:00:00  AM,21.891,38.648,,,,,
382,07/17/22 09:00:00  AM,23.328,38.568,,,,,
383,07/17/22 10:00:00  AM,22.321,38.627,,,,,
384,07/17/22 11:00:00  AM,23.160,37.729,,,,,
385,07/17/22 12:00:00  PM,24.122,38.288,,,,,
386,07/17/22 01:00:00  PM,21.819,38.608,,,,,
387,07/17/22 02:00:00  PM,20.317,40.691,,,,,
388,07/17/22 03:00:00  PM,19.032,45.319,,,,,
389,07/17/22 04:00:00  PM,19.103,44.787,,,,,
390,07/17/22 05:00:00  PM,17.439,47.647,,,,,
391,07/17/22 06:00:00  PM,15.581,51.843,,,,,
392,07/17/22 07:00:00  PM,13.810,55.130,,,,,
393,07/17/22 08:00:00  PM,11.856,58.222,,,,,
394,07/17/22 09:00:00  PM,10.418,62.259,,,,,
395,07/17/22 10:00:00  PM,9.410,67.502,,,,,
396,07/17/22 11:00:00  PM,8.916,66.841,,,,,
397,07/18/22 12:00:00  AM,7.695,71.487,,,,,
398,07/18/22 01:00:00  AM,4.454,80.054,,,,,
399,07/18/22 02:00:00  AM,5.872,76.312,,,,,
400,07/18/22 03:00:00  AM,7.142,72.434,,,,,
401,07/18/22 04:00:00  AM,7.318,72.718,,,,,
402,07/18/22 05:00:00  AM,7.519,68.736,,,,,
403,07/18/22 06:00:00  AM,9.682,65.001,,,,,
404,07/18/22 07:00:00  AM,11.370,61.512,,,,,
405,07/18/22 08:00:00  AM,10.785,64.387,,,,,
406,07/18/22 09:00:00  AM,17.130,52.245,,,,,
407,07/18/22 10:00:00  AM,20.793,40.646,,,,,
408,07/18/22 11:00:00  AM,15.031,53.208,,,,,
409,07/18/22 12:00:00  PM,20.341,39.656,,,,,
410,07/18/22 01:00:00  PM,18.224,44.077,,,,,
411,07/18/22 02:00:00  PM,13.954,52.779,,,,,
412,07/18/22 03:00:00  PM,17.463,48.026,,,,,
413,07/18/22 04:00:00  PM,16.439,50.974,,,,,
414,07/18/22 05:00:00  PM,14.792,55.093,,,,,
415,07/18/22 06:00:00  PM,14.170,56.211,,,,,
416,07/18/22 07:00:00  PM,12.799,61.042,,,,,
417,07/18/22 08:00:00  PM,12.098,61.663,,,,,
418,07/18/22 09:00:00  PM,9.089,71.985,,,,,
419,07/18/22 10:00:00  PM,8.494,71.225,,,,,
420,07/18/22 11:00:00  PM,8.170,73.858,,,,,
421,07/19/22 12:00:00  AM,7.770,75.181,,,,,
422,07/19/22 01:00:00  AM,7.318,73.188,,,,,
423,07/19/22 02:00:00  AM,6.560,75.668,,,,,
424,07/19/22 03:00:00  AM,8.519,68.670,,,,,
425,07/19/22 04:00:00  AM,11.151,61.739,,,,,
426,07/19/22 05:00:00  AM,12.001,60.084,,,,,
427,07/19/22 06:00:00  AM,17.106,49.449,,,,,
428,07/19/22 07:00:00  AM,15.939,50.875,,,,,
429,07/19/22 08:00:00  AM,12.025,56.007,,,,,
430,07/19/22 09:00:00  AM,18.937,42.980,,,,,
431,07/19/22 10:00:00  AM,16.987,47.463,,,,,
432,07/19/22 11:00:00  AM,13.161,55.335,,,,,
433,07/19/22 12:00:00  PM,18.271,42.200,,,,,
434,07/19/22 01:00:00  PM,16.558,43.975,,,,,
435,07/19/22 02:00:00  PM,12.147,58.059,,,,,
436,07/19/22 03:00:00  PM,12.098,58.230,,,,,
437,07/19/22 04:00:00  PM,12.485,54.842,,,,,
438,07/19/22 05:00:00  PM,13.137,56.085,,,,,
439,07/19/22 06:00:00  PM,11.102,59.229,,,,,
440,07/19/22 07:00:00  PM,8.270,69.441,,,,,
441,07/19/22 08:00:00  PM,5.668,77.970,,,,,
442,07/19/22 09:00:00  PM,6.737,76.414,,,,,
443,07/19/22 10:00:00  PM,4.999,78.709,,,,,
444,07/19/22 11:00:00  PM,4.792,80.209,,,,,
445,07/20/22 12:00:00  AM,6.331,76.708,,,,,
446,07/20/22 01:00:00  AM,5.719,76.442,,,,,
447,07/20/22 02:00:00  AM,4.428,80.180,,,,,
448,07/20/22 03:00:00  AM,4.714,81.118,,,,,
449,07/20/22 04:00:00  AM,6.281,76.045,,,,,
450,07/20/22 05:00:00  AM,7.041,74.427,,,,,
451,07/20/22 06:00:00  AM,6.864,74.829,,,,,
