"Plot Title: DRYAS_11T_Backup"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9740237, SEN S/N: 9740237, LBL: If 11T resets and fails.)","Coupler Attached (LGR S/N: 9740237)","Coupler Detached (LGR S/N: 9740237)","Host Connected (LGR S/N: 9740237)","Stopped (LGR S/N: 9740237)","End Of File (LGR S/N: 9740237)"
190,07/05/22 02:45:00  PM,15.282,,,,,
191,07/05/22 03:00:00  PM,16.427,,,,,
192,07/05/22 03:15:00  PM,16.618,,,,,
193,07/05/22 03:30:00  PM,15.664,,,,,
194,07/05/22 03:45:00  PM,12.594,,,,,
195,07/05/22 04:00:00  PM,9.965,,,,,
196,07/05/22 04:15:00  PM,11.916,,,,,
197,07/05/22 04:30:00  PM,13.173,,,,,
198,07/05/22 04:45:00  PM,15.855,,,,,
199,07/05/22 05:00:00  PM,11.334,,,,,
200,07/05/22 05:15:00  PM,10.944,,,,,
201,07/05/22 05:30:00  PM,10.748,,,,,
202,07/05/22 05:45:00  PM,12.110,,,,,
203,07/05/22 06:00:00  PM,13.365,,,,,
204,07/05/22 06:15:00  PM,11.819,,,,,
205,07/05/22 06:30:00  PM,9.965,,,,,
206,07/05/22 06:45:00  PM,9.866,,,,,
207,07/05/22 07:00:00  PM,9.373,,,,,
208,07/05/22 07:15:00  PM,8.581,,,,,
209,07/05/22 07:30:00  PM,7.179,,,,,
210,07/05/22 07:45:00  PM,6.775,,,,,
211,07/05/22 08:00:00  PM,7.381,,,,,
212,07/05/22 08:15:00  PM,7.782,,,,,
213,07/05/22 08:30:00  PM,7.179,,,,,
214,07/05/22 08:45:00  PM,6.471,,,,,
215,07/05/22 09:00:00  PM,6.573,,,,,
216,07/05/22 09:15:00  PM,6.775,,,,,
217,07/05/22 09:30:00  PM,6.775,,,,,
218,07/05/22 09:45:00  PM,6.978,,,,,
219,07/05/22 10:00:00  PM,5.655,,,,,
220,07/05/22 10:15:00  PM,5.244,,,,,
221,07/05/22 10:30:00  PM,5.347,,,,,
222,07/05/22 10:45:00  PM,5.655,,,,,
223,07/05/22 11:00:00  PM,6.268,,,,,
224,07/05/22 11:15:00  PM,6.775,,,,,
225,07/05/22 11:30:00  PM,5.244,,,,,
226,07/05/22 11:45:00  PM,5.347,,,,,
227,07/06/22 12:00:00  AM,5.552,,,,,
228,07/06/22 12:15:00  AM,5.962,,,,,
229,07/06/22 12:30:00  AM,5.860,,,,,
230,07/06/22 12:45:00  AM,5.450,,,,,
231,07/06/22 01:00:00  AM,5.860,,,,,
232,07/06/22 01:15:00  AM,6.268,,,,,
233,07/06/22 01:30:00  AM,6.775,,,,,
234,07/06/22 01:45:00  AM,6.877,,,,,
235,07/06/22 02:00:00  AM,7.079,,,,,
236,07/06/22 02:15:00  AM,7.179,,,,,
237,07/06/22 02:30:00  AM,6.471,,,,,
238,07/06/22 02:45:00  AM,6.674,,,,,
239,07/06/22 03:00:00  AM,7.079,,,,,
240,07/06/22 03:15:00  AM,7.381,,,,,
241,07/06/22 03:30:00  AM,7.782,,,,,
242,07/06/22 03:45:00  AM,7.782,,,,,
243,07/06/22 04:00:00  AM,7.280,,,,,
244,07/06/22 04:15:00  AM,7.983,,,,,
245,07/06/22 04:30:00  AM,7.079,,,,,
246,07/06/22 04:45:00  AM,6.471,,,,,
247,07/06/22 05:00:00  AM,6.775,,,,,
248,07/06/22 05:15:00  AM,7.481,,,,,
249,07/06/22 05:30:00  AM,6.978,,,,,
250,07/06/22 05:45:00  AM,5.244,,,,,
251,07/06/22 06:00:00  AM,4.311,,,,,
252,07/06/22 06:15:00  AM,4.311,,,,,
253,07/06/22 06:30:00  AM,4.102,,,,,
254,07/06/22 06:45:00  AM,3.367,,,,,
255,07/06/22 07:00:00  AM,3.367,,,,,
256,07/06/22 07:15:00  AM,3.367,,,,,
257,07/06/22 07:30:00  AM,3.261,,,,,
258,07/06/22 07:45:00  AM,3.578,,,,,
259,07/06/22 08:00:00  AM,4.102,,,,,
260,07/06/22 08:15:00  AM,4.519,,,,,
261,07/06/22 08:30:00  AM,5.037,,,,,
262,07/06/22 08:45:00  AM,5.141,,,,,
263,07/06/22 09:00:00  AM,4.831,,,,,
264,07/06/22 09:15:00  AM,4.934,,,,,
265,07/06/22 09:30:00  AM,5.552,,,,,
266,07/06/22 09:45:00  AM,6.064,,,,,
267,07/06/22 10:00:00  AM,6.370,,,,,
268,07/06/22 10:15:00  AM,5.655,,,,,
269,07/06/22 10:30:00  AM,5.860,,,,,
270,07/06/22 10:45:00  AM,6.573,,,,,
271,07/06/22 11:00:00  AM,7.481,,,,,
272,07/06/22 11:15:00  AM,7.179,,,,,
273,07/06/22 11:30:00  AM,7.179,,,,,
274,07/06/22 11:45:00  AM,6.877,,,,,
275,07/06/22 12:00:00  PM,6.877,,,,,
276,07/06/22 12:15:00  PM,7.179,,,,,
277,07/06/22 12:30:00  PM,7.179,,,,,
278,07/06/22 12:45:00  PM,6.775,,,,,
279,07/06/22 01:00:00  PM,6.370,,,,,
280,07/06/22 01:15:00  PM,6.064,,,,,
281,07/06/22 01:30:00  PM,5.962,,,,,
282,07/06/22 01:45:00  PM,6.471,,,,,
283,07/06/22 02:00:00  PM,6.471,,,,,
284,07/06/22 02:15:00  PM,6.775,,,,,
285,07/06/22 02:30:00  PM,7.582,,,,,
286,07/06/22 02:45:00  PM,8.182,,,,,
287,07/06/22 03:00:00  PM,8.680,,,,,
288,07/06/22 03:15:00  PM,9.176,,,,,
289,07/06/22 03:30:00  PM,9.077,,,,,
290,07/06/22 03:45:00  PM,8.182,,,,,
291,07/06/22 04:00:00  PM,7.983,,,,,
292,07/06/22 04:15:00  PM,7.983,,,,,
293,07/06/22 04:30:00  PM,7.782,,,,,
294,07/06/22 04:45:00  PM,7.782,,,,,
295,07/06/22 05:00:00  PM,7.983,,,,,
296,07/06/22 05:15:00  PM,7.682,,,,,
297,07/06/22 05:30:00  PM,7.179,,,,,
298,07/06/22 05:45:00  PM,7.179,,,,,
299,07/06/22 06:00:00  PM,7.882,,,,,
300,07/06/22 06:15:00  PM,8.481,,,,,
301,07/06/22 06:30:00  PM,8.382,,,,,
302,07/06/22 06:45:00  PM,8.581,,,,,
303,07/06/22 07:00:00  PM,8.879,,,,,
304,07/06/22 07:15:00  PM,7.983,,,,,
305,07/06/22 07:30:00  PM,7.983,,,,,
306,07/06/22 07:45:00  PM,8.481,,,,,
307,07/06/22 08:00:00  PM,7.682,,,,,
308,07/06/22 08:15:00  PM,7.280,,,,,
309,07/06/22 08:30:00  PM,7.179,,,,,
310,07/06/22 08:45:00  PM,6.674,,,,,
311,07/06/22 09:00:00  PM,6.166,,,,,
312,07/06/22 09:15:00  PM,5.860,,,,,
313,07/06/22 09:30:00  PM,6.166,,,,,
314,07/06/22 09:45:00  PM,6.370,,,,,
315,07/06/22 10:00:00  PM,5.347,,,,,
316,07/06/22 10:15:00  PM,5.141,,,,,
317,07/06/22 10:30:00  PM,4.831,,,,,
318,07/06/22 10:45:00  PM,5.037,,,,,
319,07/06/22 11:00:00  PM,5.244,,,,,
320,07/06/22 11:15:00  PM,5.141,,,,,
321,07/06/22 11:30:00  PM,5.037,,,,,
322,07/06/22 11:45:00  PM,4.934,,,,,
323,07/07/22 12:00:00  AM,5.244,,,,,
324,07/07/22 12:15:00  AM,5.757,,,,,
325,07/07/22 12:30:00  AM,5.037,,,,,
326,07/07/22 12:45:00  AM,4.519,,,,,
327,07/07/22 01:00:00  AM,5.037,,,,,
328,07/07/22 01:15:00  AM,5.450,,,,,
329,07/07/22 01:30:00  AM,5.860,,,,,
330,07/07/22 01:45:00  AM,5.244,,,,,
331,07/07/22 02:00:00  AM,5.347,,,,,
332,07/07/22 02:15:00  AM,6.370,,,,,
333,07/07/22 02:30:00  AM,6.775,,,,,
334,07/07/22 02:45:00  AM,6.978,,,,,
335,07/07/22 03:00:00  AM,7.882,,,,,
336,07/07/22 03:15:00  AM,9.669,,,,,
337,07/07/22 03:30:00  AM,9.373,,,,,
338,07/07/22 03:45:00  AM,9.866,,,,,
339,07/07/22 04:00:00  AM,9.669,,,,,
340,07/07/22 04:15:00  AM,11.819,,,,,
341,07/07/22 04:30:00  AM,13.269,,,,,
342,07/07/22 04:45:00  AM,8.182,,,,,
343,07/07/22 05:00:00  AM,8.182,,,,,
344,07/07/22 05:15:00  AM,8.182,,,,,
345,07/07/22 05:30:00  AM,9.472,,,,,
346,07/07/22 05:45:00  AM,10.161,,,,,
347,07/07/22 06:00:00  AM,10.748,,,,,
348,07/07/22 06:15:00  AM,12.401,,,,,
349,07/07/22 06:30:00  AM,12.110,,,,,
350,07/07/22 06:45:00  AM,11.334,,,,,
351,07/07/22 07:00:00  AM,11.334,,,,,
352,07/07/22 07:15:00  AM,11.819,,,,,
353,07/07/22 07:30:00  AM,13.076,,,,,
354,07/07/22 07:45:00  AM,13.365,,,,,
355,07/07/22 08:00:00  AM,13.173,,,,,
356,07/07/22 08:15:00  AM,13.654,,,,,
357,07/07/22 08:30:00  AM,13.750,,,,,
358,07/07/22 08:45:00  AM,13.558,,,,,
359,07/07/22 09:00:00  AM,12.980,,,,,
360,07/07/22 09:15:00  AM,13.558,,,,,
361,07/07/22 09:30:00  AM,13.750,,,,,
362,07/07/22 09:45:00  AM,14.038,,,,,
363,07/07/22 10:00:00  AM,13.173,,,,,
364,07/07/22 10:15:00  AM,12.883,,,,,
365,07/07/22 10:30:00  AM,13.365,,,,,
366,07/07/22 10:45:00  AM,14.230,,,,,
367,07/07/22 11:00:00  AM,15.282,,,,,
368,07/07/22 11:15:00  AM,14.709,,,,,
369,07/07/22 11:30:00  AM,13.461,,,,,
370,07/07/22 11:45:00  AM,13.558,,,,,
371,07/07/22 12:00:00  PM,14.325,,,,,
372,07/07/22 12:15:00  PM,16.141,,,,,
373,07/07/22 12:30:00  PM,18.236,,,,,
374,07/07/22 12:45:00  PM,17.379,,,,,
375,07/07/22 01:00:00  PM,15.664,,,,,
376,07/07/22 01:15:00  PM,16.237,,,,,
377,07/07/22 01:30:00  PM,15.282,,,,,
378,07/07/22 01:45:00  PM,14.804,,,,,
379,07/07/22 02:00:00  PM,15.378,,,,,
380,07/07/22 02:15:00  PM,15.282,,,,,
381,07/07/22 02:30:00  PM,16.046,,,,,
382,07/07/22 02:45:00  PM,16.141,,,,,
383,07/07/22 03:00:00  PM,14.709,,,,,
384,07/07/22 03:15:00  PM,14.230,,,,,
385,07/07/22 03:30:00  PM,13.942,,,,,
386,07/07/22 03:45:00  PM,14.900,,,,,
387,07/07/22 04:00:00  PM,15.760,,,,,
388,07/07/22 04:15:00  PM,15.664,,,,,
389,07/07/22 04:30:00  PM,15.282,,,,,
390,07/07/22 04:45:00  PM,14.230,,,,,
391,07/07/22 05:00:00  PM,14.134,,,,,
392,07/07/22 05:15:00  PM,14.230,,,,,
393,07/07/22 05:30:00  PM,14.038,,,,,
394,07/07/22 05:45:00  PM,13.942,,,,,
395,07/07/22 06:00:00  PM,14.230,,,,,
396,07/07/22 06:15:00  PM,14.709,,,,,
397,07/07/22 06:30:00  PM,16.427,,,,,
398,07/07/22 06:45:00  PM,15.091,,,,,
399,07/07/22 07:00:00  PM,12.207,,,,,
400,07/07/22 07:15:00  PM,13.942,,,,,
401,07/07/22 07:30:00  PM,16.141,,,,,
402,07/07/22 07:45:00  PM,15.569,,,,,
403,07/07/22 08:00:00  PM,14.709,,,,,
404,07/07/22 08:15:00  PM,15.378,,,,,
405,07/07/22 08:30:00  PM,13.654,,,,,
406,07/07/22 08:45:00  PM,12.304,,,,,
407,07/07/22 09:00:00  PM,12.207,,,,,
408,07/07/22 09:15:00  PM,13.173,,,,,
409,07/07/22 09:30:00  PM,14.230,,,,,
410,07/07/22 09:45:00  PM,14.804,,,,,
411,07/07/22 10:00:00  PM,9.866,,,,,
412,07/07/22 10:15:00  PM,9.077,,,,,
413,07/07/22 10:30:00  PM,9.077,,,,,
414,07/07/22 10:45:00  PM,10.846,,,,,
415,07/07/22 11:00:00  PM,12.690,,,,,
416,07/07/22 11:15:00  PM,13.846,,,,,
417,07/07/22 11:30:00  PM,14.517,,,,,
418,07/07/22 11:45:00  PM,12.207,,,,,
419,07/08/22 12:00:00  AM,9.373,,,,,
420,07/08/22 12:15:00  AM,10.063,,,,,
421,07/08/22 12:30:00  AM,9.965,,,,,
422,07/08/22 12:45:00  AM,9.866,,,,,
423,07/08/22 01:00:00  AM,10.357,,,,,
424,07/08/22 01:15:00  AM,10.259,,,,,
425,07/08/22 01:30:00  AM,9.768,,,,,
426,07/08/22 01:45:00  AM,10.748,,,,,
427,07/08/22 02:00:00  AM,11.334,,,,,
428,07/08/22 02:15:00  AM,11.139,,,,,
429,07/08/22 02:30:00  AM,9.275,,,,,
430,07/08/22 02:45:00  AM,9.176,,,,,
431,07/08/22 03:00:00  AM,9.669,,,,,
432,07/08/22 03:15:00  AM,9.472,,,,,
433,07/08/22 03:30:00  AM,8.879,,,,,
434,07/08/22 03:45:00  AM,8.481,,,,,
435,07/08/22 04:00:00  AM,8.481,,,,,
436,07/08/22 04:15:00  AM,8.082,,,,,
437,07/08/22 04:30:00  AM,9.669,,,,,
438,07/08/22 04:45:00  AM,10.748,,,,,
439,07/08/22 05:00:00  AM,10.259,,,,,
440,07/08/22 05:15:00  AM,9.275,,,,,
441,07/08/22 05:30:00  AM,11.139,,,,,
442,07/08/22 05:45:00  AM,14.038,,,,,
443,07/08/22 06:00:00  AM,15.664,,,,,
444,07/08/22 06:15:00  AM,12.207,,,,,
445,07/08/22 06:30:00  AM,11.431,,,,,
446,07/08/22 06:45:00  AM,13.654,,,,,
447,07/08/22 07:00:00  AM,17.760,,,,,
448,07/08/22 07:15:00  AM,17.189,,,,,
449,07/08/22 07:30:00  AM,11.528,,,,,
450,07/08/22 07:45:00  AM,12.594,,,,,
451,07/08/22 08:00:00  AM,13.654,,,,,
452,07/08/22 08:15:00  AM,15.187,,,,,
453,07/08/22 08:30:00  AM,14.325,,,,,
454,07/08/22 08:45:00  AM,12.690,,,,,
455,07/08/22 09:00:00  AM,15.282,,,,,
456,07/08/22 09:15:00  AM,19.948,,,,,
457,07/08/22 09:30:00  AM,13.750,,,,,
458,07/08/22 09:45:00  AM,14.613,,,,,
459,07/08/22 10:00:00  AM,13.750,,,,,
460,07/08/22 10:15:00  AM,13.942,,,,,
461,07/08/22 10:30:00  AM,13.269,,,,,
462,07/08/22 10:45:00  AM,15.187,,,,,
463,07/08/22 11:00:00  AM,15.378,,,,,
464,07/08/22 11:15:00  AM,13.654,,,,,
465,07/08/22 11:30:00  AM,14.325,,,,,
466,07/08/22 11:45:00  AM,16.141,,,,,
467,07/08/22 12:00:00  PM,17.094,,,,,
468,07/08/22 12:15:00  PM,21.091,,,,,
469,07/08/22 12:30:00  PM,15.855,,,,,
470,07/08/22 12:45:00  PM,16.523,,,,,
471,07/08/22 01:00:00  PM,13.654,,,,,
472,07/08/22 01:15:00  PM,12.787,,,,,
473,07/08/22 01:30:00  PM,14.421,,,,,
474,07/08/22 01:45:00  PM,11.334,,,,,
475,07/08/22 02:00:00  PM,8.978,,,,,
476,07/08/22 02:15:00  PM,9.866,,,,,
477,07/08/22 02:30:00  PM,8.680,,,,,
478,07/08/22 02:45:00  PM,8.082,,,,,
479,07/08/22 03:00:00  PM,8.382,,,,,
480,07/08/22 03:15:00  PM,7.682,,,,,
481,07/08/22 03:30:00  PM,6.978,,,,,
482,07/08/22 03:45:00  PM,7.481,,,,,
483,07/08/22 04:00:00  PM,7.882,,,,,
484,07/08/22 04:15:00  PM,7.882,,,,,
485,07/08/22 04:30:00  PM,6.064,,,,,
486,07/08/22 04:45:00  PM,7.381,,,,,
487,07/08/22 05:00:00  PM,7.682,,,,,
488,07/08/22 05:15:00  PM,8.382,,,,,
489,07/08/22 05:30:00  PM,9.275,,,,,
490,07/08/22 05:45:00  PM,10.161,,,,,
491,07/08/22 06:00:00  PM,10.161,,,,,
492,07/08/22 06:15:00  PM,7.682,,,,,
493,07/08/22 06:30:00  PM,8.182,,,,,
494,07/08/22 06:45:00  PM,10.748,,,,,
495,07/08/22 07:00:00  PM,15.187,,,,,
496,07/08/22 07:15:00  PM,17.379,,,,,
497,07/08/22 07:30:00  PM,14.709,,,,,
498,07/08/22 07:45:00  PM,10.259,,,,,
499,07/08/22 08:00:00  PM,8.779,,,,,
500,07/08/22 08:15:00  PM,8.182,,,,,
501,07/08/22 08:30:00  PM,7.882,,,,,
502,07/08/22 08:45:00  PM,7.481,,,,,
503,07/08/22 09:00:00  PM,6.674,,,,,
504,07/08/22 09:15:00  PM,6.775,,,,,
505,07/08/22 09:30:00  PM,7.481,,,,,
506,07/08/22 09:45:00  PM,7.682,,,,,
507,07/08/22 10:00:00  PM,7.582,,,,,
508,07/08/22 10:15:00  PM,7.682,,,,,
509,07/08/22 10:30:00  PM,5.347,,,,,
510,07/08/22 10:45:00  PM,4.934,,,,,
511,07/08/22 11:00:00  PM,5.347,,,,,
512,07/08/22 11:15:00  PM,4.415,,,,,
513,07/08/22 11:30:00  PM,4.831,,,,,
514,07/08/22 11:45:00  PM,5.655,,,,,
515,07/09/22 12:00:00  AM,6.064,,,,,
516,07/09/22 12:15:00  AM,5.347,,,,,
517,07/09/22 12:30:00  AM,5.244,,,,,
518,07/09/22 12:45:00  AM,6.268,,,,,
519,07/09/22 01:00:00  AM,7.079,,,,,
520,07/09/22 01:15:00  AM,7.582,,,,,
521,07/09/22 01:30:00  AM,8.182,,,,,
522,07/09/22 01:45:00  AM,6.674,,,,,
523,07/09/22 02:00:00  AM,6.573,,,,,
524,07/09/22 02:15:00  AM,7.079,,,,,
