"Plot Title: WILL_7T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10139946, SEN S/N: 10139946, LBL: 10_cm)","Good Battery (LGR S/N: 10139946)","Coupler Attached (LGR S/N: 10139946)","Host Connected (LGR S/N: 10139946)","Stopped (LGR S/N: 10139946)","End Of File (LGR S/N: 10139946)"
81,06/27/22 08:00:00  AM,15.091,,,,,
82,06/27/22 08:15:00  AM,16.427,,,,,
83,06/27/22 08:30:00  AM,18.711,,,,,
84,06/27/22 08:45:00  AM,19.662,,,,,
85,06/27/22 09:00:00  AM,19.948,,,,,
86,06/27/22 09:15:00  AM,17.570,,,,,
87,06/27/22 09:30:00  AM,17.284,,,,,
88,06/27/22 09:45:00  AM,20.615,,,,,
89,06/27/22 10:00:00  AM,19.472,,,,,
90,06/27/22 10:15:00  AM,20.329,,,,,
91,06/27/22 10:30:00  AM,21.664,,,,,
92,06/27/22 10:45:00  AM,21.951,,,,,
93,06/27/22 11:00:00  AM,20.519,,,,,
94,06/27/22 11:15:00  AM,22.525,,,,,
95,06/27/22 11:30:00  AM,23.388,,,,,
96,06/27/22 11:45:00  AM,23.100,,,,,
97,06/27/22 12:00:00  PM,21.091,,,,,
98,06/27/22 12:15:00  PM,20.138,,,,,
99,06/27/22 12:30:00  PM,20.043,,,,,
100,06/27/22 12:45:00  PM,20.138,,,,,
101,06/27/22 01:00:00  PM,20.805,,,,,
102,06/27/22 01:15:00  PM,21.187,,,,,
103,06/27/22 01:30:00  PM,21.855,,,,,
104,06/27/22 01:45:00  PM,20.996,,,,,
105,06/27/22 02:00:00  PM,20.138,,,,,
106,06/27/22 02:15:00  PM,18.806,,,,,
107,06/27/22 02:30:00  PM,20.043,,,,,
108,06/27/22 02:45:00  PM,21.473,,,,,
109,06/27/22 03:00:00  PM,23.004,,,,,
110,06/27/22 03:15:00  PM,23.292,,,,,
111,06/27/22 03:30:00  PM,22.908,,,,,
112,06/27/22 03:45:00  PM,22.333,,,,,
113,06/27/22 04:00:00  PM,22.812,,,,,
114,06/27/22 04:15:00  PM,22.812,,,,,
115,06/27/22 04:30:00  PM,22.525,,,,,
116,06/27/22 04:45:00  PM,23.388,,,,,
117,06/27/22 05:00:00  PM,23.196,,,,,
118,06/27/22 05:15:00  PM,23.581,,,,,
119,06/27/22 05:30:00  PM,23.484,,,,,
120,06/27/22 05:45:00  PM,23.484,,,,,
121,06/27/22 06:00:00  PM,23.677,,,,,
122,06/27/22 06:15:00  PM,23.292,,,,,
123,06/27/22 06:30:00  PM,23.677,,,,,
124,06/27/22 06:45:00  PM,23.004,,,,,
125,06/27/22 07:00:00  PM,22.429,,,,,
126,06/27/22 07:15:00  PM,22.333,,,,,
127,06/27/22 07:30:00  PM,21.664,,,,,
128,06/27/22 07:45:00  PM,20.424,,,,,
129,06/27/22 08:00:00  PM,19.758,,,,,
130,06/27/22 08:15:00  PM,19.282,,,,,
131,06/27/22 08:30:00  PM,19.377,,,,,
132,06/27/22 08:45:00  PM,19.662,,,,,
133,06/27/22 09:00:00  PM,19.948,,,,,
134,06/27/22 09:15:00  PM,19.567,,,,,
135,06/27/22 09:30:00  PM,17.475,,,,,
136,06/27/22 09:45:00  PM,17.094,,,,,
137,06/27/22 10:00:00  PM,16.808,,,,,
138,06/27/22 10:15:00  PM,16.713,,,,,
139,06/27/22 10:30:00  PM,16.618,,,,,
140,06/27/22 10:45:00  PM,16.332,,,,,
141,06/27/22 11:00:00  PM,16.332,,,,,
142,06/27/22 11:15:00  PM,15.855,,,,,
143,06/27/22 11:30:00  PM,15.187,,,,,
144,06/27/22 11:45:00  PM,15.187,,,,,
145,06/28/22 12:00:00  AM,14.900,,,,,
146,06/28/22 12:15:00  AM,14.900,,,,,
147,06/28/22 12:30:00  AM,14.709,,,,,
148,06/28/22 12:45:00  AM,14.804,,,,,
149,06/28/22 01:00:00  AM,14.325,,,,,
150,06/28/22 01:15:00  AM,13.942,,,,,
151,06/28/22 01:30:00  AM,13.750,,,,,
152,06/28/22 01:45:00  AM,13.461,,,,,
153,06/28/22 02:00:00  AM,13.365,,,,,
154,06/28/22 02:15:00  AM,13.173,,,,,
155,06/28/22 02:30:00  AM,12.401,,,,,
156,06/28/22 02:45:00  AM,12.401,,,,,
157,06/28/22 03:00:00  AM,13.654,,,,,
158,06/28/22 03:15:00  AM,14.613,,,,,
159,06/28/22 03:30:00  AM,15.091,,,,,
160,06/28/22 03:45:00  AM,15.282,,,,,
161,06/28/22 04:00:00  AM,15.473,,,,,
162,06/28/22 04:15:00  AM,16.237,,,,,
163,06/28/22 04:30:00  AM,16.523,,,,,
164,06/28/22 04:45:00  AM,16.618,,,,,
165,06/28/22 05:00:00  AM,16.141,,,,,
166,06/28/22 05:15:00  AM,18.045,,,,,
167,06/28/22 05:30:00  AM,18.806,,,,,
168,06/28/22 05:45:00  AM,19.948,,,,,
169,06/28/22 06:00:00  AM,20.329,,,,,
170,06/28/22 06:15:00  AM,20.329,,,,,
171,06/28/22 06:30:00  AM,19.853,,,,,
172,06/28/22 06:45:00  AM,20.615,,,,,
173,06/28/22 07:00:00  AM,21.473,,,,,
174,06/28/22 07:15:00  AM,21.664,,,,,
175,06/28/22 07:30:00  AM,22.621,,,,,
176,06/28/22 07:45:00  AM,23.677,,,,,
177,06/28/22 08:00:00  AM,24.158,,,,,
178,06/28/22 08:15:00  AM,24.351,,,,,
179,06/28/22 08:30:00  AM,24.351,,,,,
180,06/28/22 08:45:00  AM,24.931,,,,,
181,06/28/22 09:00:00  AM,25.416,,,,,
182,06/28/22 09:15:00  AM,25.513,,,,,
183,06/28/22 09:30:00  AM,25.708,,,,,
184,06/28/22 09:45:00  AM,25.902,,,,,
185,06/28/22 10:00:00  AM,26.683,,,,,
186,06/28/22 10:15:00  AM,26.879,,,,,
187,06/28/22 10:30:00  AM,27.075,,,,,
188,06/28/22 10:45:00  AM,27.370,,,,,
189,06/28/22 11:00:00  AM,28.060,,,,,
190,06/28/22 11:15:00  AM,28.357,,,,,
191,06/28/22 11:30:00  AM,28.357,,,,,
192,06/28/22 11:45:00  AM,27.764,,,,,
193,06/28/22 12:00:00  PM,25.513,,,,,
194,06/28/22 12:15:00  PM,24.351,,,,,
195,06/28/22 12:30:00  PM,24.448,,,,,
196,06/28/22 12:45:00  PM,24.931,,,,,
197,06/28/22 01:00:00  PM,25.805,,,,,
198,06/28/22 01:15:00  PM,25.513,,,,,
199,06/28/22 01:30:00  PM,26.195,,,,,
200,06/28/22 01:45:00  PM,26.879,,,,,
201,06/28/22 02:00:00  PM,27.665,,,,,
202,06/28/22 02:15:00  PM,27.468,,,,,
203,06/28/22 02:30:00  PM,27.272,,,,,
204,06/28/22 02:45:00  PM,26.000,,,,,
205,06/28/22 03:00:00  PM,27.370,,,,,
206,06/28/22 03:15:00  PM,27.862,,,,,
207,06/28/22 03:30:00  PM,26.977,,,,,
208,06/28/22 03:45:00  PM,26.585,,,,,
209,06/28/22 04:00:00  PM,24.931,,,,,
210,06/28/22 04:15:00  PM,24.158,,,,,
211,06/28/22 04:30:00  PM,24.448,,,,,
212,06/28/22 04:45:00  PM,24.931,,,,,
213,06/28/22 05:00:00  PM,24.062,,,,,
214,06/28/22 05:15:00  PM,24.351,,,,,
215,06/28/22 05:30:00  PM,25.416,,,,,
216,06/28/22 05:45:00  PM,25.125,,,,,
217,06/28/22 06:00:00  PM,24.641,,,,,
218,06/28/22 06:15:00  PM,24.351,,,,,
219,06/28/22 06:30:00  PM,23.869,,,,,
220,06/28/22 06:45:00  PM,23.292,,,,,
221,06/28/22 07:00:00  PM,23.966,,,,,
222,06/28/22 07:15:00  PM,23.484,,,,,
223,06/28/22 07:30:00  PM,22.908,,,,,
224,06/28/22 07:45:00  PM,21.187,,,,,
225,06/28/22 08:00:00  PM,20.901,,,,,
226,06/28/22 08:15:00  PM,20.901,,,,,
227,06/28/22 08:30:00  PM,20.234,,,,,
228,06/28/22 08:45:00  PM,19.758,,,,,
229,06/28/22 09:00:00  PM,18.331,,,,,
230,06/28/22 09:15:00  PM,17.950,,,,,
231,06/28/22 09:30:00  PM,17.760,,,,,
232,06/28/22 09:45:00  PM,18.236,,,,,
233,06/28/22 10:00:00  PM,18.711,,,,,
234,06/28/22 10:15:00  PM,18.331,,,,,
235,06/28/22 10:30:00  PM,18.236,,,,,
236,06/28/22 10:45:00  PM,18.140,,,,,
237,06/28/22 11:00:00  PM,17.950,,,,,
238,06/28/22 11:15:00  PM,17.855,,,,,
239,06/28/22 11:30:00  PM,17.379,,,,,
240,06/28/22 11:45:00  PM,17.094,,,,,
241,06/29/22 12:00:00  AM,17.094,,,,,
242,06/29/22 12:15:00  AM,17.094,,,,,
243,06/29/22 12:30:00  AM,16.713,,,,,
244,06/29/22 12:45:00  AM,16.427,,,,,
245,06/29/22 01:00:00  AM,16.141,,,,,
246,06/29/22 01:15:00  AM,15.091,,,,,
247,06/29/22 01:30:00  AM,14.804,,,,,
248,06/29/22 01:45:00  AM,15.282,,,,,
249,06/29/22 02:00:00  AM,15.091,,,,,
250,06/29/22 02:15:00  AM,15.091,,,,,
251,06/29/22 02:30:00  AM,15.091,,,,,
252,06/29/22 02:45:00  AM,15.473,,,,,
253,06/29/22 03:00:00  AM,15.951,,,,,
254,06/29/22 03:15:00  AM,15.664,,,,,
255,06/29/22 03:30:00  AM,16.523,,,,,
256,06/29/22 03:45:00  AM,17.189,,,,,
257,06/29/22 04:00:00  AM,17.475,,,,,
258,06/29/22 04:15:00  AM,18.331,,,,,
259,06/29/22 04:30:00  AM,18.901,,,,,
260,06/29/22 04:45:00  AM,17.950,,,,,
261,06/29/22 05:00:00  AM,19.187,,,,,
262,06/29/22 05:15:00  AM,20.615,,,,,
263,06/29/22 05:30:00  AM,22.142,,,,,
264,06/29/22 05:45:00  AM,23.004,,,,,
265,06/29/22 06:00:00  AM,23.004,,,,,
266,06/29/22 06:15:00  AM,22.142,,,,,
267,06/29/22 06:30:00  AM,22.812,,,,,
268,06/29/22 06:45:00  AM,24.448,,,,,
269,06/29/22 07:00:00  AM,25.513,,,,,
270,06/29/22 07:15:00  AM,25.708,,,,,
271,06/29/22 07:30:00  AM,18.806,,,,,
272,06/29/22 07:45:00  AM,17.665,,,,,
273,06/29/22 08:00:00  AM,17.665,,,,,
274,06/29/22 08:15:00  AM,18.331,,,,,
275,06/29/22 08:30:00  AM,17.570,,,,,
276,06/29/22 08:45:00  AM,18.045,,,,,
277,06/29/22 09:00:00  AM,19.377,,,,,
278,06/29/22 09:15:00  AM,21.187,,,,,
279,06/29/22 09:30:00  AM,19.187,,,,,
280,06/29/22 09:45:00  AM,19.853,,,,,
281,06/29/22 10:00:00  AM,20.234,,,,,
282,06/29/22 10:15:00  AM,22.429,,,,,
283,06/29/22 10:30:00  AM,23.004,,,,,
284,06/29/22 10:45:00  AM,22.621,,,,,
285,06/29/22 11:00:00  AM,22.717,,,,,
286,06/29/22 11:15:00  AM,22.908,,,,,
287,06/29/22 11:30:00  AM,22.717,,,,,
288,06/29/22 11:45:00  AM,22.621,,,,,
289,06/29/22 12:00:00  PM,20.901,,,,,
290,06/29/22 12:15:00  PM,20.234,,,,,
291,06/29/22 12:30:00  PM,20.615,,,,,
292,06/29/22 12:45:00  PM,21.664,,,,,
293,06/29/22 01:00:00  PM,22.717,,,,,
294,06/29/22 01:15:00  PM,23.484,,,,,
295,06/29/22 01:30:00  PM,24.062,,,,,
296,06/29/22 01:45:00  PM,24.545,,,,,
297,06/29/22 02:00:00  PM,24.835,,,,,
298,06/29/22 02:15:00  PM,25.222,,,,,
299,06/29/22 02:30:00  PM,25.125,,,,,
300,06/29/22 02:45:00  PM,26.097,,,,,
301,06/29/22 03:00:00  PM,26.879,,,,,
302,06/29/22 03:15:00  PM,27.075,,,,,
303,06/29/22 03:30:00  PM,26.195,,,,,
304,06/29/22 03:45:00  PM,25.416,,,,,
305,06/29/22 04:00:00  PM,24.738,,,,,
306,06/29/22 04:15:00  PM,23.581,,,,,
307,06/29/22 04:30:00  PM,23.484,,,,,
308,06/29/22 04:45:00  PM,24.351,,,,,
309,06/29/22 05:00:00  PM,24.545,,,,,
310,06/29/22 05:15:00  PM,24.931,,,,,
311,06/29/22 05:30:00  PM,23.869,,,,,
312,06/29/22 05:45:00  PM,23.196,,,,,
313,06/29/22 06:00:00  PM,22.621,,,,,
314,06/29/22 06:15:00  PM,22.333,,,,,
315,06/29/22 06:30:00  PM,22.908,,,,,
316,06/29/22 06:45:00  PM,23.581,,,,,
317,06/29/22 07:00:00  PM,24.448,,,,,
318,06/29/22 07:15:00  PM,22.429,,,,,
319,06/29/22 07:30:00  PM,22.333,,,,,
320,06/29/22 07:45:00  PM,22.717,,,,,
321,06/29/22 08:00:00  PM,23.004,,,,,
322,06/29/22 08:15:00  PM,22.621,,,,,
323,06/29/22 08:30:00  PM,22.142,,,,,
324,06/29/22 08:45:00  PM,20.901,,,,,
325,06/29/22 09:00:00  PM,20.043,,,,,
326,06/29/22 09:15:00  PM,19.567,,,,,
327,06/29/22 09:30:00  PM,19.948,,,,,
328,06/29/22 09:45:00  PM,19.758,,,,,
329,06/29/22 10:00:00  PM,18.806,,,,,
330,06/29/22 10:15:00  PM,18.331,,,,,
331,06/29/22 10:30:00  PM,18.140,,,,,
332,06/29/22 10:45:00  PM,18.140,,,,,
333,06/29/22 11:00:00  PM,17.665,,,,,
334,06/29/22 11:15:00  PM,17.189,,,,,
335,06/29/22 11:30:00  PM,17.094,,,,,
336,06/29/22 11:45:00  PM,16.999,,,,,
337,06/30/22 12:00:00  AM,16.713,,,,,
338,06/30/22 12:15:00  AM,15.760,,,,,
339,06/30/22 12:30:00  AM,15.569,,,,,
340,06/30/22 12:45:00  AM,15.569,,,,,
341,06/30/22 01:00:00  AM,15.378,,,,,
342,06/30/22 01:15:00  AM,14.996,,,,,
343,06/30/22 01:30:00  AM,14.996,,,,,
344,06/30/22 01:45:00  AM,14.900,,,,,
345,06/30/22 02:00:00  AM,14.613,,,,,
346,06/30/22 02:15:00  AM,14.517,,,,,
347,06/30/22 02:30:00  AM,14.421,,,,,
348,06/30/22 02:45:00  AM,14.421,,,,,
349,06/30/22 03:00:00  AM,14.421,,,,,
350,06/30/22 03:15:00  AM,14.804,,,,,
351,06/30/22 03:30:00  AM,15.091,,,,,
352,06/30/22 03:45:00  AM,14.709,,,,,
353,06/30/22 04:00:00  AM,14.517,,,,,
354,06/30/22 04:15:00  AM,15.473,,,,,
355,06/30/22 04:30:00  AM,16.046,,,,,
356,06/30/22 04:45:00  AM,16.332,,,,,
357,06/30/22 05:00:00  AM,17.475,,,,,
358,06/30/22 05:15:00  AM,18.331,,,,,
359,06/30/22 05:30:00  AM,19.472,,,,,
360,06/30/22 05:45:00  AM,20.329,,,,,
361,06/30/22 06:00:00  AM,21.187,,,,,
362,06/30/22 06:15:00  AM,21.760,,,,,
363,06/30/22 06:30:00  AM,21.760,,,,,
364,06/30/22 06:45:00  AM,21.473,,,,,
365,06/30/22 07:00:00  AM,21.760,,,,,
366,06/30/22 07:15:00  AM,21.664,,,,,
367,06/30/22 07:30:00  AM,22.046,,,,,
368,06/30/22 07:45:00  AM,22.046,,,,,
369,06/30/22 08:00:00  AM,22.525,,,,,
370,06/30/22 08:15:00  AM,22.812,,,,,
371,06/30/22 08:30:00  AM,22.142,,,,,
372,06/30/22 08:45:00  AM,22.908,,,,,
373,06/30/22 09:00:00  AM,22.908,,,,,
374,06/30/22 09:15:00  AM,23.004,,,,,
375,06/30/22 09:30:00  AM,23.581,,,,,
376,06/30/22 09:45:00  AM,23.388,,,,,
377,06/30/22 10:00:00  AM,22.429,,,,,
378,06/30/22 10:15:00  AM,22.142,,,,,
379,06/30/22 10:30:00  AM,23.100,,,,,
380,06/30/22 10:45:00  AM,23.196,,,,,
381,06/30/22 11:00:00  AM,24.738,,,,,
382,06/30/22 11:15:00  AM,25.708,,,,,
383,06/30/22 11:30:00  AM,25.805,,,,,
384,06/30/22 11:45:00  AM,24.062,,,,,
385,06/30/22 12:00:00  PM,21.951,,,,,
386,06/30/22 12:15:00  PM,21.091,,,,,
387,06/30/22 12:30:00  PM,20.043,,,,,
388,06/30/22 12:45:00  PM,21.569,,,,,
389,06/30/22 01:00:00  PM,20.710,,,,,
390,06/30/22 01:15:00  PM,21.187,,,,,
391,06/30/22 01:30:00  PM,20.805,,,,,
392,06/30/22 01:45:00  PM,20.138,,,,,
393,06/30/22 02:00:00  PM,21.378,,,,,
394,06/30/22 02:15:00  PM,23.388,,,,,
395,06/30/22 02:30:00  PM,23.388,,,,,
396,06/30/22 02:45:00  PM,23.004,,,,,
397,06/30/22 03:00:00  PM,21.378,,,,,
398,06/30/22 03:15:00  PM,20.043,,,,,
399,06/30/22 03:30:00  PM,20.519,,,,,
400,06/30/22 03:45:00  PM,22.525,,,,,
401,06/30/22 04:00:00  PM,23.196,,,,,
402,06/30/22 04:15:00  PM,20.519,,,,,
403,06/30/22 04:30:00  PM,20.043,,,,,
404,06/30/22 04:45:00  PM,18.426,,,,,
405,06/30/22 05:00:00  PM,18.140,,,,,
406,06/30/22 05:15:00  PM,16.141,,,,,
407,06/30/22 05:30:00  PM,16.903,,,,,
408,06/30/22 05:45:00  PM,16.713,,,,,
409,06/30/22 06:00:00  PM,16.332,,,,,
410,06/30/22 06:15:00  PM,18.140,,,,,
411,06/30/22 06:30:00  PM,17.760,,,,,
412,06/30/22 06:45:00  PM,15.855,,,,,
413,06/30/22 07:00:00  PM,15.951,,,,,
414,06/30/22 07:15:00  PM,17.284,,,,,
415,06/30/22 07:30:00  PM,19.092,,,,,
416,06/30/22 07:45:00  PM,20.138,,,,,
417,06/30/22 08:00:00  PM,20.138,,,,,
418,06/30/22 08:15:00  PM,19.662,,,,,
419,06/30/22 08:30:00  PM,19.662,,,,,
420,06/30/22 08:45:00  PM,14.325,,,,,
421,06/30/22 09:00:00  PM,9.965,,,,,
422,06/30/22 09:15:00  PM,8.182,,,,,
423,06/30/22 09:30:00  PM,10.259,,,,,
424,06/30/22 09:45:00  PM,14.804,,,,,
425,06/30/22 10:00:00  PM,15.951,,,,,
426,06/30/22 10:15:00  PM,13.365,,,,,
427,06/30/22 10:30:00  PM,10.553,,,,,
428,06/30/22 10:45:00  PM,8.082,,,,,
429,06/30/22 11:00:00  PM,7.079,,,,,
430,06/30/22 11:15:00  PM,8.082,,,,,
431,06/30/22 11:30:00  PM,8.282,,,,,
432,06/30/22 11:45:00  PM,7.782,,,,,
433,07/01/22 12:00:00  AM,7.179,,,,,
434,07/01/22 12:15:00  AM,6.573,,,,,
435,07/01/22 12:30:00  AM,6.471,,,,,
436,07/01/22 12:45:00  AM,6.166,,,,,
437,07/01/22 01:00:00  AM,5.962,,,,,
438,07/01/22 01:15:00  AM,5.757,,,,,
439,07/01/22 01:30:00  AM,5.962,,,,,
440,07/01/22 01:45:00  AM,6.268,,,,,
441,07/01/22 02:00:00  AM,6.674,,,,,
442,07/01/22 02:15:00  AM,6.978,,,,,
443,07/01/22 02:30:00  AM,7.280,,,,,
444,07/01/22 02:45:00  AM,8.182,,,,,
445,07/01/22 03:00:00  AM,9.571,,,,,
446,07/01/22 03:15:00  AM,10.455,,,,,
447,07/01/22 03:30:00  AM,10.748,,,,,
448,07/01/22 03:45:00  AM,10.161,,,,,
449,07/01/22 04:00:00  AM,9.866,,,,,
450,07/01/22 04:15:00  AM,9.571,,,,,
451,07/01/22 04:30:00  AM,8.481,,,,,
452,07/01/22 04:45:00  AM,8.182,,,,,
453,07/01/22 05:00:00  AM,8.282,,,,,
454,07/01/22 05:15:00  AM,8.382,,,,,
455,07/01/22 05:30:00  AM,8.779,,,,,
456,07/01/22 05:45:00  AM,8.879,,,,,
457,07/01/22 06:00:00  AM,9.176,,,,,
458,07/01/22 06:15:00  AM,8.879,,,,,
459,07/01/22 06:30:00  AM,8.581,,,,,
460,07/01/22 06:45:00  AM,9.077,,,,,
461,07/01/22 07:00:00  AM,11.139,,,,,
462,07/01/22 07:15:00  AM,13.269,,,,,
463,07/01/22 07:30:00  AM,13.365,,,,,
464,07/01/22 07:45:00  AM,13.076,,,,,
465,07/01/22 08:00:00  AM,13.461,,,,,
466,07/01/22 08:15:00  AM,13.654,,,,,
467,07/01/22 08:30:00  AM,13.076,,,,,
468,07/01/22 08:45:00  AM,13.173,,,,,
469,07/01/22 09:00:00  AM,13.750,,,,,
470,07/01/22 09:15:00  AM,15.473,,,,,
471,07/01/22 09:30:00  AM,18.426,,,,,
472,07/01/22 09:45:00  AM,20.805,,,,,
473,07/01/22 10:00:00  AM,21.378,,,,,
474,07/01/22 10:15:00  AM,24.158,,,,,
475,07/01/22 10:30:00  AM,23.581,,,,,
476,07/01/22 10:45:00  AM,23.869,,,,,
477,07/01/22 11:00:00  AM,19.282,,,,,
478,07/01/22 11:15:00  AM,16.618,,,,,
479,07/01/22 11:30:00  AM,15.091,,,,,
480,07/01/22 11:45:00  AM,15.473,,,,,
481,07/01/22 12:00:00  PM,15.378,,,,,
482,07/01/22 12:15:00  PM,14.230,,,,,
483,07/01/22 12:30:00  PM,14.996,,,,,
484,07/01/22 12:45:00  PM,17.570,,,,,
485,07/01/22 01:00:00  PM,18.711,,,,,
486,07/01/22 01:15:00  PM,19.377,,,,,
487,07/01/22 01:30:00  PM,20.901,,,,,
488,07/01/22 01:45:00  PM,19.948,,,,,
489,07/01/22 02:00:00  PM,18.806,,,,,
490,07/01/22 02:15:00  PM,17.475,,,,,
491,07/01/22 02:30:00  PM,17.094,,,,,
492,07/01/22 02:45:00  PM,17.950,,,,,
493,07/01/22 03:00:00  PM,18.331,,,,,
494,07/01/22 03:15:00  PM,17.284,,,,,
495,07/01/22 03:30:00  PM,16.523,,,,,
496,07/01/22 03:45:00  PM,14.709,,,,,
497,07/01/22 04:00:00  PM,12.883,,,,,
498,07/01/22 04:15:00  PM,11.819,,,,,
499,07/01/22 04:30:00  PM,10.944,,,,,
500,07/01/22 04:45:00  PM,10.063,,,,,
501,07/01/22 05:00:00  PM,9.768,,,,,
502,07/01/22 05:15:00  PM,9.965,,,,,
503,07/01/22 05:30:00  PM,10.063,,,,,
504,07/01/22 05:45:00  PM,9.768,,,,,
505,07/01/22 06:00:00  PM,9.077,,,,,
506,07/01/22 06:15:00  PM,9.866,,,,,
507,07/01/22 06:30:00  PM,9.373,,,,,
508,07/01/22 06:45:00  PM,8.879,,,,,
509,07/01/22 07:00:00  PM,8.382,,,,,
510,07/01/22 07:15:00  PM,8.382,,,,,
511,07/01/22 07:30:00  PM,8.282,,,,,
512,07/01/22 07:45:00  PM,8.182,,,,,
513,07/01/22 08:00:00  PM,7.782,,,,,
514,07/01/22 08:15:00  PM,7.280,,,,,
515,07/01/22 08:30:00  PM,6.674,,,,,
516,07/01/22 08:45:00  PM,6.370,,,,,
517,07/01/22 09:00:00  PM,6.775,,,,,
518,07/01/22 09:15:00  PM,6.775,,,,,
519,07/01/22 09:30:00  PM,6.775,,,,,
520,07/01/22 09:45:00  PM,6.166,,,,,
521,07/01/22 10:00:00  PM,6.166,,,,,
522,07/01/22 10:15:00  PM,6.064,,,,,
523,07/01/22 10:30:00  PM,6.166,,,,,
524,07/01/22 10:45:00  PM,6.166,,,,,
525,07/01/22 11:00:00  PM,5.655,,,,,
