"Plot Title: DRYAS OTC 2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9702263, SEN S/N: 9702263, LBL: 10 cm)","RH, % (LGR S/N: 9702263, SEN S/N: 9702263, LBL: 10 cm)","Good Battery (LGR S/N: 9702263)","Coupler Detached (LGR S/N: 9702263)","Coupler Attached (LGR S/N: 9702263)","Host Connected (LGR S/N: 9702263)","Stopped (LGR S/N: 9702263)","End Of File (LGR S/N: 9702263)"
335,07/16/22 02:00:00  PM,15.103,56.686,,,,,,
336,07/16/22 03:00:00  PM,15.986,58.211,,,,,,
337,07/16/22 04:00:00  PM,17.439,50.738,,,,,,
338,07/16/22 05:00:00  PM,17.677,50.709,,,,,,
339,07/16/22 06:00:00  PM,16.606,50.315,,,,,,
340,07/16/22 07:00:00  PM,14.697,60.224,,,,,,
341,07/16/22 08:00:00  PM,15.843,55.736,,,,,,
342,07/16/22 09:00:00  PM,13.305,57.942,,,,,,
343,07/16/22 10:00:00  PM,11.200,65.733,,,,,,
344,07/16/22 11:00:00  PM,10.394,67.369,,,,,,
345,07/17/22 12:00:00  AM,11.540,70.320,,,,,,
346,07/17/22 01:00:00  AM,9.805,66.116,,,,,,
347,07/17/22 02:00:00  AM,6.306,77.812,,,,,,
348,07/17/22 03:00:00  AM,10.345,66.787,,,,,,
349,07/17/22 04:00:00  AM,11.880,65.275,,,,,,
350,07/17/22 05:00:00  AM,12.437,64.064,,,,,,
351,07/17/22 06:00:00  AM,12.775,61.510,,,,,,
352,07/17/22 07:00:00  AM,14.505,54.899,,,,,,
353,07/17/22 08:00:00  AM,16.630,51.990,,,,,,
354,07/17/22 09:00:00  AM,18.129,51.081,,,,,,
355,07/17/22 10:00:00  AM,15.915,54.955,,,,,,
356,07/17/22 11:00:00  AM,19.103,50.090,,,,,,
357,07/17/22 12:00:00  PM,20.269,50.246,,,,,,
358,07/17/22 01:00:00  PM,15.986,54.172,,,,,,
359,07/17/22 02:00:00  PM,18.057,53.796,,,,,,
360,07/17/22 03:00:00  PM,19.936,46.319,,,,,,
361,07/17/22 04:00:00  PM,20.746,45.687,,,,,,
362,07/17/22 05:00:00  PM,18.224,49.535,,,,,,
363,07/17/22 06:00:00  PM,15.986,52.362,,,,,,
364,07/17/22 07:00:00  PM,13.858,57.458,,,,,,
365,07/17/22 08:00:00  PM,12.074,58.524,,,,,,
366,07/17/22 09:00:00  PM,12.461,57.571,,,,,,
367,07/17/22 10:00:00  PM,9.657,66.376,,,,,,
368,07/17/22 11:00:00  PM,9.089,65.958,,,,,,
369,07/18/22 12:00:00  AM,6.661,73.580,,,,,,
370,07/18/22 01:00:00  AM,3.670,83.864,,,,,,
371,07/18/22 02:00:00  AM,5.719,81.399,,,,,,
372,07/18/22 03:00:00  AM,6.458,75.319,,,,,,
373,07/18/22 04:00:00  AM,5.719,79.964,,,,,,
374,07/18/22 05:00:00  AM,6.458,75.156,,,,,,
375,07/18/22 06:00:00  AM,8.095,72.541,,,,,,
376,07/18/22 07:00:00  AM,8.891,68.768,,,,,,
377,07/18/22 08:00:00  AM,8.444,70.065,,,,,,
378,07/18/22 09:00:00  AM,12.871,61.349,,,,,,
379,07/18/22 10:00:00  AM,15.629,52.465,,,,,,
380,07/18/22 11:00:00  AM,14.649,57.310,,,,,,
381,07/18/22 12:00:00  PM,18.271,47.848,,,,,,
382,07/18/22 01:00:00  PM,14.457,56.195,,,,,,
383,07/18/22 02:00:00  PM,11.346,62.065,,,,,,
384,07/18/22 03:00:00  PM,17.415,52.068,,,,,,
385,07/18/22 04:00:00  PM,17.177,53.362,,,,,,
386,07/18/22 05:00:00  PM,16.558,50.867,,,,,,
387,07/18/22 06:00:00  PM,13.353,60.393,,,,,,
388,07/18/22 07:00:00  PM,13.473,61.508,,,,,,
389,07/18/22 08:00:00  PM,14.314,56.806,,,,,,
390,07/18/22 09:00:00  PM,12.050,67.040,,,,,,
391,07/18/22 10:00:00  PM,7.444,72.272,,,,,,
392,07/18/22 11:00:00  PM,8.519,69.094,,,,,,
393,07/19/22 12:00:00  AM,7.920,71.476,,,,,,
394,07/19/22 01:00:00  AM,7.569,71.407,,,,,,
395,07/19/22 02:00:00  AM,6.102,77.011,,,,,,
396,07/19/22 03:00:00  AM,7.041,73.519,,,,,,
397,07/19/22 04:00:00  AM,8.319,65.934,,,,,,
398,07/19/22 05:00:00  AM,8.419,67.404,,,,,,
399,07/19/22 06:00:00  AM,11.370,59.508,,,,,,
400,07/19/22 07:00:00  AM,9.756,66.107,,,,,,
401,07/19/22 08:00:00  AM,8.693,67.512,,,,,,
402,07/19/22 09:00:00  AM,12.703,58.683,,,,,,
403,07/19/22 10:00:00  AM,13.546,57.140,,,,,,
404,07/19/22 11:00:00  AM,9.336,67.688,,,,,,
405,07/19/22 12:00:00  PM,13.137,59.764,,,,,,
406,07/19/22 01:00:00  PM,14.673,51.901,,,,,,
407,07/19/22 02:00:00  PM,9.952,65.309,,,,,,
408,07/19/22 03:00:00  PM,11.419,64.817,,,,,,
409,07/19/22 04:00:00  PM,11.224,61.693,,,,,,
410,07/19/22 05:00:00  PM,14.361,57.356,,,,,,
411,07/19/22 06:00:00  PM,13.834,59.966,,,,,,
412,07/19/22 07:00:00  PM,7.041,73.849,,,,,,
413,07/19/22 08:00:00  PM,5.102,82.867,,,,,,
414,07/19/22 09:00:00  PM,6.788,74.841,,,,,,
415,07/19/22 10:00:00  PM,5.437,80.220,,,,,,
416,07/19/22 11:00:00  PM,4.220,82.688,,,,,,
417,07/20/22 12:00:00  AM,5.102,81.206,,,,,,
418,07/20/22 01:00:00  AM,4.766,82.027,,,,,,
419,07/20/22 02:00:00  AM,4.298,86.393,,,,,,
420,07/20/22 03:00:00  AM,4.844,82.676,,,,,,
421,07/20/22 04:00:00  AM,5.565,82.052,,,,,,
422,07/20/22 05:00:00  AM,6.357,76.007,,,,,,
423,07/20/22 06:00:00  AM,5.334,80.888,,,,,,
424,07/20/22 07:00:00  AM,6.636,77.044,,,,,,
425,07/20/22 08:00:00  AM,7.116,77.689,,,,,,
426,07/20/22 09:00:00  AM,6.281,78.561,,,,,,
427,07/20/22 10:00:00  AM,8.965,71.317,,,,,,
428,07/20/22 11:00:00  AM,9.213,68.319,,,,,,
429,07/20/22 12:00:00  PM,7.469,74.185,,,,,,
430,07/20/22 01:00:00  PM,8.668,72.348,,,,,,
431,07/20/22 02:00:00  PM,6.560,82.677,,,,,,
432,07/20/22 03:00:00  PM,5.719,88.335,,,,,,
433,07/20/22 04:00:00  PM,6.839,81.866,,,,,,
434,07/20/22 05:00:00  PM,6.687,82.627,,,,,,
435,07/20/22 06:00:00  PM,5.719,89.333,,,,,,
436,07/20/22 07:00:00  PM,6.458,88.056,,,,,,
