"Plot Title: HOBO_022 ALE Meadow 3C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10923427, SEN S/N: 10923427, LBL: T_022)","RH, % (LGR S/N: 10923427, SEN S/N: 10923427, LBL: RH_022)","Coupler Detached (LGR S/N: 10923427)","Coupler Attached (LGR S/N: 10923427)","Host Connected (LGR S/N: 10923427)","Stopped (LGR S/N: 10923427)","End Of File (LGR S/N: 10923427)"
60,07/03/22 11:00:00  PM,1.832,40.264,,,,,
61,07/04/22 12:00:00  AM,2.289,40.746,,,,,
62,07/04/22 01:00:00  AM,2.850,40.534,,,,,
63,07/04/22 02:00:00  AM,3.354,40.129,,,,,
64,07/04/22 03:00:00  AM,3.221,37.823,,,,,
65,07/04/22 04:00:00  AM,3.089,41.576,,,,,
66,07/04/22 05:00:00  AM,3.775,46.594,,,,,
67,07/04/22 06:00:00  AM,3.880,49.045,,,,,
68,07/04/22 07:00:00  AM,4.766,61.503,,,,,
69,07/04/22 08:00:00  AM,6.051,71.247,,,,,
70,07/04/22 09:00:00  AM,7.242,77.418,,,,,
71,07/04/22 10:00:00  AM,7.419,77.781,,,,,
72,07/04/22 11:00:00  AM,9.238,70.809,,,,,
73,07/04/22 12:00:00  PM,10.051,65.671,,,,,
74,07/04/22 01:00:00  PM,10.541,61.286,,,,,
75,07/04/22 02:00:00  PM,11.078,58.514,,,,,
76,07/04/22 03:00:00  PM,11.102,57.746,,,,,
77,07/04/22 04:00:00  PM,10.149,59.930,,,,,
78,07/04/22 05:00:00  PM,9.435,61.481,,,,,
79,07/04/22 06:00:00  PM,9.657,60.582,,,,,
80,07/04/22 07:00:00  PM,9.854,61.755,,,,,
81,07/04/22 08:00:00  PM,5.437,76.734,,,,,
82,07/04/22 09:00:00  PM,7.142,72.434,,,,,
83,07/04/22 10:00:00  PM,7.569,72.186,,,,,
84,07/04/22 11:00:00  PM,6.914,76.015,,,,,
85,07/05/22 12:00:00  AM,6.051,74.634,,,,,
86,07/05/22 01:00:00  AM,5.411,77.079,,,,,
87,07/05/22 02:00:00  AM,7.142,76.117,,,,,
88,07/05/22 03:00:00  AM,6.990,75.266,,,,,
89,07/05/22 04:00:00  AM,7.419,73.540,,,,,
90,07/05/22 05:00:00  AM,6.000,77.934,,,,,
91,07/05/22 06:00:00  AM,8.319,69.253,,,,,
92,07/05/22 07:00:00  AM,9.064,65.696,,,,,
93,07/05/22 08:00:00  AM,11.370,59.449,,,,,
94,07/05/22 09:00:00  AM,11.127,59.351,,,,,
95,07/05/22 10:00:00  AM,12.871,54.627,,,,,
96,07/05/22 11:00:00  AM,12.147,55.093,,,,,
97,07/05/22 12:00:00  PM,11.516,57.096,,,,,
98,07/05/22 01:00:00  PM,12.751,51.663,,,,,
99,07/05/22 02:00:00  PM,13.642,48.927,,,,,
100,07/05/22 03:00:00  PM,13.642,50.468,,,,,
101,07/05/22 04:00:00  PM,9.632,63.636,,,,,
102,07/05/22 05:00:00  PM,10.001,64.278,,,,,
103,07/05/22 06:00:00  PM,11.613,61.846,,,,,
104,07/05/22 07:00:00  PM,7.469,73.329,,,,,
105,07/05/22 08:00:00  PM,7.368,73.558,,,,,
106,07/05/22 09:00:00  PM,6.306,45.642,,,,,
107,07/05/22 10:00:00  PM,4.947,47.351,,,,,
108,07/05/22 11:00:00  PM,6.331,31.442,,,,,
109,07/06/22 12:00:00  AM,5.565,27.710,,,,,
110,07/06/22 01:00:00  AM,5.872,32.007,,,,,
111,07/06/22 02:00:00  AM,6.940,37.781,,,,,
112,07/06/22 03:00:00  AM,6.914,39.721,,,,,
113,07/06/22 04:00:00  AM,6.737,41.382,,,,,
114,07/06/22 05:00:00  AM,6.636,40.033,,,,,
115,07/06/22 06:00:00  AM,3.958,35.714,,,,,
116,07/06/22 07:00:00  AM,3.327,37.087,,,,,
117,07/06/22 08:00:00  AM,3.985,38.868,,,,,
118,07/06/22 09:00:00  AM,4.532,34.954,,,,,
119,07/06/22 10:00:00  AM,5.847,32.483,,,,,
120,07/06/22 11:00:00  AM,6.560,31.782,,,,,
121,07/06/22 12:00:00  PM,6.281,31.501,,,,,
122,07/06/22 01:00:00  PM,5.693,31.640,,,,,
123,07/06/22 02:00:00  PM,5.872,31.560,,,,,
124,07/06/22 03:00:00  PM,7.494,27.151,,,,,
125,07/06/22 04:00:00  PM,7.041,33.710,,,,,
126,07/06/22 05:00:00  PM,6.661,36.083,,,,,
127,07/06/22 06:00:00  PM,6.408,35.836,,,,,
128,07/06/22 07:00:00  PM,6.990,41.597,,,,,
129,07/06/22 08:00:00  PM,6.230,51.020,,,,,
130,07/06/22 09:00:00  PM,5.385,54.438,,,,,
131,07/06/22 10:00:00  PM,4.895,50.712,,,,,
132,07/06/22 11:00:00  PM,4.558,51.887,,,,,
133,07/07/22 12:00:00  AM,4.818,46.456,,,,,
134,07/07/22 01:00:00  AM,4.402,51.359,,,,,
135,07/07/22 02:00:00  AM,4.869,60.196,,,,,
136,07/07/22 03:00:00  AM,7.091,75.315,,,,,
137,07/07/22 04:00:00  AM,7.720,77.764,,,,,
138,07/07/22 05:00:00  AM,6.484,78.039,,,,,
139,07/07/22 06:00:00  AM,7.870,78.961,,,,,
140,07/07/22 07:00:00  AM,8.519,77.200,,,,,
141,07/07/22 08:00:00  AM,10.075,72.516,,,,,
142,07/07/22 09:00:00  AM,10.907,69.290,,,,,
143,07/07/22 10:00:00  AM,11.224,66.199,,,,,
144,07/07/22 11:00:00  AM,12.437,61.395,,,,,
145,07/07/22 12:00:00  PM,12.775,58.456,,,,,
146,07/07/22 01:00:00  PM,14.074,53.650,,,,,
147,07/07/22 02:00:00  PM,13.786,52.694,,,,,
148,07/07/22 03:00:00  PM,12.944,53.638,,,,,
149,07/07/22 04:00:00  PM,13.714,53.324,,,,,
150,07/07/22 05:00:00  PM,13.040,55.196,,,,,
151,07/07/22 06:00:00  PM,13.209,53.950,,,,,
152,07/07/22 07:00:00  PM,11.929,60.545,,,,,
153,07/07/22 08:00:00  PM,13.209,56.908,,,,,
154,07/07/22 09:00:00  PM,11.953,61.697,,,,,
155,07/07/22 10:00:00  PM,9.435,67.336,,,,,
156,07/07/22 11:00:00  PM,11.151,65.868,,,,,
157,07/08/22 12:00:00  AM,8.344,74.419,,,,,
158,07/08/22 01:00:00  AM,8.891,73.284,,,,,
159,07/08/22 02:00:00  AM,8.618,73.977,,,,,
160,07/08/22 03:00:00  AM,7.419,77.156,,,,,
161,07/08/22 04:00:00  AM,6.712,77.548,,,,,
162,07/08/22 05:00:00  AM,7.519,75.431,,,,,
163,07/08/22 06:00:00  AM,10.565,65.562,,,,,
164,07/08/22 07:00:00  AM,12.340,61.350,,,,,
165,07/08/22 08:00:00  AM,11.565,63.038,,,,,
166,07/08/22 09:00:00  AM,13.209,55.010,,,,,
167,07/08/22 10:00:00  AM,11.540,60.393,,,,,
168,07/08/22 11:00:00  AM,12.654,56.943,,,,,
169,07/08/22 12:00:00  PM,15.031,47.806,,,,,
170,07/08/22 01:00:00  PM,12.147,55.334,,,,,
171,07/08/22 02:00:00  PM,8.866,76.563,,,,,
172,07/08/22 03:00:00  PM,7.242,76.901,,,,,
173,07/08/22 04:00:00  PM,7.368,75.317,,,,,
174,07/08/22 05:00:00  PM,7.645,49.225,,,,,
175,07/08/22 06:00:00  PM,7.720,75.281,,,,,
176,07/08/22 07:00:00  PM,14.505,58.610,,,,,
177,07/08/22 08:00:00  PM,7.419,72.932,,,,,
178,07/08/22 09:00:00  PM,6.179,77.649,,,,,
179,07/08/22 10:00:00  PM,6.611,39.749,,,,,
180,07/08/22 11:00:00  PM,5.308,64.283,,,,,
181,07/09/22 12:00:00  AM,5.128,75.232,,,,,
182,07/09/22 01:00:00  AM,6.306,74.111,,,,,
183,07/09/22 02:00:00  AM,5.924,74.826,,,,,
184,07/09/22 03:00:00  AM,7.419,74.450,,,,,
185,07/09/22 04:00:00  AM,7.242,77.960,,,,,
186,07/09/22 05:00:00  AM,8.444,75.678,,,,,
187,07/09/22 06:00:00  AM,9.336,73.234,,,,,
188,07/09/22 07:00:00  AM,10.638,69.722,,,,,
189,07/09/22 08:00:00  AM,15.008,58.389,,,,,
190,07/09/22 09:00:00  AM,14.697,55.231,,,,,
191,07/09/22 10:00:00  AM,12.195,63.788,,,,,
192,07/09/22 11:00:00  AM,13.834,56.763,,,,,
193,07/09/22 12:00:00  PM,14.984,54.300,,,,,
194,07/09/22 01:00:00  PM,13.425,54.376,,,,,
195,07/09/22 02:00:00  PM,16.296,45.837,,,,,
196,07/09/22 03:00:00  PM,14.721,47.735,,,,,
197,07/09/22 04:00:00  PM,13.954,50.788,,,,,
198,07/09/22 05:00:00  PM,8.170,70.714,,,,,
199,07/09/22 06:00:00  PM,8.394,67.939,,,,,
200,07/09/22 07:00:00  PM,8.245,70.672,,,,,
201,07/09/22 08:00:00  PM,10.785,62.350,,,,,
202,07/09/22 09:00:00  PM,6.255,77.612,,,,,
203,07/09/22 10:00:00  PM,5.334,75.954,,,,,
204,07/09/22 11:00:00  PM,5.591,76.279,,,,,
205,07/10/22 12:00:00  AM,9.879,68.358,,,,,
206,07/10/22 01:00:00  AM,5.024,76.187,,,,,
207,07/10/22 02:00:00  AM,6.839,76.326,,,,,
208,07/10/22 03:00:00  AM,7.192,74.485,,,,,
209,07/10/22 04:00:00  AM,7.116,74.827,,,,,
210,07/10/22 05:00:00  AM,10.001,69.545,,,,,
211,07/10/22 06:00:00  AM,8.519,71.565,,,,,
212,07/10/22 07:00:00  AM,7.870,77.089,,,,,
213,07/10/22 08:00:00  AM,9.756,18.246,,,,,
214,07/10/22 09:00:00  AM,9.361,67.521,,,,,
215,07/10/22 10:00:00  AM,7.670,76.556,,,,,
216,07/10/22 11:00:00  AM,9.213,73.793,,,,,
217,07/10/22 12:00:00  PM,8.519,62.864,,,,,
218,07/10/22 01:00:00  PM,11.151,72.167,,,,,
219,07/10/22 02:00:00  PM,14.529,66.648,,,,,
220,07/10/22 03:00:00  PM,11.904,72.089,,,,,
221,07/10/22 04:00:00  PM,15.342,53.956,,,,,
222,07/10/22 05:00:00  PM,14.840,54.279,,,,,
223,07/10/22 06:00:00  PM,15.724,54.439,,,,,
224,07/10/22 07:00:00  PM,12.582,57.799,,,,,
225,07/10/22 08:00:00  PM,14.385,56.244,,,,,
226,07/10/22 09:00:00  PM,11.005,63.874,,,,,
227,07/10/22 10:00:00  PM,7.945,75.053,,,,,
228,07/10/22 11:00:00  PM,6.839,74.961,,,,,
229,07/11/22 12:00:00  AM,4.558,76.897,,,,,
230,07/11/22 01:00:00  AM,5.257,76.965,,,,,
231,07/11/22 02:00:00  AM,5.796,77.054,,,,,
232,07/11/22 03:00:00  AM,7.419,75.684,,,,,
233,07/11/22 04:00:00  AM,6.661,76.669,,,,,
234,07/11/22 05:00:00  AM,8.419,70.818,,,,,
235,07/11/22 06:00:00  AM,7.720,72.826,,,,,
236,07/11/22 07:00:00  AM,7.745,71.190,,,,,
237,07/11/22 08:00:00  AM,9.706,63.156,,,,,
238,07/11/22 09:00:00  AM,10.834,60.453,,,,,
239,07/11/22 10:00:00  AM,11.710,57.543,,,,,
240,07/11/22 11:00:00  AM,11.856,56.640,,,,,
241,07/11/22 12:00:00  PM,11.734,54.881,,,,,
242,07/11/22 01:00:00  PM,12.025,52.413,,,,,
243,07/11/22 02:00:00  PM,11.370,53.289,,,,,
244,07/11/22 03:00:00  PM,10.075,57.852,,,,,
245,07/11/22 04:00:00  PM,11.880,50.931,,,,,
246,07/11/22 05:00:00  PM,11.783,52.895,,,,,
247,07/11/22 06:00:00  PM,11.175,55.968,,,,,
248,07/11/22 07:00:00  PM,10.638,58.592,,,,,
249,07/11/22 08:00:00  PM,12.654,56.072,,,,,
250,07/11/22 09:00:00  PM,11.078,61.551,,,,,
251,07/11/22 10:00:00  PM,6.000,76.475,,,,,
252,07/11/22 11:00:00  PM,5.872,76.718,,,,,
253,07/12/22 12:00:00  AM,5.642,76.724,,,,,
254,07/12/22 01:00:00  AM,6.864,76.495,,,,,
255,07/12/22 02:00:00  AM,6.331,74.829,,,,,
256,07/12/22 03:00:00  AM,9.361,72.095,,,,,
257,07/12/22 04:00:00  AM,9.213,70.495,,,,,
258,07/12/22 05:00:00  AM,11.370,60.865,,,,,
259,07/12/22 06:00:00  AM,10.149,66.206,,,,,
260,07/12/22 07:00:00  AM,11.929,59.154,,,,,
261,07/12/22 08:00:00  AM,13.642,52.246,,,,,
262,07/12/22 09:00:00  AM,14.936,47.513,,,,,
263,07/12/22 10:00:00  AM,9.756,65.504,,,,,
264,07/12/22 11:00:00  AM,9.706,62.836,,,,,
265,07/12/22 12:00:00  PM,9.238,64.404,,,,,
266,07/12/22 01:00:00  PM,8.891,69.334,,,,,
267,07/12/22 02:00:00  PM,11.053,64.434,,,,,
268,07/12/22 03:00:00  PM,11.200,59.244,,,,,
269,07/12/22 04:00:00  PM,12.122,53.398,,,,,
270,07/12/22 05:00:00  PM,10.394,62.255,,,,,
271,07/12/22 06:00:00  PM,9.386,63.419,,,,,
272,07/12/22 07:00:00  PM,6.051,75.670,,,,,
273,07/12/22 08:00:00  PM,7.368,74.687,,,,,
274,07/12/22 09:00:00  PM,5.360,73.205,,,,,
275,07/12/22 10:00:00  PM,4.818,70.534,,,,,
276,07/12/22 11:00:00  PM,4.636,70.222,,,,,
277,07/13/22 12:00:00  AM,4.584,74.440,,,,,
278,07/13/22 01:00:00  AM,5.462,74.403,,,,,
279,07/13/22 02:00:00  AM,4.141,70.319,,,,,
280,07/13/22 03:00:00  AM,5.179,71.159,,,,,
281,07/13/22 04:00:00  AM,4.298,71.921,,,,,
282,07/13/22 05:00:00  AM,6.230,76.578,,,,,
283,07/13/22 06:00:00  AM,7.469,75.037,,,,,
284,07/13/22 07:00:00  AM,7.268,75.871,,,,,
285,07/13/22 08:00:00  AM,7.167,75.549,,,,,
286,07/13/22 09:00:00  AM,7.343,72.252,,,,,
287,07/13/22 10:00:00  AM,11.516,58.643,,,,,
288,07/13/22 11:00:00  AM,12.437,54.865,,,,,
289,07/13/22 12:00:00  PM,10.736,60.349,,,,,
290,07/13/22 01:00:00  PM,9.952,65.049,,,,,
291,07/13/22 02:00:00  PM,9.657,65.400,,,,,
292,07/13/22 03:00:00  PM,10.492,62.592,,,,,
293,07/13/22 04:00:00  PM,11.734,60.188,,,,,
294,07/13/22 05:00:00  PM,8.444,67.324,,,,,
295,07/13/22 06:00:00  PM,8.568,67.148,,,,,
296,07/13/22 07:00:00  PM,7.945,71.564,,,,,
297,07/13/22 08:00:00  PM,7.920,69.824,,,,,
298,07/13/22 09:00:00  PM,6.914,76.451,,,,,
299,07/13/22 10:00:00  PM,4.506,73.824,,,,,
300,07/13/22 11:00:00  PM,4.662,73.802,,,,,
301,07/14/22 12:00:00  AM,5.024,75.916,,,,,
302,07/14/22 01:00:00  AM,4.558,54.962,,,,,
303,07/14/22 02:00:00  AM,4.115,37.045,,,,,
304,07/14/22 03:00:00  AM,4.037,26.490,,,,,
305,07/14/22 04:00:00  AM,3.670,27.942,,,,,
306,07/14/22 05:00:00  AM,4.921,26.624,,,,,
307,07/14/22 06:00:00  AM,4.844,27.038,,,,,
308,07/14/22 07:00:00  AM,5.334,25.032,,,,,
309,07/14/22 08:00:00  AM,7.066,25.161,,,,,
310,07/14/22 09:00:00  AM,6.306,56.024,,,,,
311,07/14/22 10:00:00  AM,7.469,71.944,,,,,
312,07/14/22 11:00:00  AM,6.153,74.819,,,,,
313,07/14/22 12:00:00  PM,7.594,77.058,,,,,
314,07/14/22 01:00:00  PM,7.469,77.194,,,,,
315,07/14/22 02:00:00  PM,7.745,75.368,,,,,
316,07/14/22 03:00:00  PM,9.238,71.707,,,,,
317,07/14/22 04:00:00  PM,6.000,77.422,,,,,
318,07/14/22 05:00:00  PM,4.558,76.950,,,,,
319,07/14/22 06:00:00  PM,5.334,77.656,,,,,
320,07/14/22 07:00:00  PM,4.532,75.026,,,,,
321,07/14/22 08:00:00  PM,4.350,73.710,,,,,
322,07/14/22 09:00:00  PM,4.740,73.271,,,,,
323,07/14/22 10:00:00  PM,3.221,71.075,,,,,
324,07/14/22 11:00:00  PM,2.370,65.476,,,,,
325,07/15/22 12:00:00  AM,1.751,36.983,,,,,
326,07/15/22 01:00:00  AM,2.128,31.442,,,,,
327,07/15/22 02:00:00  AM,2.047,32.950,,,,,
328,07/15/22 03:00:00  AM,1.994,35.015,,,,,
329,07/15/22 04:00:00  AM,1.697,36.729,,,,,
330,07/15/22 05:00:00  AM,2.182,37.649,,,,,
331,07/15/22 06:00:00  AM,2.956,37.421,,,,,
332,07/15/22 07:00:00  AM,3.538,34.761,,,,,
333,07/15/22 08:00:00  AM,7.142,25.755,,,,,
334,07/15/22 09:00:00  AM,4.714,39.849,,,,,
335,07/15/22 10:00:00  AM,9.435,78.133,,,,,
336,07/15/22 11:00:00  AM,9.509,76.231,,,,,
337,07/15/22 12:00:00  PM,9.312,76.107,,,,,
338,07/15/22 01:00:00  PM,7.770,77.938,,,,,
339,07/15/22 02:00:00  PM,11.565,63.038,,,,,
340,07/15/22 03:00:00  PM,12.243,58.759,,,,,
341,07/15/22 04:00:00  PM,13.040,56.040,,,,,
342,07/15/22 05:00:00  PM,12.292,58.112,,,,,
343,07/15/22 06:00:00  PM,14.457,56.466,,,,,
344,07/15/22 07:00:00  PM,14.840,56.736,,,,,
345,07/15/22 08:00:00  PM,12.871,62.880,,,,,
346,07/15/22 09:00:00  PM,12.823,63.048,,,,,
347,07/15/22 10:00:00  PM,9.805,69.366,,,,,
348,07/15/22 11:00:00  PM,8.469,73.864,,,,,
349,07/16/22 12:00:00  AM,5.642,78.582,,,,,
350,07/16/22 01:00:00  AM,5.282,77.967,,,,,
351,07/16/22 02:00:00  AM,7.268,77.342,,,,,
352,07/16/22 03:00:00  AM,6.102,77.660,,,,,
353,07/16/22 04:00:00  AM,5.847,77.578,,,,,
354,07/16/22 05:00:00  AM,7.795,76.036,,,,,
355,07/16/22 06:00:00  AM,7.368,74.769,,,,,
356,07/16/22 07:00:00  AM,7.519,72.120,,,,,
357,07/16/22 08:00:00  AM,9.509,65.689,,,,,
358,07/16/22 09:00:00  AM,9.977,64.187,,,,,
359,07/16/22 10:00:00  AM,10.858,62.334,,,,,
360,07/16/22 11:00:00  AM,10.492,60.250,,,,,
361,07/16/22 12:00:00  PM,11.856,56.251,,,,,
362,07/16/22 01:00:00  PM,11.492,56.644,,,,,
363,07/16/22 02:00:00  PM,11.710,52.914,,,,,
364,07/16/22 03:00:00  PM,11.807,54.018,,,,,
365,07/16/22 04:00:00  PM,11.759,54.161,,,,,
366,07/16/22 05:00:00  PM,12.147,54.037,,,,,
367,07/16/22 06:00:00  PM,12.389,54.465,,,,,
368,07/16/22 07:00:00  PM,12.389,57.440,,,,,
369,07/16/22 08:00:00  PM,13.377,56.964,,,,,
370,07/16/22 09:00:00  PM,12.364,61.707,,,,,
371,07/16/22 10:00:00  PM,11.710,65.968,,,,,
372,07/16/22 11:00:00  PM,10.001,70.026,,,,,
373,07/17/22 12:00:00  AM,10.516,68.363,,,,,
374,07/17/22 01:00:00  AM,8.543,69.634,,,,,
375,07/17/22 02:00:00  AM,5.847,77.605,,,,,
376,07/17/22 03:00:00  AM,7.293,76.204,,,,,
377,07/17/22 04:00:00  AM,10.001,74.231,,,,,
378,07/17/22 05:00:00  AM,10.100,73.443,,,,,
379,07/17/22 06:00:00  AM,10.467,69.491,,,,,
380,07/17/22 07:00:00  AM,11.929,63.538,,,,,
381,07/17/22 08:00:00  AM,13.088,58.326,,,,,
382,07/17/22 09:00:00  AM,15.270,53.518,,,,,
383,07/17/22 10:00:00  AM,14.050,56.193,,,,,
384,07/17/22 11:00:00  AM,15.055,52.967,,,,,
385,07/17/22 12:00:00  PM,16.987,46.867,,,,,
386,07/17/22 01:00:00  PM,13.882,52.555,,,,,
387,07/17/22 02:00:00  PM,15.461,48.391,,,,,
388,07/17/22 03:00:00  PM,14.601,47.844,,,,,
389,07/17/22 04:00:00  PM,15.055,47.840,,,,,
390,07/17/22 05:00:00  PM,14.074,50.065,,,,,
391,07/17/22 06:00:00  PM,12.775,54.734,,,,,
392,07/17/22 07:00:00  PM,12.098,56.048,,,,,
393,07/17/22 08:00:00  PM,10.785,58.527,,,,,
394,07/17/22 09:00:00  PM,10.834,60.130,,,,,
395,07/17/22 10:00:00  PM,9.312,66.742,,,,,
396,07/17/22 11:00:00  PM,8.841,68.702,,,,,
397,07/18/22 12:00:00  AM,6.611,74.448,,,,,
398,07/18/22 01:00:00  AM,3.195,74.098,,,,,
399,07/18/22 02:00:00  AM,5.488,76.339,,,,,
400,07/18/22 03:00:00  AM,5.539,76.945,,,,,
401,07/18/22 04:00:00  AM,5.539,76.566,,,,,
402,07/18/22 05:00:00  AM,6.306,75.451,,,,,
403,07/18/22 06:00:00  AM,7.242,71.008,,,,,
404,07/18/22 07:00:00  AM,8.270,68.171,,,,,
405,07/18/22 08:00:00  AM,8.170,71.357,,,,,
406,07/18/22 09:00:00  AM,11.953,62.079,,,,,
407,07/18/22 10:00:00  AM,13.930,55.994,,,,,
408,07/18/22 11:00:00  AM,11.565,62.424,,,,,
409,07/18/22 12:00:00  PM,16.463,45.070,,,,,
410,07/18/22 01:00:00  PM,13.040,53.349,,,,,
411,07/18/22 02:00:00  PM,10.443,61.240,,,,,
412,07/18/22 03:00:00  PM,12.920,51.381,,,,,
413,07/18/22 04:00:00  PM,12.025,54.110,,,,,
414,07/18/22 05:00:00  PM,12.050,55.470,,,,,
415,07/18/22 06:00:00  PM,10.638,64.013,,,,,
416,07/18/22 07:00:00  PM,11.710,60.538,,,,,
417,07/18/22 08:00:00  PM,13.353,56.329,,,,,
418,07/18/22 09:00:00  PM,13.064,63.646,,,,,
419,07/18/22 10:00:00  PM,7.845,73.378,,,,,
420,07/18/22 11:00:00  PM,8.020,72.442,,,,,
421,07/19/22 12:00:00  AM,7.970,72.821,,,,,
422,07/19/22 01:00:00  AM,5.514,77.020,,,,,
423,07/19/22 02:00:00  AM,4.818,75.764,,,,,
424,07/19/22 03:00:00  AM,5.821,76.437,,,,,
425,07/19/22 04:00:00  AM,6.026,76.697,,,,,
426,07/19/22 05:00:00  AM,6.813,76.130,,,,,
427,07/19/22 06:00:00  AM,8.519,70.585,,,,,
428,07/19/22 07:00:00  AM,8.170,70.910,,,,,
429,07/19/22 08:00:00  AM,6.255,74.731,,,,,
430,07/19/22 09:00:00  AM,11.127,60.295,,,,,
431,07/19/22 10:00:00  AM,9.903,64.319,,,,,
432,07/19/22 11:00:00  AM,8.270,69.413,,,,,
433,07/19/22 12:00:00  PM,11.005,58.295,,,,,
434,07/19/22 01:00:00  PM,11.248,58.630,,,,,
435,07/19/22 02:00:00  PM,7.544,70.620,,,,,
436,07/19/22 03:00:00  PM,8.394,65.604,,,,,
437,07/19/22 04:00:00  PM,8.469,65.760,,,,,
438,07/19/22 05:00:00  PM,9.780,62.471,,,,,
439,07/19/22 06:00:00  PM,9.361,64.311,,,,,
440,07/19/22 07:00:00  PM,6.128,74.732,,,,,
441,07/19/22 08:00:00  PM,4.298,75.357,,,,,
442,07/19/22 09:00:00  PM,6.000,76.230,,,,,
443,07/19/22 10:00:00  PM,3.932,74.684,,,,,
444,07/19/22 11:00:00  PM,3.617,74.402,,,,,
445,07/20/22 12:00:00  AM,4.792,76.245,,,,,
446,07/20/22 01:00:00  AM,3.775,75.841,,,,,
447,07/20/22 02:00:00  AM,3.985,73.880,,,,,
448,07/20/22 03:00:00  AM,4.168,75.465,,,,,
449,07/20/22 04:00:00  AM,4.402,76.540,,,,,
450,07/20/22 05:00:00  AM,5.076,77.196,,,,,
451,07/20/22 06:00:00  AM,4.844,76.877,,,,,
