"Plot Title: Hobo_023_ALE_M_7T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10923428, SEN S/N: 10923428, LBL: T_023)","RH, % (LGR S/N: 10923428, SEN S/N: 10923428, LBL: RH_023)","Coupler Detached (LGR S/N: 10923428)","Coupler Attached (LGR S/N: 10923428)","Host Connected (LGR S/N: 10923428)","Stopped (LGR S/N: 10923428)","End Of File (LGR S/N: 10923428)"
223,07/10/22 06:00:00  PM,13.497,66.608,,,,,
224,07/10/22 07:00:00  PM,11.370,65.243,,,,,
225,07/10/22 08:00:00  PM,11.419,65.570,,,,,
226,07/10/22 09:00:00  PM,11.053,62.513,,,,,
227,07/10/22 10:00:00  PM,8.444,70.823,,,,,
228,07/10/22 11:00:00  PM,7.368,70.307,,,,,
229,07/11/22 12:00:00  AM,5.411,77.457,,,,,
230,07/11/22 01:00:00  AM,5.975,76.198,,,,,
231,07/11/22 02:00:00  AM,7.041,71.164,,,,,
232,07/11/22 03:00:00  AM,8.990,71.938,,,,,
233,07/11/22 04:00:00  AM,8.742,66.838,,,,,
234,07/11/22 05:00:00  AM,10.100,63.948,,,,,
235,07/11/22 06:00:00  AM,9.410,66.131,,,,,
236,07/11/22 07:00:00  AM,9.312,69.498,,,,,
237,07/11/22 08:00:00  AM,10.907,63.450,,,,,
238,07/11/22 09:00:00  AM,10.638,65.863,,,,,
239,07/11/22 10:00:00  AM,11.516,64.253,,,,,
240,07/11/22 11:00:00  AM,11.637,62.817,,,,,
241,07/11/22 12:00:00  PM,11.370,63.792,,,,,
242,07/11/22 01:00:00  PM,10.834,64.337,,,,,
243,07/11/22 02:00:00  PM,10.271,65.970,,,,,
244,07/11/22 03:00:00  PM,9.287,66.709,,,,,
245,07/11/22 04:00:00  PM,10.198,65.323,,,,,
246,07/11/22 05:00:00  PM,9.731,66.818,,,,,
247,07/11/22 06:00:00  PM,8.990,67.880,,,,,
248,07/11/22 07:00:00  PM,8.369,69.432,,,,,
249,07/11/22 08:00:00  PM,9.706,65.121,,,,,
250,07/11/22 09:00:00  PM,9.583,64.552,,,,,
251,07/11/22 10:00:00  PM,6.153,77.428,,,,,
252,07/11/22 11:00:00  PM,6.255,76.393,,,,,
253,07/12/22 12:00:00  AM,6.000,78.096,,,,,
254,07/12/22 01:00:00  AM,7.268,75.516,,,,,
255,07/12/22 02:00:00  AM,7.217,79.061,,,,,
256,07/12/22 03:00:00  AM,10.638,64.882,,,,,
257,07/12/22 04:00:00  AM,11.492,61.150,,,,,
258,07/12/22 05:00:00  AM,13.522,56.806,,,,,
259,07/12/22 06:00:00  AM,11.783,67.164,,,,,
260,07/12/22 07:00:00  AM,12.944,57.377,,,,,
261,07/12/22 08:00:00  AM,14.601,54.092,,,,,
262,07/12/22 09:00:00  AM,15.151,54.751,,,,,
263,07/12/22 10:00:00  AM,10.051,68.190,,,,,
264,07/12/22 11:00:00  AM,9.756,64.813,,,,,
265,07/12/22 12:00:00  PM,9.410,68.213,,,,,
266,07/12/22 01:00:00  PM,8.916,75.447,,,,,
267,07/12/22 02:00:00  PM,11.394,63.854,,,,,
268,07/12/22 03:00:00  PM,11.053,61.869,,,,,
269,07/12/22 04:00:00  PM,11.977,56.659,,,,,
270,07/12/22 05:00:00  PM,10.614,63.515,,,,,
271,07/12/22 06:00:00  PM,9.361,63.154,,,,,
272,07/12/22 07:00:00  PM,6.102,76.252,,,,,
273,07/12/22 08:00:00  PM,6.889,82.117,,,,,
274,07/12/22 09:00:00  PM,5.616,85.470,,,,,
275,07/12/22 10:00:00  PM,4.921,83.898,,,,,
276,07/12/22 11:00:00  PM,4.714,86.340,,,,,
277,07/13/22 12:00:00  AM,4.714,83.274,,,,,
278,07/13/22 01:00:00  AM,5.642,82.175,,,,,
279,07/13/22 02:00:00  AM,4.584,85.844,,,,,
280,07/13/22 03:00:00  AM,5.385,87.019,,,,,
281,07/13/22 04:00:00  AM,4.610,83.851,,,,,
282,07/13/22 05:00:00  AM,6.331,78.625,,,,,
283,07/13/22 06:00:00  AM,7.494,74.905,,,,,
284,07/13/22 07:00:00  AM,7.770,79.182,,,,,
285,07/13/22 08:00:00  AM,7.770,74.026,,,,,
286,07/13/22 09:00:00  AM,7.343,73.470,,,,,
287,07/13/22 10:00:00  AM,10.785,66.292,,,,,
288,07/13/22 11:00:00  AM,11.759,61.900,,,,,
289,07/13/22 12:00:00  PM,10.590,67.548,,,,,
290,07/13/22 01:00:00  PM,9.534,69.710,,,,,
291,07/13/22 02:00:00  PM,9.410,67.730,,,,,
292,07/13/22 03:00:00  PM,9.780,69.927,,,,,
293,07/13/22 04:00:00  PM,10.638,66.927,,,,,
294,07/13/22 05:00:00  PM,8.120,71.822,,,,,
295,07/13/22 06:00:00  PM,8.319,69.929,,,,,
296,07/13/22 07:00:00  PM,7.594,74.596,,,,,
297,07/13/22 08:00:00  PM,7.167,73.517,,,,,
298,07/13/22 09:00:00  PM,7.142,80.628,,,,,
299,07/13/22 10:00:00  PM,4.766,82.736,,,,,
300,07/13/22 11:00:00  PM,4.895,82.504,,,,,
301,07/14/22 12:00:00  AM,5.179,80.375,,,,,
302,07/14/22 01:00:00  AM,4.766,86.249,,,,,
303,07/14/22 02:00:00  AM,4.246,89.800,,,,,
304,07/14/22 03:00:00  AM,4.115,90.675,,,,,
305,07/14/22 04:00:00  AM,3.827,90.601,,,,,
306,07/14/22 05:00:00  AM,5.179,90.519,,,,,
307,07/14/22 06:00:00  AM,5.257,90.462,,,,,
308,07/14/22 07:00:00  AM,5.514,90.705,,,,,
309,07/14/22 08:00:00  AM,7.217,89.454,,,,,
310,07/14/22 09:00:00  AM,6.433,88.358,,,,,
311,07/14/22 10:00:00  AM,7.569,84.521,,,,,
312,07/14/22 11:00:00  AM,6.306,84.276,,,,,
313,07/14/22 12:00:00  PM,7.318,82.188,,,,,
314,07/14/22 01:00:00  PM,7.569,78.409,,,,,
315,07/14/22 02:00:00  PM,7.870,76.926,,,,,
316,07/14/22 03:00:00  PM,8.618,77.358,,,,,
317,07/14/22 04:00:00  PM,5.693,81.075,,,,,
318,07/14/22 05:00:00  PM,4.506,82.729,,,,,
319,07/14/22 06:00:00  PM,5.437,81.600,,,,,
320,07/14/22 07:00:00  PM,4.610,83.825,,,,,
321,07/14/22 08:00:00  PM,4.506,84.685,,,,,
322,07/14/22 09:00:00  PM,5.076,84.300,,,,,
323,07/14/22 10:00:00  PM,3.354,86.471,,,,,
324,07/14/22 11:00:00  PM,2.557,87.550,,,,,
325,07/15/22 12:00:00  AM,1.940,90.765,,,,,
326,07/15/22 01:00:00  AM,2.343,91.119,,,,,
327,07/15/22 02:00:00  AM,2.262,91.844,,,,,
328,07/15/22 03:00:00  AM,2.101,91.951,,,,,
329,07/15/22 04:00:00  AM,1.940,92.106,,,,,
330,07/15/22 05:00:00  AM,2.450,92.241,,,,,
331,07/15/22 06:00:00  AM,3.036,92.196,,,,,
332,07/15/22 07:00:00  AM,3.696,92.120,,,,,
333,07/15/22 08:00:00  AM,7.995,90.573,,,,,
334,07/15/22 09:00:00  AM,4.844,90.458,,,,,
335,07/15/22 10:00:00  AM,9.361,87.887,,,,,
336,07/15/22 11:00:00  AM,9.583,87.444,,,,,
337,07/15/22 12:00:00  PM,9.262,85.659,,,,,
338,07/15/22 01:00:00  PM,7.569,86.721,,,,,
339,07/15/22 02:00:00  PM,10.100,79.910,,,,,
340,07/15/22 03:00:00  PM,10.443,76.564,,,,,
341,07/15/22 04:00:00  PM,11.151,71.434,,,,,
342,07/15/22 05:00:00  PM,10.492,72.430,,,,,
343,07/15/22 06:00:00  PM,11.662,71.929,,,,,
344,07/15/22 07:00:00  PM,10.980,73.256,,,,,
345,07/15/22 08:00:00  PM,10.932,72.011,,,,,
346,07/15/22 09:00:00  PM,10.467,69.775,,,,,
347,07/15/22 10:00:00  PM,9.509,67.834,,,,,
348,07/15/22 11:00:00  PM,8.469,71.695,,,,,
349,07/16/22 12:00:00  AM,6.077,76.816,,,,,
350,07/16/22 01:00:00  AM,5.591,79.107,,,,,
351,07/16/22 02:00:00  AM,7.066,78.327,,,,,
352,07/16/22 03:00:00  AM,7.192,76.700,,,,,
353,07/16/22 04:00:00  AM,7.116,76.521,,,,,
354,07/16/22 05:00:00  AM,8.990,71.882,,,,,
355,07/16/22 06:00:00  AM,8.095,71.566,,,,,
356,07/16/22 07:00:00  AM,8.419,71.518,,,,,
357,07/16/22 08:00:00  AM,10.345,68.217,,,,,
358,07/16/22 09:00:00  AM,9.952,70.355,,,,,
359,07/16/22 10:00:00  AM,10.320,67.584,,,,,
360,07/16/22 11:00:00  AM,9.731,67.561,,,,,
361,07/16/22 12:00:00  PM,11.029,67.227,,,,,
362,07/16/22 01:00:00  PM,10.149,70.110,,,,,
363,07/16/22 02:00:00  PM,10.296,68.692,,,,,
364,07/16/22 03:00:00  PM,10.222,68.336,,,,,
365,07/16/22 04:00:00  PM,10.149,67.267,,,,,
366,07/16/22 05:00:00  PM,10.296,66.864,,,,,
367,07/16/22 06:00:00  PM,10.051,67.106,,,,,
368,07/16/22 07:00:00  PM,9.928,68.367,,,,,
369,07/16/22 08:00:00  PM,9.780,69.955,,,,,
370,07/16/22 09:00:00  PM,10.736,65.362,,,,,
371,07/16/22 10:00:00  PM,10.124,69.794,,,,,
372,07/16/22 11:00:00  PM,10.173,66.985,,,,,
373,07/17/22 12:00:00  AM,10.247,65.908,,,,,
374,07/17/22 01:00:00  AM,8.668,67.081,,,,,
375,07/17/22 02:00:00  AM,6.357,78.119,,,,,
376,07/17/22 03:00:00  AM,7.920,73.559,,,,,
377,07/17/22 04:00:00  AM,10.516,73.890,,,,,
378,07/17/22 05:00:00  AM,11.346,71.782,,,,,
379,07/17/22 06:00:00  AM,11.856,65.561,,,,,
380,07/17/22 07:00:00  AM,13.088,65.110,,,,,
381,07/17/22 08:00:00  AM,14.026,60.651,,,,,
382,07/17/22 09:00:00  AM,14.649,59.321,,,,,
383,07/17/22 10:00:00  AM,13.449,62.065,,,,,
384,07/17/22 11:00:00  AM,14.170,62.186,,,,,
385,07/17/22 12:00:00  PM,15.390,58.027,,,,,
386,07/17/22 01:00:00  PM,12.582,63.592,,,,,
387,07/17/22 02:00:00  PM,13.618,62.713,,,,,
388,07/17/22 03:00:00  PM,12.871,62.997,,,,,
389,07/17/22 04:00:00  PM,12.823,62.402,,,,,
390,07/17/22 05:00:00  PM,12.001,63.551,,,,,
391,07/17/22 06:00:00  PM,10.173,68.071,,,,,
392,07/17/22 07:00:00  PM,9.608,68.364,,,,,
393,07/17/22 08:00:00  PM,8.270,67.859,,,,,
394,07/17/22 09:00:00  PM,8.792,66.047,,,,,
395,07/17/22 10:00:00  PM,8.990,64.620,,,,,
396,07/17/22 11:00:00  PM,9.015,63.644,,,,,
397,07/18/22 12:00:00  AM,7.015,71.298,,,,,
398,07/18/22 01:00:00  AM,3.749,83.127,,,,,
399,07/18/22 02:00:00  AM,5.385,79.863,,,,,
400,07/18/22 03:00:00  AM,6.382,77.044,,,,,
401,07/18/22 04:00:00  AM,5.539,78.023,,,,,
402,07/18/22 05:00:00  AM,6.077,78.677,,,,,
403,07/18/22 06:00:00  AM,7.217,72.227,,,,,
404,07/18/22 07:00:00  AM,8.195,69.371,,,,,
405,07/18/22 08:00:00  AM,8.170,71.162,,,,,
406,07/18/22 09:00:00  AM,11.662,64.191,,,,,
407,07/18/22 10:00:00  AM,13.522,60.598,,,,,
408,07/18/22 11:00:00  AM,10.712,71.151,,,,,
409,07/18/22 12:00:00  PM,15.223,56.552,,,,,
410,07/18/22 01:00:00  PM,12.001,62.908,,,,,
411,07/18/22 02:00:00  PM,9.706,68.610,,,,,
412,07/18/22 03:00:00  PM,11.200,65.473,,,,,
413,07/18/22 04:00:00  PM,10.345,68.074,,,,,
414,07/18/22 05:00:00  PM,10.100,69.648,,,,,
415,07/18/22 06:00:00  PM,9.682,71.682,,,,,
416,07/18/22 07:00:00  PM,9.089,73.017,,,,,
417,07/18/22 08:00:00  PM,9.040,72.924,,,,,
418,07/18/22 09:00:00  PM,10.026,75.234,,,,,
419,07/18/22 10:00:00  PM,7.268,71.765,,,,,
420,07/18/22 11:00:00  PM,7.619,70.942,,,,,
421,07/19/22 12:00:00  AM,7.444,74.179,,,,,
422,07/19/22 01:00:00  AM,5.231,79.802,,,,,
423,07/19/22 02:00:00  AM,5.437,80.061,,,,,
424,07/19/22 03:00:00  AM,6.864,73.758,,,,,
425,07/19/22 04:00:00  AM,6.914,76.179,,,,,
426,07/19/22 05:00:00  AM,8.195,70.887,,,,,
427,07/19/22 06:00:00  AM,9.558,67.928,,,,,
428,07/19/22 07:00:00  AM,9.361,70.917,,,,,
429,07/19/22 08:00:00  AM,6.763,76.201,,,,,
430,07/19/22 09:00:00  AM,10.907,65.709,,,,,
431,07/19/22 10:00:00  AM,9.139,72.163,,,,,
432,07/19/22 11:00:00  AM,7.920,71.587,,,,,
433,07/19/22 12:00:00  PM,9.928,68.196,,,,,
434,07/19/22 01:00:00  PM,10.100,72.016,,,,,
435,07/19/22 02:00:00  PM,7.192,73.908,,,,,
436,07/19/22 03:00:00  PM,7.419,76.121,,,,,
437,07/19/22 04:00:00  PM,7.795,71.256,,,,,
438,07/19/22 05:00:00  PM,8.717,71.241,,,,,
439,07/19/22 06:00:00  PM,7.970,73.209,,,,,
440,07/19/22 07:00:00  PM,6.051,77.838,,,,,
441,07/19/22 08:00:00  PM,4.402,82.600,,,,,
442,07/19/22 09:00:00  PM,6.026,79.203,,,,,
443,07/19/22 10:00:00  PM,4.246,82.930,,,,,
444,07/19/22 11:00:00  PM,3.854,83.334,,,,,
445,07/20/22 12:00:00  AM,4.947,81.488,,,,,
446,07/20/22 01:00:00  AM,4.037,81.886,,,,,
447,07/20/22 02:00:00  AM,3.932,84.497,,,,,
448,07/20/22 03:00:00  AM,4.220,84.825,,,,,
449,07/20/22 04:00:00  AM,4.688,81.297,,,,,
450,07/20/22 05:00:00  AM,5.360,79.323,,,,,
451,07/20/22 06:00:00  AM,5.050,80.585,,,,,
452,07/20/22 07:00:00  AM,5.308,79.419,,,,,
