site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_v,H2O_ppt,T_panel,T_soil,T_air
MEAD,11,C,light,2022,182,1104,35,,,419.94,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,36,,,421.74,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,37,,,422.71,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,38,,,419.45,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,39,,,419.59,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,40,,,419.94,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,41,,,419.31,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,42,,,419.8,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,43,,,420.63,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,44,,,420.91,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,45,,,421.32,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,46,,,420.98,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,47,,,418.62,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,48,,,419.38,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,49,,,419.66,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,50,,,419.1,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,51,,,420.35,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,52,,,420.21,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,53,,,420.35,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,54,,,419.73,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,55,,,420.56,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,56,,,419.52,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,57,,,419.87,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,58,,,420.14,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1104,59,,,419.73,,,,,6.2408,7.9951
MEAD,11,C,light,2022,182,1105,0,,,420.77,,,,,6.2408,7.9951
,,,,,,,,,,,,,,,,
MEAD,11,C,dark,2022,182,1108,0,,,424.51,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,1,,,423.61,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,2,,,424.17,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,3,,,424.65,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,4,,,425.41,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,5,,,425.69,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,6,,,424.17,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,7,,,424.23,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,8,,,425.28,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,9,,,425.28,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,10,,,425.41,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,11,,,424.3,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,12,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,13,,,425.69,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,14,,,425.14,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,15,,,424.03,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,16,,,424.72,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,17,,,424.17,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,18,,,425,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,19,,,424.72,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,20,,,424.79,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,21,,,425.28,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,22,,,424.44,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,23,,,424.3,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,24,,,425.41,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,25,,,425.14,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,26,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,27,,,425.48,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,28,,,425.14,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,29,,,424.3,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,30,,,425.48,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,31,,,424.17,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,32,,,425.28,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,33,,,424.72,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,34,,,425.41,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,35,,,425.14,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,36,,,425.59,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,37,,,425.55,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,38,,,424.86,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,39,,,425.07,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,40,,,424.93,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,41,,,425,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,42,,,425,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,43,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,44,,,425.25,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,45,,,425.41,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,46,,,424.03,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,47,,,424.3,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,48,,,427.15,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,49,,,426.04,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,50,,,426.18,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,51,,,426.04,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,52,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,53,,,425.55,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,54,,,426.52,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,55,,,426.52,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,56,,,425.97,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,57,,,425.97,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,58,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1108,59,,,425,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,0,,,425.97,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,1,,,429.97,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,2,,,428.48,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,3,,,426.25,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,4,,,426.25,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,5,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,6,,,426.66,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,7,,,426.8,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,8,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,9,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,10,,,426.8,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,11,,,428.29,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,12,,,427.36,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,13,,,425.97,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,14,,,426.06,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,15,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,16,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,17,,,427.29,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,18,,,426.8,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,19,,,427.29,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,20,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,21,,,426.94,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,22,,,426.25,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,23,,,426.52,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,24,,,426.59,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,25,,,426.66,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,26,,,427.63,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,27,,,427.22,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,28,,,427.91,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,29,,,427.56,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,30,,,427.63,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,31,,,426.94,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,32,,,426.66,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,33,,,426.8,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,34,,,427.77,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,35,,,427.22,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,36,,,427.49,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,37,,,427.77,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,38,,,426.38,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,39,,,427.49,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,40,,,428.05,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,41,,,427.36,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,42,,,428.33,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,43,,,427.08,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,44,,,427.08,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,45,,,426.59,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,46,,,427.77,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,47,,,426.11,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,48,,,428.74,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,49,,,428.46,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,50,,,427.91,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,51,,,427.49,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,52,,,428.05,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,53,,,427.77,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,54,,,427.77,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,55,,,428.33,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,56,,,427.36,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,57,,,428.19,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,58,,,428.19,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1109,59,,,427.29,,,,,6.0638,7.3036
MEAD,11,C,dark,2022,182,1110,0,,,427.91,,,,,6.0638,7.3036
,,,,,,,,,,,,,,,,
MEAD,11,T,light,2022,182,1052,0,,,419.17,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,1,,,419.41,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,2,,,416.88,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,3,,,419.14,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,4,,,418.37,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,5,,,416.5,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,6,,,417.99,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,7,,,417.06,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,8,,,417.3,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,9,,,418.17,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,10,,,418.62,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,11,,,416.12,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,12,,,415.6,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,13,,,417.4,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,14,,,416.64,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,15,,,417.16,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,16,,,416.95,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,17,,,417.51,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,18,,,418.1,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,19,,,416.43,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,20,,,416.02,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,21,,,415.32,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,22,,,416.4,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,23,,,415.7,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,24,,,416.61,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,25,,,414.94,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,26,,,416.71,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,27,,,414.94,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,28,,,415.57,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,29,,,415.57,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,30,,,415.74,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,31,,,414.53,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,32,,,416.33,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,33,,,415.46,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,34,,,416.82,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,35,,,413.9,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,36,,,415.78,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,37,,,413.83,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,38,,,413.69,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,39,,,415.22,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,40,,,415.18,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,41,,,413.14,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,42,,,414.6,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,43,,,414.49,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,44,,,414.56,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,45,,,414.25,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,46,,,414.46,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,47,,,413.83,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,48,,,413.28,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,49,,,412.41,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,50,,,413.28,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,51,,,413.42,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,52,,,412.2,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,53,,,413.56,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,54,,,413.14,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,55,,,413.73,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,56,,,413.42,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,57,,,411.61,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,58,,,411.16,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1052,59,,,412.31,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,0,,,412.9,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,1,,,411.89,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,2,,,414.46,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,3,,,411.51,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,4,,,412.17,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,5,,,412.2,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,6,,,412.17,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,7,,,411.2,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,8,,,413.97,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,9,,,412.69,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,10,,,411.75,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,11,,,411.16,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,12,,,411.09,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,13,,,411.96,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,14,,,410.75,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,15,,,411.51,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,16,,,411.89,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,17,,,410.64,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,18,,,411.37,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,19,,,410.37,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,20,,,410.44,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,21,,,411.34,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,22,,,411.2,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,23,,,410.75,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,24,,,411.82,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,25,,,408.94,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,26,,,409.95,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,27,,,411.61,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,28,,,408.35,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,29,,,409.33,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,30,,,411.89,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,31,,,406.83,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,32,,,410.99,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,33,,,409.95,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,34,,,407.83,,,,,7.607,9.04
MEAD,11,T,light,2022,182,1053,35,,,408.49,,,,,7.607,9.04
